name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Giovani Lo Celso,Spurs,Manchester City,2021-08-15,True,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,1.0,0.0,13.0,1.0,Spurs,False,Wolverhampton,,
Giovani Lo Celso,Spurs,Wolverhampton,2021-08-22,False,23,0.0,0.0,0.0,0.07,1,0.0,1.0,2.4,0,1.0,0.0,18.0,0.0,Spurs,True,Watford,,
Giovani Lo Celso,Spurs,Watford,,True,0,,,,,0,,,0.0,0,0.67,0.0,12.0,0.0,Spurs,False,Crystal Palace,,
Giovani Lo Celso,Spurs,Crystal Palace,,False,0,,,,,0,,,0.0,0,0.5,0.0,9.0,2.0,Spurs,True,Chelsea,,
Giovani Lo Celso,Spurs,Chelsea,2021-09-19,True,61,0.0,0.12,0.0,0.43,2,3.0,2.0,2.9,0,0.8,0.02,19.4,0.0,Spurs,False,Arsenal,,
Giovani Lo Celso,Spurs,Arsenal,,False,0,,,,,0,,,0.0,0,0.6,0.02,16.17,1.0,Spurs,True,Aston Villa,,
Giovani Lo Celso,Spurs,Aston Villa,2021-10-03,True,14,0.0,0.46,0.0,0.05,1,2.0,1.0,3.6,0,0.6,0.12,15.86,0.0,Spurs,False,Newcastle United,,
Giovani Lo Celso,Spurs,Newcastle United,,False,0,,,,,0,,,0.0,0,0.6,0.12,13.88,1.0,Spurs,False,West Ham,,
Giovani Lo Celso,Spurs,West Ham,2021-10-24,False,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0.8,0.12,13.0,2.0,Spurs,True,Manchester United,,
Giovani Lo Celso,Spurs,Manchester United,2021-10-30,True,72,0.0,0.13,0.0,0.51,2,3.0,1.0,5.4,0,0.8,0.12,18.9,1.0,Spurs,False,Everton,,
Giovani Lo Celso,Spurs,Everton,2021-11-07,False,19,0.0,0.02,0.0,0.0,1,1.0,0.0,0.0,0,1.0,0.12,18.91,0.0,Spurs,True,Leicester City,,
Giovani Lo Celso,Spurs,Leicester City,,True,0,,,,,0,,,0.0,0,0.8,0.03,17.33,0.0,Spurs,True,Brentford,,
Giovani Lo Celso,Spurs,Brentford,,True,0,,,,,0,,,0.0,0,0.8,0.03,16.0,0.0,Spurs,True,Norwich,,
Giovani Lo Celso,Spurs,Norwich,,True,0,,,,,0,,,0.0,0,0.6,0.03,14.86,0.0,Spurs,True,Liverpool,,
Giovani Lo Celso,Spurs,Liverpool,,True,0,,,,,0,,,0.0,0,0.2,0.0,13.87,0.0,Spurs,True,Crystal Palace,,
Giovani Lo Celso,Spurs,Crystal Palace,,True,0,,,,,0,,,0.0,0,0.0,0.0,13.0,0.0,Spurs,False,Southampton,,
Giovani Lo Celso,Spurs,Southampton,,False,0,,,,,0,,,0.0,0,0.0,0.0,12.24,1.0,Spurs,False,Watford,,
Giovani Lo Celso,Spurs,Watford,2022-01-01,False,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0.2,0.0,11.94,1.0,Spurs,False,Leeds United,,
Giovani Lo Celso,Spurs,Leeds United,2022-01-19,False,16,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0.4,0.0,12.16,0.0,Spurs,False,Chelsea,,
Giovani Lo Celso,Spurs,Chelsea,,False,0,,,,,0,,,0.0,0,0.4,0.0,11.55,0.0,Spurs,True,Southampton,,
Giovani Lo Celso,Spurs,Southampton,,True,0,,,,,0,,,0.0,0,0.4,0.0,11.0,0.0,Spurs,True,Wolverhampton,,
Giovani Lo Celso,Spurs,Wolverhampton,,True,0,,,,,0,,,0.0,0,0.4,0.0,10.5,0.0,Spurs,False,Manchester City,,
Giovani Lo Celso,Spurs,Manchester City,2022-02-19,False,0,0.0,0.1,0.0,0.54,0,1.0,2.0,0.0,0,0.2,0.02,10.04,0.0,Spurs,False,Burnley,,
Giovani Lo Celso,Spurs,Burnley,,False,0,,,,,0,,,0.0,0,0.0,0.02,9.62,0.0,Spurs,False,Leicester City,,
Giovani Lo Celso,Spurs,Leicester City,,False,0,,,,,0,,,0.0,0,0.0,0.02,9.24,0.0,Spurs,True,Everton,,
Giovani Lo Celso,Spurs,Everton,,True,0,,,,,0,,,0.0,0,0.0,0.02,8.88,0.0,Spurs,False,Manchester United,,
Giovani Lo Celso,Spurs,Manchester United,2022-03-12,False,0,0.0,0.02,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.02,8.56,0.0,Spurs,False,Brighton,,
Giovani Lo Celso,Spurs,Brighton,,False,0,,,,,0,,,0.0,0,0.0,0.0,8.25,0.0,Spurs,True,West Ham,,
Giovani Lo Celso,Spurs,West Ham,2022-03-20,True,0,0.0,0.0,0.0,0.15,0,0.0,2.0,0.0,0,0.0,0.0,7.97,0.0,Spurs,True,Newcastle United,,
Giovani Lo Celso,Spurs,Newcastle United,,True,0,,,,,0,,,0.0,0,0.0,0.0,7.7,0.0,Spurs,False,Aston Villa,,
Giovani Lo Celso,Spurs,Aston Villa,2022-04-09,False,0,0.0,0.09,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.02,7.45,0.0,Spurs,True,Brighton,,
Giovani Lo Celso,Spurs,Brighton,2022-04-16,True,0,0.0,0.07,0.0,0.0,0,1.0,0.0,0.0,0,0.0,0.03,7.22,0.0,Spurs,False,Brentford,,
Giovani Lo Celso,Spurs,Brentford,,False,0,,,,,0,,,0.0,0,0.0,0.03,7.0,0.0,Spurs,True,Leeds United,,
Giovani Lo Celso,Spurs,Leeds United,,True,0,,,,,0,,,0.0,0,0.0,0.03,6.79,0.0,Spurs,False,Liverpool,,
Giovani Lo Celso,Spurs,Liverpool,,False,0,,,,,0,,,0.0,0,0.0,0.03,6.6,0.0,Spurs,True,Arsenal,,
Giovani Lo Celso,Spurs,Arsenal,2022-05-12,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.01,6.42,0.0,Spurs,True,Burnley,,
Giovani Lo Celso,Spurs,Burnley,2022-05-15,True,0,0.0,0.08,0.0,0.51,0,1.0,1.0,0.0,0,0.0,0.02,6.24,0.0,Spurs,False,Norwich,,
Giovani Lo Celso,Spurs,Norwich,2022-05-22,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.02,6.08,,Fulham,True,Liverpool,,
