name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Harvey Vale,Chelsea,Liverpool,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Chelsea,False,Manchester City,,
Harvey Vale,Chelsea,Manchester City,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Chelsea,False,Brighton,,
Harvey Vale,Chelsea,Brighton,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Chelsea,True,Tottenham,,
Harvey Vale,Chelsea,Tottenham,2022-01-23,True,0,0.0,0.61,0.0,0.35,0,2.0,1.0,0.0,0,0.0,0.15,0.0,0.0,Chelsea,False,Crystal Palace,,
Harvey Vale,Chelsea,Crystal Palace,,False,0,,,,,0,,,0.0,0,0.0,0.12,0.0,0.0,Chelsea,False,Burnley,,
Harvey Vale,Chelsea,Burnley,2022-03-05,False,0,1.0,0.22,0.0,0.0,0,4.0,0.0,0.0,0,0.0,0.17,0.0,0.0,Chelsea,False,Norwich,,
Harvey Vale,Chelsea,Norwich,,False,0,,,,,0,,,0.0,0,0.0,0.17,0.0,0.0,Chelsea,True,Newcastle United,,
Harvey Vale,Chelsea,Newcastle United,2022-03-13,True,0,0.0,0.35,0.0,0.0,0,2.0,0.0,0.0,0,0.0,0.24,0.0,0.0,Chelsea,True,Brentford,,
Harvey Vale,Chelsea,Brentford,2022-04-02,True,0,0.0,0.36,0.0,0.02,0,6.0,1.0,0.0,0,0.0,0.19,0.0,0.0,Chelsea,False,Southampton,,
Harvey Vale,Chelsea,Southampton,,False,0,,,,,0,,,0.0,0,0.0,0.19,0.0,0.0,Chelsea,True,Arsenal,,
Harvey Vale,Chelsea,Arsenal,2022-04-20,True,0,1.0,0.17,0.0,0.0,0,2.0,0.0,0.0,0,0.0,0.18,0.0,0.0,Chelsea,True,West Ham,,
Harvey Vale,Chelsea,West Ham,,True,0,,,,,0,,,0.0,0,0.0,0.18,0.0,0.0,Chelsea,False,Manchester United,,
Harvey Vale,Chelsea,Manchester United,,False,0,,,,,0,,,0.0,0,0.0,0.11,0.0,0.0,Chelsea,False,Everton,,
Harvey Vale,Chelsea,Everton,,False,0,,,,,0,,,0.0,0,0.0,0.03,0.0,0.0,Chelsea,True,Wolverhampton,,
Harvey Vale,Chelsea,Wolverhampton,,True,0,,,,,0,,,0.0,0,0.0,0.03,0.0,0.0,Chelsea,False,Leicester City,,
Harvey Vale,Chelsea,Leicester City,2022-05-11,False,0,0.0,0.05,2.0,0.48,0,2.0,2.0,0.0,0,0.0,0.41,0.0,0.0,Chelsea,True,Leeds United,,
Harvey Vale,Chelsea,Leeds United,2022-05-19,True,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.41,0.0,0.0,Chelsea,True,Watford,,
Harvey Vale,Chelsea,Watford,2022-05-22,True,0,0.0,0.06,1.0,0.65,0,2.0,1.0,0.0,0,0.0,0.62,0.0,0.0,Chelsea,False,Southampton,,
