name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Nicolas Pépé,Arsenal,Brentford,2021-08-13,False,90,0.0,0.21,0.0,0.16,2,4.0,3.0,10.3,0,243459,2.0,0.21,90.0,2.0,Arsenal,True,Chelsea,,
Nicolas Pépé,Arsenal,Chelsea,2021-08-22,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.1,0,170310,2.0,0.11,90.0,0.0,Arsenal,False,Manchester City,,
Nicolas Pépé,Arsenal,Manchester City,,False,0,,,,,0,,,0.0,0,130423,1.33,0.07,60.0,6.0,Arsenal,True,Norwich,,
Nicolas Pépé,Arsenal,Norwich,2021-09-11,True,90,0.0,0.92,1.0,0.94,6,6.0,6.0,21.7,0,115338,2.5,0.53,67.5,3.0,Arsenal,False,Burnley,,
Nicolas Pépé,Arsenal,Burnley,2021-09-18,False,90,0.0,0.57,0.0,0.15,3,2.0,2.0,8.7,0,128512,2.6,0.54,72.0,0.0,Arsenal,True,Tottenham,,
Nicolas Pépé,Arsenal,Tottenham,,True,0,,,,,0,,,0.0,0,113336,2.2,0.5,60.0,1.0,Arsenal,False,Brighton,,
Nicolas Pépé,Arsenal,Brighton,2021-10-02,False,27,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,98171,2.0,0.5,55.29,5.0,Arsenal,True,Crystal Palace,,
Nicolas Pépé,Arsenal,Crystal Palace,2021-10-18,True,90,0.0,0.19,0.0,0.0,5,3.0,0.0,7.0,0,88868,3.0,0.54,59.62,0.0,Arsenal,True,Aston Villa,,
Nicolas Pépé,Arsenal,Aston Villa,,True,0,,,,,0,,,0.0,0,96547,1.8,0.15,53.0,1.0,Arsenal,False,Leeds United,,
Nicolas Pépé,Arsenal,Leeds United,2021-10-30,False,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,82349,1.4,0.04,48.2,0.0,Arsenal,True,Watford,,
Nicolas Pépé,Arsenal,Watford,,True,0,,,,,0,,,0.0,0,79448,1.4,0.04,43.82,0.0,Arsenal,False,Liverpool,,
Nicolas Pépé,Arsenal,Liverpool,,False,0,,,,,0,,,0.0,0,75210,1.2,0.04,40.17,0.0,Arsenal,True,Newcastle United,,
Nicolas Pépé,Arsenal,Newcastle United,,True,0,,,,,0,,,0.0,0,74158,0.2,0.0,37.08,0.0,Arsenal,False,Manchester United,,
Nicolas Pépé,Arsenal,Manchester United,,False,0,,,,,0,,,0.0,0,72599,0.2,0.0,34.43,0.0,Arsenal,False,Everton,,
Nicolas Pépé,Arsenal,Everton,,False,0,,,,,0,,,0.0,0,71013,0.0,0.0,32.13,1.0,Arsenal,True,Southampton,,
Nicolas Pépé,Arsenal,Southampton,2021-12-11,True,7,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,70153,0.2,0.0,30.56,0.0,Arsenal,True,West Ham,,
Nicolas Pépé,Arsenal,West Ham,,True,0,,,,,0,,,0.0,0,69459,0.2,0.0,28.76,0.0,Arsenal,False,Leicester City,,
Nicolas Pépé,Arsenal,Leicester City,,False,0,,,,,0,,,0.0,0,70119,0.2,0.0,27.17,4.0,Arsenal,False,Norwich,,
Nicolas Pépé,Arsenal,Norwich,2021-12-26,False,12,0.0,0.07,0.0,0.0,4,1.0,0.0,1.9,0,71094,1.0,0.01,26.37,0.0,Arsenal,True,Manchester City,,
Nicolas Pépé,Arsenal,Manchester City,,True,0,,,,,0,,,0.0,0,69652,1.0,0.01,25.05,0.0,Arsenal,True,Burnley,,
Nicolas Pépé,Arsenal,Burnley,,True,0,,,,,0,,,0.0,0,66544,0.8,0.01,23.86,0.0,Arsenal,False,Wolverhampton,,
Nicolas Pépé,Arsenal,Wolverhampton,,False,0,,,,,0,,,0.0,0,66464,0.8,0.01,22.77,1.0,Arsenal,True,Brentford,,
Nicolas Pépé,Arsenal,Brentford,2022-02-19,True,15,0.0,0.14,0.0,0.0,1,1.0,0.0,4.2,0,68945,1.0,0.04,22.43,7.0,Arsenal,True,Wolverhampton,,
Nicolas Pépé,Arsenal,Wolverhampton,2022-02-24,True,19,1.0,0.51,0.0,0.0,7,1.0,0.0,5.8,1,68945,1.6,0.13,22.29,1.0,Arsenal,False,Watford,,
