name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Bernardo Mota Veiga de Carvalho e Silva,Man City,Tottenham,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,3.0,Man City,True,Norwich,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Norwich,,True,90,,,,,3,,,3.4,0,1.5,0.0,45.0,4.0,Man City,True,Arsenal,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Arsenal,,True,57,,,,,4,,,3.1,0,2.33,0.0,49.0,10.0,Man City,False,Leeds United,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Leeds United,,False,90,,,,,10,,,17.2,2,4.25,0.0,59.25,3.0,Man City,True,Southampton,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Southampton,,True,71,,,,,3,,,2.7,0,4.0,0.0,61.6,3.0,Man City,False,Chelsea,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Chelsea,,False,90,,,,,3,,,4.0,0,4.6,0.0,66.33,1.0,Man City,False,Liverpool,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Liverpool,,False,90,,,,,1,,,3.6,0,4.2,0.0,69.71,11.0,Man City,True,Burnley,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Burnley,,True,90,,,,,11,,,14.5,3,5.6,0.0,72.25,5.0,Man City,False,Brighton,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Brighton,,False,90,,,,,5,,,11.0,0,4.6,0.0,74.22,1.0,Man City,True,Crystal Palace,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Crystal Palace,,True,90,,,,,1,,,2.6,0,4.2,0.0,75.8,8.0,Man City,False,Manchester United,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Manchester United,,False,90,,,,,8,,,10.0,1,5.2,0.0,77.09,8.0,Man City,True,Everton,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Everton,,True,90,,,,,8,,,11.8,0,6.6,0.0,78.17,2.0,Man City,True,West Ham,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,West Ham,,True,90,,,,,2,,,6.8,0,4.8,0.0,79.08,10.0,Man City,False,Aston Villa,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Aston Villa,,False,90,,,,,10,,,8.7,3,5.8,0.0,79.86,15.0,Man City,False,Watford,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Watford,,False,90,,,,,15,,,19.4,3,8.6,0.0,80.53,6.0,Man City,True,Wolverhampton,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Wolverhampton,,True,90,,,,,6,,,10.1,0,8.2,0.0,81.12,1.0,Man City,True,Leicester City,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Leicester City,,True,45,,,,,1,,,2.8,0,6.8,0.0,79.0,2.0,Man City,False,Newcastle United,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Newcastle United,,False,90,,,,,2,,,7.7,0,6.8,0.0,79.61,2.0,Man City,True,Leeds United,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Leeds United,,True,90,,,,,2,,,5.4,0,5.2,0.0,80.16,3.0,Man City,False,Brentford,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Brentford,,False,90,,,,,3,,,4.1,0,2.8,0.0,80.65,5.0,Man City,False,Arsenal,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Arsenal,,False,90,,,,,5,,,8.3,1,2.6,0.0,81.1,3.0,Man City,True,Chelsea,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Chelsea,,True,90,,,,,3,,,2.5,0,3.0,0.0,81.5,2.0,Man City,False,Southampton,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Southampton,,False,90,,,,,2,,,11.5,0,3.0,0.0,81.87,3.0,Man City,True,Brentford,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Brentford,,True,90,,,,,3,,,2.8,0,3.2,0.0,82.21,3.0,Man City,False,Norwich,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Norwich,,False,74,,,,,3,,,8.7,0,3.2,0.0,81.88,5.0,Man City,True,Tottenham,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Tottenham,,True,90,,,,,5,,,7.8,0,3.2,0.0,82.19,3.0,Man City,False,Everton,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Everton,,False,90,,,,,3,,,9.0,0,3.2,0.0,82.48,6.0,Man City,True,Manchester United,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Manchester United,,True,90,,,,,6,,,14.4,1,4.0,0.0,82.75,3.0,Man City,False,Crystal Palace,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Crystal Palace,,False,90,,,,,3,,,5.6,0,4.0,0.0,83.0,1.0,Man City,False,Burnley,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Burnley,,False,12,,,,,1,,,2.7,0,3.6,0.0,80.63,4.0,Man City,True,Liverpool,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Liverpool,,True,90,,,,,4,,,6.6,0,3.4,0.0,80.94,9.0,Man City,True,Brighton,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Brighton,,True,90,,,,,9,,,8.6,1,4.6,0.0,81.22,0.0,Man City,True,Watford,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Watford,,True,0,,,,,0,,,0.0,0,3.4,0.0,78.76,1.0,Man City,False,Leicester City,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Leicester City,,False,10,,,,,1,,,2.5,0,3.0,0.0,76.74,0.0,Man City,True,Newcastle United,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Newcastle United,,True,0,,,,,0,,,0.0,0,2.8,0.0,74.54,5.0,Man City,False,Wolverhampton,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,Wolverhampton,,False,90,,,,,5,,,5.9,0,3.0,0.0,74.97,2.0,Man City,False,West Ham,,
Bernardo Mota Veiga de Carvalho e Silva,Man City,West Ham,,False,90,,,,,2,,,7.7,0,1.6,0.0,75.38,2.0,Man City,True,Aston Villa,,
