name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Andros Townsend,Everton,Southampton,2021-08-14,True,69,0.0,0.0,1.0,0.67,5,0.0,3.0,7.1,0,0.44,5.0,1.0,69.0,1.0,Everton,False,Leicester City,,
Andros Townsend,Everton,Leicester City,2021-08-21,False,15,0.0,0.02,0.0,0.0,1,1.0,0.0,1.1,0,0.57,3.0,0.51,42.0,3.0,Everton,False,Brighton,,
Andros Townsend,Everton,Brighton,2021-08-28,False,90,0.0,0.04,0.0,0.06,3,1.0,1.0,4.5,0,0.47,3.0,0.35,58.0,12.0,Everton,True,Burnley,,
Andros Townsend,Everton,Burnley,2021-09-13,True,90,1.0,0.09,1.0,0.39,12,2.0,2.0,10.8,3,0.42,5.25,0.54,66.0,2.0,Everton,False,Aston Villa,,
Andros Townsend,Everton,Aston Villa,2021-09-18,False,90,0.0,0.06,0.0,0.16,2,2.0,4.0,9.3,0,1.21,4.6,0.44,70.8,10.0,Everton,True,Norwich,,
Andros Townsend,Everton,Norwich,2021-09-25,True,75,1.0,0.87,0.0,0.02,10,3.0,1.0,9.1,2,1.96,5.6,0.41,71.5,10.0,Everton,False,Manchester United,,
Andros Townsend,Everton,Manchester United,2021-10-02,False,90,1.0,0.76,0.0,0.16,10,4.0,2.0,11.8,3,2.68,7.4,0.56,74.14,2.0,Everton,True,West Ham,,
Andros Townsend,Everton,West Ham,2021-10-17,True,90,0.0,0.0,0.0,0.35,2,0.0,5.0,10.1,0,7.39,7.2,0.55,76.12,2.0,Everton,True,Watford,,
Andros Townsend,Everton,Watford,2021-10-23,True,90,0.0,0.1,0.0,0.0,2,2.0,0.0,3.6,0,11.14,5.2,0.36,77.67,2.0,Everton,False,Wolverhampton,,
Andros Townsend,Everton,Wolverhampton,2021-11-01,False,90,0.0,0.0,0.0,0.23,2,0.0,4.0,8.4,0,11.06,5.2,0.34,78.9,3.0,Everton,True,Tottenham,,
Andros Townsend,Everton,Tottenham,2021-11-07,True,90,0.0,0.0,0.0,0.0,3,0.0,0.0,1.7,0,9.65,3.8,0.17,79.91,2.0,Everton,False,Manchester City,,
Andros Townsend,Everton,Manchester City,2021-11-21,False,90,0.0,0.06,0.0,0.11,2,1.0,2.0,5.5,0,8.17,2.2,0.03,80.75,1.0,Everton,False,Brentford,,
Andros Townsend,Everton,Brentford,2021-11-28,False,69,0.0,0.0,0.0,0.19,1,0.0,3.0,5.4,0,7.83,2.0,0.03,79.85,1.0,Everton,True,Liverpool,,
Andros Townsend,Everton,Liverpool,2021-12-01,True,72,0.0,0.08,0.0,0.04,1,1.0,1.0,2.8,0,6.99,1.8,0.03,79.29,2.0,Everton,True,Arsenal,,
Andros Townsend,Everton,Arsenal,2021-12-06,True,65,0.0,0.0,0.0,0.07,2,0.0,1.0,2.1,0,5.98,1.8,0.03,78.33,2.0,Everton,False,Crystal Palace,,
Andros Townsend,Everton,Crystal Palace,2021-12-12,False,90,0.0,0.08,0.0,0.31,2,1.0,1.0,4.8,0,5.3,1.6,0.04,79.06,0.0,Everton,False,Chelsea,,
Andros Townsend,Everton,Chelsea,,False,0,,,,,0,,,0.0,0,4.72,1.2,0.03,74.41,0.0,Everton,True,Brighton,,
Andros Townsend,Everton,Brighton,,True,0,,,,,0,,,0.0,0,2.32,1.0,0.03,70.28,0.0,Everton,False,Norwich,,
Andros Townsend,Everton,Norwich,,False,0,,,,,0,,,0.0,0,2.22,0.8,0.02,66.58,1.0,Everton,True,Aston Villa,,
Andros Townsend,Everton,Aston Villa,2022-01-22,True,55,0.0,0.0,0.0,0.1,1,0.0,1.0,2.4,0,2.16,0.6,0.02,66.0,2.0,Everton,False,Newcastle United,,
Andros Townsend,Everton,Newcastle United,2022-02-08,False,90,0.0,0.04,0.0,0.0,2,2.0,0.0,2.9,0,2.13,0.6,0.01,67.14,0.0,Everton,True,Leicester City,,
Andros Townsend,Everton,Leicester City,,True,0,,,,,0,,,0.0,0,2.12,0.6,0.01,64.09,1.0,Everton,False,Southampton,,
Andros Townsend,Everton,Southampton,2022-02-19,False,25,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,2.05,0.8,0.01,62.39,0.0,Everton,True,Manchester City,,
Andros Townsend,Everton,Manchester City,,True,0,,,,,0,,,0.0,0,2.01,0.8,0.01,59.79,0.0,Everton,False,Tottenham,,
Andros Townsend,Everton,Tottenham,,False,0,,,,,0,,,0.0,0,1.98,0.6,0.01,57.4,1.0,Everton,True,Wolverhampton,,
Andros Townsend,Everton,Wolverhampton,2022-03-13,True,16,0.0,0.07,0.0,0.0,1,1.0,0.0,0.0,0,1.97,0.4,0.01,55.81,1.0,Everton,True,Newcastle United,,
Andros Townsend,Everton,Newcastle United,2022-03-17,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1.97,0.6,0.01,53.78,0.0,Everton,False,West Ham,,
