name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kalvin Phillips,Leeds,Manchester United,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,2.0,Leeds,True,Everton,,
Kalvin Phillips,Leeds,Everton,2021-08-21,True,90,0.0,0.02,0.0,0.09,2,1.0,2.0,5.0,0,1.0,0.01,45.0,1.0,Leeds,False,Burnley,,
Kalvin Phillips,Leeds,Burnley,2021-08-29,False,90,0.0,0.09,0.0,0.03,1,1.0,1.0,3.4,0,1.0,0.04,60.0,2.0,Leeds,True,Liverpool,,
Kalvin Phillips,Leeds,Liverpool,2021-09-12,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.7,0,1.25,0.03,67.5,2.0,Leeds,False,Newcastle United,,
Kalvin Phillips,Leeds,Newcastle United,2021-09-17,False,90,0.0,0.04,0.0,0.0,2,1.0,0.0,1.7,0,1.4,0.03,72.0,2.0,Leeds,True,West Ham,,
Kalvin Phillips,Leeds,West Ham,2021-09-25,True,90,0.0,0.03,0.0,0.0,2,2.0,0.0,0.9,0,1.8,0.03,75.0,3.0,Leeds,True,Watford,,
Kalvin Phillips,Leeds,Watford,2021-10-02,True,90,0.0,0.0,0.0,0.0,3,0.0,0.0,1.2,0,2.0,0.03,77.14,0.0,Leeds,False,Southampton,,
Kalvin Phillips,Leeds,Southampton,,False,0,,,,,0,,,0.0,0,1.8,0.01,67.5,0.0,Leeds,True,Wolverhampton,,
Kalvin Phillips,Leeds,Wolverhampton,,True,0,,,,,0,,,0.0,0,1.4,0.01,60.0,5.0,Leeds,False,Norwich,,
Kalvin Phillips,Leeds,Norwich,2021-10-31,False,90,0.0,0.0,1.0,0.04,5,0.0,2.0,4.9,0,2.0,0.21,63.0,2.0,Leeds,True,Leeds United,,
Kalvin Phillips,Leeds,Leeds United,2021-11-07,True,90,0.0,0.37,0.0,0.92,2,2.0,1.0,6.0,0,2.0,0.27,65.45,1.0,Leeds,False,Tottenham,,
Kalvin Phillips,Leeds,Tottenham,2021-11-21,False,90,0.0,0.06,0.0,0.0,1,2.0,0.0,4.4,0,1.6,0.29,67.5,1.0,Leeds,False,Brighton,,
Kalvin Phillips,Leeds,Brighton,2021-11-27,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,1.8,0.29,65.77,3.0,Leeds,True,Crystal Palace,,
Kalvin Phillips,Leeds,Crystal Palace,2021-11-30,True,90,0.0,0.06,0.0,0.04,3,2.0,1.0,4.0,0,2.4,0.3,67.5,1.0,Leeds,True,Brentford,,
Kalvin Phillips,Leeds,Brentford,2021-12-05,True,54,0.0,0.02,0.0,0.0,1,1.0,0.0,0.7,0,1.6,0.1,66.6,0.0,Leeds,False,Chelsea,,
Kalvin Phillips,Leeds,Chelsea,,False,0,,,,,0,,,0.0,0,1.2,0.03,62.44,0.0,Leeds,False,Manchester City,,
Kalvin Phillips,Leeds,Manchester City,,False,0,,,,,0,,,0.0,0,1.0,0.02,58.76,0.0,Leeds,True,Arsenal,,
Kalvin Phillips,Leeds,Arsenal,,True,0,,,,,0,,,0.0,0,0.8,0.02,55.5,0.0,Leeds,True,Burnley,,
Kalvin Phillips,Leeds,Burnley,,True,0,,,,,0,,,0.0,0,0.2,0.0,52.58,0.0,Leeds,False,West Ham,,
Kalvin Phillips,Leeds,West Ham,,False,0,,,,,0,,,0.0,0,0.0,0.0,49.95,0.0,Leeds,True,Newcastle United,,
Kalvin Phillips,Leeds,Newcastle United,,True,0,,,,,0,,,0.0,0,0.0,0.0,47.57,0.0,Leeds,False,Aston Villa,,
Kalvin Phillips,Leeds,Aston Villa,,False,0,,,,,0,,,0.0,0,0.0,0.0,45.41,0.0,Leeds,False,Everton,,
Kalvin Phillips,Leeds,Everton,,False,0,,,,,0,,,0.0,0,0.0,0.0,43.43,0.0,Leeds,True,Manchester United,,
Kalvin Phillips,Leeds,Manchester United,,True,0,,,,,0,,,0.0,0,0.0,0.0,41.62,0.0,Leeds,False,Liverpool,,
Kalvin Phillips,Leeds,Liverpool,,False,0,,,,,0,,,0.0,0,0.0,0.0,39.96,0.0,Leeds,True,Tottenham,,
Kalvin Phillips,Leeds,Tottenham,,True,0,,,,,0,,,0.0,0,0.0,0.0,38.42,0.0,Leeds,False,Leeds United,,
Kalvin Phillips,Leeds,Leeds United,,False,0,,,,,0,,,0.0,0,0.0,0.0,37.0,0.0,Leeds,True,Aston Villa,,
Kalvin Phillips,Leeds,Aston Villa,,True,0,,,,,0,,,0.0,0,0.0,0.0,35.68,0.0,Leeds,True,Norwich,,
Kalvin Phillips,Leeds,Norwich,,True,0,,,,,0,,,0.0,0,0.0,0.0,34.45,0.0,Leeds,False,Wolverhampton,,
Kalvin Phillips,Leeds,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.0,0.0,33.3,1.0,Leeds,True,Southampton,,
Kalvin Phillips,Leeds,Southampton,2022-04-02,True,24,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0.2,0.0,33.0,1.0,Leeds,False,Watford,,
Kalvin Phillips,Leeds,Watford,2022-04-09,False,31,0.0,0.03,0.0,0.0,1,1.0,0.0,1.6,0,0.4,0.01,32.94,3.0,Leeds,False,Crystal Palace,,
Kalvin Phillips,Leeds,Crystal Palace,2022-04-25,False,90,0.0,0.0,0.0,0.0,3,0.0,0.0,1.3,0,1.0,0.01,34.67,2.0,Leeds,True,Manchester City,,
Kalvin Phillips,Leeds,Manchester City,2022-04-30,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.3,0,1.4,0.01,36.29,2.0,Leeds,False,Arsenal,,
Kalvin Phillips,Leeds,Arsenal,2022-05-08,False,90,0.0,0.02,0.0,0.0,2,1.0,0.0,2.5,0,1.8,0.01,37.83,1.0,Leeds,True,Chelsea,,
Kalvin Phillips,Leeds,Chelsea,2022-05-11,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,1.8,0.01,39.28,2.0,Leeds,True,Brighton,,
Kalvin Phillips,Leeds,Brighton,2022-05-15,True,90,0.0,0.03,0.0,0.03,2,1.0,1.0,3.4,0,2.0,0.01,40.65,2.0,Leeds,False,Brentford,,
Kalvin Phillips,Leeds,Brentford,2022-05-22,False,90,0.0,0.0,0.0,0.02,2,0.0,1.0,0.0,1,1.8,0.01,41.95,1.0,Man City,False,West Ham,,
