name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Anthony Gordon,Everton,Southampton,2021-08-14,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,1.0,0.0,1.0,0.0,Everton,False,Leicester City,,
Anthony Gordon,Everton,Leicester City,,False,0,,,,,0,,,0.0,0,0.5,0.0,0.5,0.0,Everton,False,Brighton,,
Anthony Gordon,Everton,Brighton,,False,0,,,,,0,,,0.0,0,0.33,0.0,0.33,0.0,Everton,True,Burnley,,
Anthony Gordon,Everton,Burnley,,True,0,,,,,0,,,0.0,0,0.25,0.0,0.25,1.0,Everton,False,Aston Villa,,
Anthony Gordon,Everton,Aston Villa,2021-09-18,False,18,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0.4,0.0,3.8,0.0,Everton,True,Norwich,,
Anthony Gordon,Everton,Norwich,2021-09-25,True,14,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.2,0.0,5.5,2.0,Everton,False,Manchester United,,
Anthony Gordon,Everton,Manchester United,2021-10-02,False,71,0.0,0.0,0.0,0.19,2,0.0,2.0,4.1,0,0.6,0.0,14.86,1.0,Everton,True,West Ham,,
Anthony Gordon,Everton,West Ham,2021-10-17,True,11,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0.8,0.0,14.38,1.0,Everton,True,Watford,,
Anthony Gordon,Everton,Watford,2021-10-23,True,59,0.0,0.33,0.0,0.13,1,3.0,2.0,7.3,0,1.0,0.07,19.33,1.0,Everton,False,Wolverhampton,,
Anthony Gordon,Everton,Wolverhampton,2021-11-01,False,12,0.0,0.05,0.0,0.0,1,1.0,0.0,4.7,0,1.0,0.08,18.6,3.0,Everton,True,Tottenham,,
Anthony Gordon,Everton,Tottenham,2021-11-07,True,90,0.0,0.08,0.0,0.12,3,2.0,1.0,5.0,0,1.6,0.09,25.09,2.0,Everton,False,Manchester City,,
Anthony Gordon,Everton,Manchester City,2021-11-21,False,90,0.0,0.07,0.0,0.0,2,1.0,0.0,3.9,0,1.6,0.1,30.5,2.0,Everton,False,Brentford,,
Anthony Gordon,Everton,Brentford,2021-11-28,False,90,0.0,0.05,0.0,0.0,2,1.0,0.0,4.4,0,1.8,0.12,35.08,1.0,Everton,True,Liverpool,,
Anthony Gordon,Everton,Liverpool,2021-12-01,True,31,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,1.8,0.05,34.79,2.0,Everton,True,Arsenal,,
Anthony Gordon,Everton,Arsenal,2021-12-06,True,86,0.0,0.08,0.0,0.0,2,1.0,0.0,2.9,0,2.0,0.05,38.2,1.0,Everton,False,Crystal Palace,,
Anthony Gordon,Everton,Crystal Palace,2021-12-12,False,32,0.0,0.31,0.0,0.0,1,1.0,0.0,2.1,0,1.6,0.1,37.81,5.0,Everton,False,Chelsea,,
Anthony Gordon,Everton,Chelsea,2021-12-16,False,90,0.0,0.01,1.0,0.56,5,1.0,1.0,5.6,0,2.2,0.29,40.88,14.0,Everton,True,Brighton,,
Anthony Gordon,Everton,Brighton,2022-01-02,True,90,2.0,0.28,0.0,0.03,14,5.0,1.0,14.8,2,4.6,0.34,43.61,2.0,Everton,False,Norwich,,
Anthony Gordon,Everton,Norwich,2022-01-15,False,90,0.0,0.11,0.0,0.04,2,1.0,1.0,4.7,0,4.8,0.36,46.05,1.0,Everton,True,Aston Villa,,
Anthony Gordon,Everton,Aston Villa,2022-01-22,True,34,0.0,0.05,0.0,0.66,1,1.0,4.0,8.2,0,4.6,0.35,45.45,2.0,Everton,False,Newcastle United,,
Anthony Gordon,Everton,Newcastle United,2022-02-08,False,90,0.0,0.05,0.0,0.04,2,2.0,1.0,5.0,0,4.8,0.3,47.57,14.0,Everton,True,Leicester City,,
Anthony Gordon,Everton,Leicester City,2022-02-12,True,80,1.0,0.54,1.0,0.09,14,5.0,2.0,17.2,3,6.6,0.41,49.05,2.0,Everton,False,Southampton,,
Anthony Gordon,Everton,Southampton,2022-02-19,False,74,0.0,0.0,0.0,0.02,2,0.0,1.0,3.2,0,4.2,0.35,50.13,3.0,Everton,True,Manchester City,,
Anthony Gordon,Everton,Manchester City,2022-02-26,True,76,0.0,0.15,0.0,0.0,3,3.0,0.0,1.6,0,4.4,0.36,51.21,2.0,Everton,False,Tottenham,,
Anthony Gordon,Everton,Tottenham,2022-03-07,False,90,0.0,0.04,0.0,0.06,2,1.0,2.0,6.1,0,4.6,0.36,52.76,2.0,Everton,True,Wolverhampton,,
Anthony Gordon,Everton,Wolverhampton,2022-03-13,True,90,0.0,0.0,0.0,0.09,2,0.0,2.0,3.0,0,4.6,0.35,54.19,2.0,Everton,True,Newcastle United,,
Anthony Gordon,Everton,Newcastle United,2022-03-17,True,90,0.0,0.11,0.0,0.04,2,2.0,1.0,4.5,0,2.2,0.06,55.52,1.0,Everton,False,West Ham,,
Anthony Gordon,Everton,West Ham,2022-04-03,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,2.0,0.06,53.96,5.0,Everton,False,Burnley,,
Anthony Gordon,Everton,Burnley,2022-04-06,False,72,0.0,0.18,0.0,0.11,5,3.0,2.0,9.4,0,2.4,0.07,54.59,10.0,Everton,True,Manchester United,,
