name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Callum Hudson-Odoi,Chelsea,Crystal Palace,,True,0,,,,,0,,,0.0,0,0.13,0.0,0.0,0.0,0.0,Chelsea,False,Arsenal,,
Callum Hudson-Odoi,Chelsea,Arsenal,,False,0,,,,,0,,,0.0,0,0.13,0.0,0.0,0.0,0.0,Chelsea,False,Liverpool,,
Callum Hudson-Odoi,Chelsea,Liverpool,,False,0,,,,,0,,,0.0,0,0.1,0.0,0.0,0.0,3.0,Chelsea,True,Aston Villa,,
Callum Hudson-Odoi,Chelsea,Aston Villa,2021-09-11,True,81,0.0,0.05,0.0,0.02,3,1.0,1.0,3.6,0,0.09,0.75,0.01,20.25,0.0,Chelsea,False,Tottenham,,
Callum Hudson-Odoi,Chelsea,Tottenham,,False,0,,,,,0,,,0.0,0,0.1,0.6,0.01,16.2,0.0,Chelsea,True,Manchester City,,
Callum Hudson-Odoi,Chelsea,Manchester City,,True,0,,,,,0,,,0.0,0,0.09,0.6,0.01,13.5,2.0,Chelsea,True,Southampton,,
Callum Hudson-Odoi,Chelsea,Southampton,2021-10-02,True,64,0.0,0.1,0.0,0.07,2,1.0,1.0,3.7,0,0.09,1.0,0.03,20.71,0.0,Chelsea,False,Brentford,,
Callum Hudson-Odoi,Chelsea,Brentford,,False,0,,,,,0,,,0.0,0,0.09,1.0,0.03,18.12,11.0,Chelsea,True,Norwich,,
Callum Hudson-Odoi,Chelsea,Norwich,2021-10-23,True,69,1.0,0.33,0.0,0.12,11,1.0,1.0,7.5,0,0.13,2.6,0.09,23.78,3.0,Chelsea,False,Newcastle United,,
Callum Hudson-Odoi,Chelsea,Newcastle United,2021-10-30,False,87,0.0,0.0,0.0,0.11,3,0.0,3.0,6.4,0,0.41,3.2,0.09,30.1,2.0,Chelsea,True,Burnley,,
Callum Hudson-Odoi,Chelsea,Burnley,2021-11-06,True,84,0.0,0.45,0.0,1.49,2,3.0,5.0,12.8,0,0.55,3.6,0.18,35.0,3.0,Chelsea,False,Leeds United,,
Callum Hudson-Odoi,Chelsea,Leeds United,2021-11-20,False,90,0.0,0.19,0.0,0.08,3,2.0,1.0,5.4,0,0.58,3.8,0.2,39.58,2.0,Chelsea,True,Manchester United,,
Callum Hudson-Odoi,Chelsea,Manchester United,2021-11-28,True,77,0.0,0.42,0.0,0.21,2,2.0,4.0,11.4,0,0.69,4.2,0.28,42.46,0.0,Chelsea,False,Watford,,
Callum Hudson-Odoi,Chelsea,Watford,,False,0,,,,,0,,,0.0,0,0.88,2.0,0.21,39.43,1.0,Chelsea,False,West Ham,,
Callum Hudson-Odoi,Chelsea,West Ham,2021-12-04,False,26,0.0,0.0,0.0,0.13,1,0.0,2.0,3.9,0,0.78,1.6,0.21,38.53,1.0,Chelsea,True,Leicester City,,
Callum Hudson-Odoi,Chelsea,Leicester City,2021-12-11,True,16,0.0,0.0,0.0,0.11,1,0.0,1.0,1.4,0,0.65,1.4,0.12,37.12,0.0,Chelsea,True,Everton,,
Callum Hudson-Odoi,Chelsea,Everton,,True,0,,,,,0,,,0.0,0,0.51,0.8,0.08,34.94,0.0,Chelsea,False,Wolverhampton,,
Callum Hudson-Odoi,Chelsea,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.36,0.4,0.0,33.0,9.0,Chelsea,False,Aston Villa,,
Callum Hudson-Odoi,Chelsea,Aston Villa,2021-12-26,False,90,0.0,0.68,1.0,0.12,9,3.0,1.0,8.7,1,0.29,2.2,0.34,36.0,2.0,Chelsea,True,Brighton,,
Callum Hudson-Odoi,Chelsea,Brighton,2021-12-29,True,66,0.0,0.11,0.0,0.0,2,2.0,0.0,4.1,0,0.43,2.4,0.36,37.5,1.0,Chelsea,True,Liverpool,,
Callum Hudson-Odoi,Chelsea,Liverpool,2022-01-02,True,11,0.0,0.0,0.0,0.02,1,0.0,1.0,1.6,0,0.34,2.4,0.36,36.24,1.0,Chelsea,False,Manchester City,,
Callum Hudson-Odoi,Chelsea,Manchester City,2022-01-15,False,21,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0.35,2.6,0.36,35.55,2.0,Chelsea,False,Brighton,,
Callum Hudson-Odoi,Chelsea,Brighton,2022-01-18,False,90,0.0,0.15,0.0,0.05,2,2.0,2.0,6.4,0,0.35,3.0,0.39,37.91,6.0,Chelsea,True,Tottenham,,
Callum Hudson-Odoi,Chelsea,Tottenham,2022-01-23,True,86,0.0,0.29,1.0,0.09,6,1.0,2.0,5.6,0,0.31,2.4,0.31,39.92,0.0,Chelsea,False,Crystal Palace,,
