name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Pedro Lomba Neto,Wolves,Leeds United,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Tottenham,,
Pedro Lomba Neto,Wolves,Tottenham,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Manchester United,,
Pedro Lomba Neto,Wolves,Manchester United,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Watford,,
Pedro Lomba Neto,Wolves,Watford,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Brentford,,
Pedro Lomba Neto,Wolves,Brentford,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Southampton,,
Pedro Lomba Neto,Wolves,Southampton,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Newcastle United,,
Pedro Lomba Neto,Wolves,Newcastle United,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Aston Villa,,
Pedro Lomba Neto,Wolves,Aston Villa,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Leicester City,,
Pedro Lomba Neto,Wolves,Leicester City,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Everton,,
Pedro Lomba Neto,Wolves,Everton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Crystal Palace,,
Pedro Lomba Neto,Wolves,Crystal Palace,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,West Ham,,
Pedro Lomba Neto,Wolves,West Ham,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Norwich,,
Pedro Lomba Neto,Wolves,Norwich,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Burnley,,
Pedro Lomba Neto,Wolves,Burnley,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Liverpool,,
Pedro Lomba Neto,Wolves,Liverpool,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Manchester City,,
Pedro Lomba Neto,Wolves,Manchester City,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Brighton,,
Pedro Lomba Neto,Wolves,Brighton,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Chelsea,,
Pedro Lomba Neto,Wolves,Chelsea,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Manchester United,,
Pedro Lomba Neto,Wolves,Manchester United,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Southampton,,
Pedro Lomba Neto,Wolves,Southampton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Brentford,,
Pedro Lomba Neto,Wolves,Brentford,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,True,Arsenal,,
Pedro Lomba Neto,Wolves,Arsenal,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Wolves,False,Tottenham,,
Pedro Lomba Neto,Wolves,Tottenham,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,1.0,Wolves,True,Leeds United,,
Pedro Lomba Neto,Wolves,Leeds United,2022-02-20,True,9,0.0,0.02,0.0,0.0,1,1.0,0.0,0.2,0,0.2,0.0,0.38,1.0,Wolves,False,Arsenal,,
Pedro Lomba Neto,Wolves,Arsenal,2022-02-24,False,15,0.0,0.08,0.0,0.0,1,1.0,0.0,0.3,0,0.4,0.02,0.96,1.0,Wolves,False,West Ham,,
Pedro Lomba Neto,Wolves,West Ham,2022-02-27,False,14,0.0,0.04,0.0,0.02,1,1.0,1.0,3.5,0,0.6,0.03,1.46,2.0,Wolves,True,Crystal Palace,,
Pedro Lomba Neto,Wolves,Crystal Palace,2022-03-05,True,62,0.0,0.0,0.0,0.07,2,0.0,3.0,5.1,0,1.0,0.03,3.7,1.0,Wolves,True,Watford,,
Pedro Lomba Neto,Wolves,Watford,2022-03-10,True,29,0.0,0.05,0.0,0.57,1,2.0,1.0,5.0,0,1.2,0.04,4.61,0.0,Wolves,False,Everton,,
Pedro Lomba Neto,Wolves,Everton,,False,0,,,,,0,,,0.0,0,1.0,0.04,4.45,0.0,Wolves,True,Leicester City,,
Pedro Lomba Neto,Wolves,Leicester City,,True,0,,,,,0,,,0.0,0,0.8,0.02,4.3,0.0,Wolves,True,Aston Villa,,
Pedro Lomba Neto,Wolves,Aston Villa,2022-04-02,True,15,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0,0.6,0.01,4.65,1.0,Wolves,False,Newcastle United,,
Pedro Lomba Neto,Wolves,Newcastle United,2022-04-08,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0.4,0.01,4.88,0.0,Wolves,False,Burnley,,
Pedro Lomba Neto,Wolves,Burnley,2022-04-24,False,23,0.0,0.06,0.0,0.0,0,1.0,0.0,2.5,0,0.2,0.01,5.42,1.0,Wolves,True,Brighton,,
Pedro Lomba Neto,Wolves,Brighton,2022-04-30,True,45,0.0,0.18,0.0,0.04,1,3.0,1.0,5.8,0,0.4,0.05,6.59,1.0,Wolves,False,Chelsea,,
Pedro Lomba Neto,Wolves,Chelsea,2022-05-07,False,69,0.0,0.1,0.0,0.41,1,1.0,2.0,6.0,0,0.6,0.07,8.37,5.0,Wolves,True,Manchester City,,
Pedro Lomba Neto,Wolves,Manchester City,2022-05-11,True,71,0.0,0.06,1.0,0.24,5,1.0,3.0,8.4,0,1.6,0.28,10.11,2.0,Wolves,True,Norwich,,
Pedro Lomba Neto,Wolves,Norwich,2022-05-15,True,74,0.0,0.56,0.0,0.02,2,5.0,1.0,8.2,0,1.8,0.39,11.84,6.0,Wolves,False,Liverpool,,
Pedro Lomba Neto,Wolves,Liverpool,2022-05-22,False,21,1.0,0.47,0.0,0.14,6,1.0,1.0,0.0,0,3.0,0.48,12.08,2.0,Wolves,False,Leicester City,,
