name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Alexis Mac Allister,Brighton,Burnley,2021-08-14,False,14,1.0,0.34,0.0,0.0,9,1.0,0.0,5.6,3,9.0,0.34,14.0,3.0,Brighton,True,Watford,,
Alexis Mac Allister,Brighton,Watford,2021-08-21,True,90,0.0,0.6,0.0,0.11,3,3.0,3.0,9.1,0,6.0,0.47,52.0,1.0,Brighton,True,Everton,,
Alexis Mac Allister,Brighton,Everton,2021-08-28,True,45,0.0,0.05,0.0,0.0,1,1.0,0.0,2.2,0,4.33,0.33,49.67,4.0,Brighton,False,Brentford,,
Alexis Mac Allister,Brighton,Brentford,2021-09-11,False,26,0.0,0.03,1.0,0.09,4,1.0,1.0,4.7,0,4.25,0.5,43.75,0.0,Brighton,True,Leeds United,,
Alexis Mac Allister,Brighton,Leeds United,,True,0,,,,,0,,,0.0,0,3.4,0.4,35.0,0.0,Brighton,False,Crystal Palace,,
Alexis Mac Allister,Brighton,Crystal Palace,,False,0,,,,,0,,,0.0,0,1.6,0.34,29.17,1.0,Brighton,True,Arsenal,,
Alexis Mac Allister,Brighton,Arsenal,2021-10-02,True,12,0.0,0.01,0.0,0.0,1,1.0,0.0,1.4,0,1.2,0.22,26.71,1.0,Brighton,False,Norwich,,
Alexis Mac Allister,Brighton,Norwich,2021-10-16,False,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,1.2,0.21,24.12,6.0,Brighton,True,Manchester City,,
Alexis Mac Allister,Brighton,Manchester City,2021-10-23,True,18,1.0,0.76,0.0,0.0,6,1.0,0.0,5.2,0,1.6,0.16,23.44,1.0,Brighton,False,Liverpool,,
Alexis Mac Allister,Brighton,Liverpool,2021-10-30,False,30,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,1.8,0.16,24.1,1.0,Brighton,True,Newcastle United,,
Alexis Mac Allister,Brighton,Newcastle United,2021-11-06,True,45,0.0,0.02,0.0,0.0,1,1.0,0.0,1.8,0,2.0,0.16,26.0,0.0,Brighton,False,Aston Villa,,
Alexis Mac Allister,Brighton,Aston Villa,2021-11-20,False,1,0.0,0.05,0.0,0.0,0,1.0,0.0,0.9,0,1.8,0.17,23.92,0.0,Brighton,True,Leicester City,,
Alexis Mac Allister,Brighton,Leicester City,,True,0,,,,,0,,,0.0,0,1.6,0.17,22.08,0.0,Brighton,False,West Ham,,
Alexis Mac Allister,Brighton,West Ham,,False,0,,,,,0,,,0.0,0,0.4,0.01,20.5,0.0,Brighton,False,Southampton,,
