name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Dale Stephens,Burnley,Brighton,,True,0,,,,,0,,,0.0,0,0.02,0.0,0.0,0.0,0.0,Burnley,False,Liverpool,,
Dale Stephens,Burnley,Liverpool,,False,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,True,Leicester City,,
Dale Stephens,Burnley,Leicester City,,True,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,False,Everton,,
Dale Stephens,Burnley,Everton,,False,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,True,Arsenal,,
Dale Stephens,Burnley,Arsenal,,True,0,,,,,0,,,0.0,0,0.02,0.0,0.0,0.0,0.0,Burnley,False,Leeds United,,
Dale Stephens,Burnley,Leeds United,,False,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,True,Norwich,,
Dale Stephens,Burnley,Norwich,,True,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,False,Manchester City,,
Dale Stephens,Burnley,Manchester City,,False,0,,,,,0,,,0.0,0,0.02,0.0,0.0,0.0,0.0,Burnley,False,Southampton,,
Dale Stephens,Burnley,Southampton,,False,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,True,Brentford,,
Dale Stephens,Burnley,Brentford,,True,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,False,Chelsea,,
Dale Stephens,Burnley,Chelsea,,False,0,,,,,0,,,0.0,0,0.02,0.0,0.0,0.0,0.0,Burnley,True,Crystal Palace,,
Dale Stephens,Burnley,Crystal Palace,,True,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,False,Wolverhampton,,
Dale Stephens,Burnley,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,0.0,Burnley,False,Newcastle United,,
Dale Stephens,Burnley,Newcastle United,,False,0,,,,,0,,,0.0,0,0.02,0.0,0.0,0.0,0.0,Burnley,True,West Ham,,
Dale Stephens,Burnley,West Ham,,True,0,,,,,0,,,0.0,0,0.01,0.0,0.0,0.0,1.0,Burnley,False,Manchester United,,
Dale Stephens,Burnley,Manchester United,2021-12-30,False,32,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0.01,0.2,0.0,2.0,0.0,Burnley,False,Leicester City,,
Dale Stephens,Burnley,Leicester City,,False,0,,,,,0,,,0.0,0,0.01,0.2,0.0,1.88,0.0,Burnley,False,Arsenal,,
Dale Stephens,Burnley,Arsenal,,False,0,,,,,0,,,0.0,0,0.02,0.2,0.0,1.78,2.0,Burnley,True,Watford,,
Dale Stephens,Burnley,Watford,2022-02-05,True,90,0.0,0.04,0.0,0.02,2,1.0,1.0,2.2,0,0.02,0.6,0.01,6.42,0.0,Burnley,True,Manchester United,,
Dale Stephens,Burnley,Manchester United,,True,0,,,,,0,,,0.0,0,0.02,0.6,0.01,6.1,0.0,Burnley,True,Liverpool,,
Dale Stephens,Burnley,Liverpool,,True,0,,,,,0,,,0.0,0,0.02,0.4,0.01,5.81,0.0,Burnley,False,Brighton,,
Dale Stephens,Burnley,Brighton,,False,0,,,,,0,,,0.0,0,0.02,0.4,0.01,5.55,0.0,Burnley,True,Tottenham,,
Dale Stephens,Burnley,Tottenham,,True,0,,,,,0,,,0.0,0,0.02,0.4,0.01,5.3,0.0,Burnley,False,Crystal Palace,,
Dale Stephens,Burnley,Crystal Palace,,False,0,,,,,0,,,0.0,0,0.02,0.0,0.0,5.08,0.0,Burnley,True,Leeds United,,
Dale Stephens,Burnley,Leeds United,,True,0,,,,,0,,,0.0,0,0.02,0.0,0.0,4.88,0.0,Burnley,True,Chelsea,,
Dale Stephens,Burnley,Chelsea,,True,0,,,,,0,,,0.0,0,0.02,0.0,0.0,4.69,0.0,Burnley,False,Brentford,,
Dale Stephens,Burnley,Brentford,,False,0,,,,,0,,,0.0,0,0.02,0.0,0.0,4.52,0.0,Burnley,True,Manchester City,,
Dale Stephens,Burnley,Manchester City,,True,0,,,,,0,,,0.0,0,0.02,0.0,0.0,4.36,0.0,Burnley,True,Everton,,
Dale Stephens,Burnley,Everton,,True,0,,,,,0,,,0.0,0,0.02,0.0,0.0,4.21,0.0,Burnley,False,Norwich,,
Dale Stephens,Burnley,Norwich,,False,0,,,,,0,,,0.0,0,0.02,0.0,0.0,4.07,0.0,Burnley,False,West Ham,,
Dale Stephens,Burnley,West Ham,,False,0,,,,,0,,,0.0,0,0.02,0.0,0.0,3.94,0.0,Burnley,True,Southampton,,
