name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Scott Banks,Crystal Palace,Chelsea,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Brentford,,
Scott Banks,Crystal Palace,Brentford,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,West Ham,,
Scott Banks,Crystal Palace,West Ham,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Tottenham,,
Scott Banks,Crystal Palace,Tottenham,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Liverpool,,
Scott Banks,Crystal Palace,Liverpool,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Brighton,,
Scott Banks,Crystal Palace,Brighton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Leeds United,,
Scott Banks,Crystal Palace,Leeds United,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Arsenal,,
Scott Banks,Crystal Palace,Arsenal,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Newcastle United,,
Scott Banks,Crystal Palace,Newcastle United,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Manchester City,,
Scott Banks,Crystal Palace,Manchester City,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Wolverhampton,,
Scott Banks,Crystal Palace,Wolverhampton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Burnley,,
Scott Banks,Crystal Palace,Burnley,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Aston Villa,,
Scott Banks,Crystal Palace,Aston Villa,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Leicester City,,
Scott Banks,Crystal Palace,Leicester City,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Manchester United,,
Scott Banks,Crystal Palace,Manchester United,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Everton,,
Scott Banks,Crystal Palace,Everton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Southampton,,
Scott Banks,Crystal Palace,Southampton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Tottenham,,
Scott Banks,Crystal Palace,Tottenham,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Norwich,,
Scott Banks,Crystal Palace,Norwich,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,West Ham,,
Scott Banks,Crystal Palace,West Ham,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Brighton,,
Scott Banks,Crystal Palace,Brighton,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Liverpool,,
Scott Banks,Crystal Palace,Liverpool,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Norwich,,
Scott Banks,Crystal Palace,Norwich,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Brentford,,
Scott Banks,Crystal Palace,Brentford,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Chelsea,,
Scott Banks,Crystal Palace,Chelsea,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Watford,,
Scott Banks,Crystal Palace,Watford,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Burnley,,
Scott Banks,Crystal Palace,Burnley,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Wolverhampton,,
Scott Banks,Crystal Palace,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Manchester City,,
Scott Banks,Crystal Palace,Manchester City,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Arsenal,,
Scott Banks,Crystal Palace,Arsenal,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Leeds United,,
Scott Banks,Crystal Palace,Leeds United,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,False,Newcastle United,,
Scott Banks,Crystal Palace,Newcastle United,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,Crystal Palace,True,Leicester City,,
