name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Liam Gibbs,Norwich,West Ham,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,Norwich,True,Everton,,
Liam Gibbs,Norwich,Everton,,True,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,Norwich,False,Watford,,
Liam Gibbs,Norwich,Watford,,False,0,,,,,0,,,0.0,0,0.0,0.0,0.0,0.0,0.0,Norwich,True,Crystal Palace,,
Liam Gibbs,Norwich,Crystal Palace,,True,0,,,,,0,,,0.0,0,0.1,0.0,0.0,0.0,0.0,Norwich,True,Manchester City,,
Liam Gibbs,Norwich,Manchester City,,True,0,,,,,0,,,0.0,0,0.08,0.0,0.0,0.0,0.0,Norwich,False,Liverpool,,
Liam Gibbs,Norwich,Liverpool,,False,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,False,Southampton,,
Liam Gibbs,Norwich,Southampton,,False,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,True,Brentford,,
Liam Gibbs,Norwich,Brentford,,True,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,True,Chelsea,,
Liam Gibbs,Norwich,Chelsea,,True,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,False,Leicester City,,
Liam Gibbs,Norwich,Leicester City,,False,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,False,Brighton,,
Liam Gibbs,Norwich,Brighton,,False,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,True,Burnley,,
Liam Gibbs,Norwich,Burnley,,True,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,False,Manchester United,,
Liam Gibbs,Norwich,Manchester United,,False,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,True,Newcastle United,,
Liam Gibbs,Norwich,Newcastle United,,True,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,False,Aston Villa,,
Liam Gibbs,Norwich,Aston Villa,,False,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,True,West Ham,,
Liam Gibbs,Norwich,West Ham,,True,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,False,Leeds United,,
Liam Gibbs,Norwich,Leeds United,,False,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,False,Wolverhampton,,
Liam Gibbs,Norwich,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,0.0,Norwich,True,Tottenham,,
Liam Gibbs,Norwich,Tottenham,,True,0,,,,,0,,,0.0,0,0.07,0.0,0.0,0.0,,Everton,True,Chelsea,,
