name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jonjo Shelvey,Newcastle,West Ham,2021-08-15,True,69,0.0,0.0,0.0,0.13,1,0.0,1.0,1.8,0,0.09,1.0,0.0,69.0,0.0,Newcastle,False,Aston Villa,,
Jonjo Shelvey,Newcastle,Aston Villa,,False,0,,,,,0,,,0.0,0,0.09,0.5,0.0,34.5,0.0,Newcastle,True,Southampton,,
Jonjo Shelvey,Newcastle,Southampton,,True,0,,,,,0,,,0.0,0,0.06,0.33,0.0,23.0,0.0,Newcastle,False,Manchester United,,
Jonjo Shelvey,Newcastle,Manchester United,,False,0,,,,,0,,,0.0,0,0.05,0.25,0.0,17.25,0.0,Newcastle,True,Leicester City,,
Jonjo Shelvey,Newcastle,Leicester City,,True,0,,,,,0,,,0.0,0,0.04,0.2,0.0,13.8,0.0,Newcastle,False,Watford,,
Jonjo Shelvey,Newcastle,Watford,,False,0,,,,,0,,,0.0,0,0.04,0.0,0.0,11.5,0.0,Newcastle,False,Wolverhampton,,
Jonjo Shelvey,Newcastle,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.04,0.0,0.0,9.86,-2.0,Newcastle,True,Tottenham,,
Jonjo Shelvey,Newcastle,Tottenham,2021-10-17,True,22,0.0,0.0,0.0,0.0,-2,0.0,0.0,0.0,0,0.04,-0.4,0.0,11.38,0.0,Newcastle,False,Crystal Palace,,
Jonjo Shelvey,Newcastle,Crystal Palace,,False,0,,,,,0,,,0.0,0,0.04,-0.4,0.0,10.11,1.0,Newcastle,True,Chelsea,,
Jonjo Shelvey,Newcastle,Chelsea,2021-10-30,True,9,0.0,0.0,0.0,0.03,1,0.0,1.0,1.3,0,0.04,-0.2,0.0,10.0,1.0,Newcastle,False,Brighton,,
Jonjo Shelvey,Newcastle,Brighton,2021-11-06,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0.04,0.0,0.0,17.27,2.0,Newcastle,True,Brentford,,
Jonjo Shelvey,Newcastle,Brentford,2021-11-20,True,90,0.0,0.02,0.0,0.13,2,1.0,5.0,8.6,0,0.04,0.4,0.0,23.33,2.0,Newcastle,False,Arsenal,,
Jonjo Shelvey,Newcastle,Arsenal,2021-11-27,False,87,0.0,0.1,0.0,0.0,2,5.0,0.0,5.5,0,0.04,1.2,0.02,28.23,2.0,Newcastle,True,Norwich,,
Jonjo Shelvey,Newcastle,Norwich,2021-11-30,True,90,0.0,0.02,0.0,0.05,2,1.0,1.0,2.6,0,0.06,1.6,0.03,32.64,3.0,Newcastle,True,Burnley,,
Jonjo Shelvey,Newcastle,Burnley,2021-12-04,True,90,0.0,0.05,0.0,0.05,3,2.0,3.0,6.4,0,0.06,2.0,0.04,36.47,2.0,Newcastle,False,Leeds United,,
Jonjo Shelvey,Newcastle,Leeds United,2021-12-12,False,84,0.0,0.03,0.0,0.0,2,1.0,0.0,3.0,0,0.06,2.2,0.04,39.44,10.0,Newcastle,False,Liverpool,,
Jonjo Shelvey,Newcastle,Liverpool,2021-12-16,False,90,1.0,0.08,0.0,0.0,10,2.0,0.0,4.5,3,0.06,3.8,0.05,42.41,0.0,Newcastle,True,Manchester City,,
Jonjo Shelvey,Newcastle,Manchester City,,True,0,,,,,0,,,0.0,0,0.09,3.4,0.03,40.06,2.0,Newcastle,True,Manchester United,,
Jonjo Shelvey,Newcastle,Manchester United,2021-12-27,True,90,0.0,0.02,0.0,0.0,2,2.0,0.0,2.9,0,0.06,3.4,0.04,42.68,1.0,Newcastle,True,Watford,,
Jonjo Shelvey,Newcastle,Watford,2022-01-15,True,90,0.0,0.03,0.0,0.0,1,2.0,0.0,0.6,0,0.08,3.0,0.03,45.05,11.0,Newcastle,False,Leicester City,,
