name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Raphael Dias Belloli,Leeds,Manchester United,2021-08-14,False,90,0.0,0.06,0.0,0.0,1,1.0,0.0,4.7,0,1238151,1.0,0.06,90.0,7.0,Leeds,True,Everton,,
Raphael Dias Belloli,Leeds,Everton,,True,90,,,,,7,,,11.2,0,1196087,4.0,0.03,90.0,2.0,Leeds,False,Burnley,,
Raphael Dias Belloli,Leeds,Burnley,,False,90,,,,,2,,,6.8,0,1350393,3.33,0.02,90.0,2.0,Leeds,True,Liverpool,,
Raphael Dias Belloli,Leeds,Liverpool,,True,90,,,,,2,,,5.5,0,1187293,3.0,0.01,90.0,8.0,Leeds,False,Newcastle United,,
Raphael Dias Belloli,Leeds,Newcastle United,,False,66,,,,,8,,,14.3,1,1332358,4.0,0.01,85.2,8.0,Leeds,True,West Ham,,
Raphael Dias Belloli,Leeds,West Ham,,True,68,,,,,8,,,10.5,2,1138035,5.4,0.0,82.33,3.0,Leeds,True,Watford,,
Raphael Dias Belloli,Leeds,Watford,2021-10-02,True,90,0.0,0.0,0.0,0.09,3,0.0,1.0,3.9,0,1601986,4.6,0.0,83.43,0.0,Leeds,False,Southampton,,
Raphael Dias Belloli,Leeds,Southampton,2021-10-16,False,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1631345,4.2,0.0,73.0,1.0,Leeds,True,Wolverhampton,,
Raphael Dias Belloli,Leeds,Wolverhampton,2021-10-23,True,53,0.0,0.04,1.0,0.11,1,2.0,1.0,5.9,0,1826365,4.0,0.21,70.78,9.0,Leeds,False,Norwich,,
Raphael Dias Belloli,Leeds,Norwich,,False,90,,,,,9,,,15.3,2,1553886,4.2,0.21,72.7,9.0,Leeds,True,Leeds United,,
Raphael Dias Belloli,Leeds,Leeds United,,True,90,,,,,9,,,11.8,3,1623028,4.4,0.21,74.27,0.0,Leeds,False,Tottenham,,
Raphael Dias Belloli,Leeds,Tottenham,,False,0,,,,,0,,,0.0,0,1725277,3.8,0.21,68.08,3.0,Leeds,False,Brighton,,
Raphael Dias Belloli,Leeds,Brighton,,False,90,,,,,3,,,2.6,0,1721181,4.4,0.21,69.77,8.0,Leeds,True,Crystal Palace,,
Raphael Dias Belloli,Leeds,Crystal Palace,,True,90,,,,,8,,,8.7,0,1748678,5.8,0.0,71.21,5.0,Leeds,True,Brentford,,
Raphael Dias Belloli,Leeds,Brentford,,True,90,,,,,5,,,9.9,1,1843134,5.0,0.0,72.47,7.0,Leeds,False,Chelsea,,
Raphael Dias Belloli,Leeds,Chelsea,2021-12-11,False,81,0.0,0.0,0.0,0.0,7,0.0,0.0,12.0,0,1572601,4.6,0.0,73.0,2.0,Leeds,False,Manchester City,,
Raphael Dias Belloli,Leeds,Manchester City,,False,90,,,,,2,,,2.2,0,1550348,5.0,0.0,74.0,7.0,Leeds,True,Arsenal,,
Raphael Dias Belloli,Leeds,Arsenal,,True,90,,,,,7,,,6.8,0,1622271,5.8,0.0,74.89,2.0,Leeds,True,Burnley,,
Raphael Dias Belloli,Leeds,Burnley,,True,90,,,,,2,,,9.3,0,1391061,4.6,0.0,75.68,6.0,Leeds,False,West Ham,,
Raphael Dias Belloli,Leeds,West Ham,,False,90,,,,,6,,,14.4,1,1267674,4.8,0.0,76.4,2.0,Leeds,True,Newcastle United,,
Raphael Dias Belloli,Leeds,Newcastle United,2022-01-22,True,90,0.0,0.04,0.0,0.0,2,1.0,0.0,6.9,0,1573574,3.8,0.01,77.05,2.0,Leeds,False,Aston Villa,,
Raphael Dias Belloli,Leeds,Aston Villa,2022-02-09,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.7,0,1402705,3.8,0.01,77.64,1.0,Leeds,False,Everton,,
Raphael Dias Belloli,Leeds,Everton,2022-02-12,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,2.3,0,1321284,2.6,0.01,76.22,5.0,Leeds,True,Manchester United,,
Raphael Dias Belloli,Leeds,Manchester United,,True,45,,,,,5,,,8.7,0,1339612,3.2,0.01,74.92,2.0,Leeds,False,Liverpool,,
Raphael Dias Belloli,Leeds,Liverpool,,False,90,,,,,2,,,1.7,0,1339612,2.4,0.01,75.52,2.0,Leeds,True,Tottenham,,
Raphael Dias Belloli,Leeds,Tottenham,,True,90,,,,,2,,,10.8,0,1297667,2.4,0.0,76.08,2.0,Leeds,False,Leeds United,,
Raphael Dias Belloli,Leeds,Leeds United,2022-03-05,False,90,0.0,0.0,0.0,0.05,2,0.0,2.0,11.0,0,1633506,2.4,0.0,76.59,1.0,Leeds,True,Aston Villa,,
Raphael Dias Belloli,Leeds,Aston Villa,,True,90,,,,,1,,,2.0,0,1633506,2.4,0.0,77.07,5.0,Leeds,True,Norwich,,
Raphael Dias Belloli,Leeds,Norwich,,True,90,,,,,5,,,13.3,0,1447958,2.4,0.0,77.52,0.0,Leeds,False,Wolverhampton,,
Raphael Dias Belloli,Leeds,Wolverhampton,,False,0,,,,,0,,,0.0,0,1634582,2.0,0.0,74.93,5.0,Leeds,True,Southampton,,
Raphael Dias Belloli,Leeds,Southampton,2022-04-02,True,90,0.0,0.02,0.0,0.0,5,1.0,0.0,5.6,0,1458825,2.6,0.0,75.42,10.0,Leeds,False,Watford,,
