name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Nemanja Matic,Man Utd,Leicester City,2021-08-14,True,21,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,1.0,0.0,21.0,2.0,Man Utd,False,Southampton,,
Nemanja Matic,Man Utd,Southampton,2021-08-22,False,85,0.0,0.09,0.0,0.0,2,1.0,0.0,3.6,0,1.5,0.04,53.0,0.0,Man Utd,False,Wolverhampton,,
Nemanja Matic,Man Utd,Wolverhampton,,False,0,,,,,0,,,0.0,0,1.0,0.03,35.33,2.0,Man Utd,True,Newcastle United,,
Nemanja Matic,Man Utd,Newcastle United,2021-09-11,True,90,0.0,0.03,0.0,0.12,2,2.0,2.0,5.5,0,1.25,0.03,49.0,4.0,Man Utd,False,West Ham,,
Nemanja Matic,Man Utd,West Ham,2021-09-19,False,2,0.0,0.0,1.0,0.05,4,0.0,1.0,3.0,0,1.8,0.22,39.6,0.0,Man Utd,True,Aston Villa,,
Nemanja Matic,Man Utd,Aston Villa,,True,0,,,,,0,,,0.0,0,1.6,0.22,33.0,0.0,Man Utd,True,Everton,,
Nemanja Matic,Man Utd,Everton,,True,0,,,,,0,,,0.0,0,1.2,0.21,28.29,2.0,Man Utd,False,Leeds United,,
Nemanja Matic,Man Utd,Leeds United,2021-10-16,False,79,0.0,0.01,0.0,0.01,2,1.0,1.0,2.9,0,1.6,0.21,34.62,0.0,Man Utd,True,Liverpool,,
Nemanja Matic,Man Utd,Liverpool,,True,0,,,,,0,,,0.0,0,1.2,0.2,30.78,4.0,Man Utd,False,Tottenham,,
Nemanja Matic,Man Utd,Tottenham,2021-10-30,False,14,0.0,0.0,1.0,0.45,4,0.0,1.0,3.4,0,1.2,0.2,29.1,0.0,Man Utd,True,Manchester City,,
Nemanja Matic,Man Utd,Manchester City,,True,0,,,,,0,,,0.0,0,1.2,0.2,26.45,2.0,Man Utd,False,Watford,,
Nemanja Matic,Man Utd,Watford,2021-11-20,False,90,0.0,0.03,0.0,0.0,2,1.0,0.0,1.8,0,1.6,0.21,31.75,2.0,Man Utd,False,Chelsea,,
Nemanja Matic,Man Utd,Chelsea,2021-11-28,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,1.6,0.21,36.23,0.0,Man Utd,True,Arsenal,,
Nemanja Matic,Man Utd,Arsenal,,True,0,,,,,0,,,0.0,0,1.6,0.21,33.64,0.0,Man Utd,True,Crystal Palace,,
Nemanja Matic,Man Utd,Crystal Palace,,True,0,,,,,0,,,0.0,0,0.8,0.01,31.4,0.0,Man Utd,False,Norwich,,
Nemanja Matic,Man Utd,Norwich,,False,0,,,,,0,,,0.0,0,0.8,0.01,29.44,1.0,Man Utd,False,Newcastle United,,
Nemanja Matic,Man Utd,Newcastle United,2021-12-27,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,0.6,0.0,28.41,2.0,Man Utd,True,Burnley,,
Nemanja Matic,Man Utd,Burnley,2021-12-30,True,90,0.0,0.0,0.0,0.04,2,0.0,1.0,1.9,0,0.6,0.0,31.83,1.0,Man Utd,True,Wolverhampton,,
Nemanja Matic,Man Utd,Wolverhampton,2022-01-03,True,90,0.0,0.0,0.0,0.33,1,0.0,1.0,4.7,0,0.8,0.0,34.89,1.0,Man Utd,False,Aston Villa,,
