name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Emiliano Buendía Stati,Aston Villa,Watford,2021-08-14,False,71,0.0,0.03,0.0,0.0,2,1.0,0.0,2.0,0,2.0,0.03,71.0,2.0,Aston Villa,True,Newcastle United,,
Emiliano Buendía Stati,Aston Villa,Newcastle United,2021-08-21,True,85,0.0,0.0,0.0,0.06,2,0.0,3.0,5.0,0,2.0,0.01,78.0,10.0,Aston Villa,True,Brentford,,
Emiliano Buendía Stati,Aston Villa,Brentford,2021-08-28,True,90,1.0,0.06,0.0,0.07,10,1.0,2.0,10.2,3,4.67,0.03,82.0,0.0,Aston Villa,False,Chelsea,,
Emiliano Buendía Stati,Aston Villa,Chelsea,,False,0,,,,,0,,,0.0,0,3.5,0.02,61.5,0.0,Aston Villa,True,Everton,,
Emiliano Buendía Stati,Aston Villa,Everton,,True,0,,,,,0,,,0.0,0,2.8,0.02,49.2,1.0,Aston Villa,False,Manchester United,,
Emiliano Buendía Stati,Aston Villa,Manchester United,2021-09-25,False,12,0.0,0.0,0.0,0.04,1,0.0,1.0,1.5,0,2.6,0.01,43.0,1.0,Aston Villa,False,Tottenham,,
Emiliano Buendía Stati,Aston Villa,Tottenham,2021-10-03,False,21,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,2.4,0.01,39.86,3.0,Aston Villa,True,Wolverhampton,,
Emiliano Buendía Stati,Aston Villa,Wolverhampton,2021-10-16,True,73,0.0,0.09,0.0,0.34,3,2.0,1.0,4.1,0,1.0,0.02,44.0,2.0,Aston Villa,False,Arsenal,,
Emiliano Buendía Stati,Aston Villa,Arsenal,2021-10-22,False,67,0.0,0.32,0.0,0.15,2,1.0,2.0,6.0,0,1.4,0.08,46.56,4.0,Aston Villa,True,West Ham,,
Emiliano Buendía Stati,Aston Villa,West Ham,2021-10-31,True,51,0.0,0.0,1.0,0.41,4,0.0,1.0,3.3,0,2.2,0.28,47.0,2.0,Aston Villa,False,Southampton,,
Emiliano Buendía Stati,Aston Villa,Southampton,2021-11-05,False,70,0.0,0.15,0.0,0.19,2,3.0,4.0,8.5,0,2.4,0.31,49.09,3.0,Aston Villa,True,Brighton,,
Emiliano Buendía Stati,Aston Villa,Brighton,2021-11-20,True,73,0.0,0.02,0.0,0.0,3,1.0,0.0,1.3,0,2.8,0.32,51.08,1.0,Aston Villa,False,Crystal Palace,,
Emiliano Buendía Stati,Aston Villa,Crystal Palace,2021-11-27,False,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,2.4,0.3,47.54,2.0,Aston Villa,True,Manchester City,,
Emiliano Buendía Stati,Aston Villa,Manchester City,2021-12-01,True,90,0.0,0.1,0.0,0.41,2,2.0,1.0,4.8,0,2.4,0.25,50.57,5.0,Aston Villa,True,Leeds United,,
Emiliano Buendía Stati,Aston Villa,Leeds United,2021-12-05,True,77,0.0,0.05,1.0,0.11,5,1.0,1.0,4.3,0,2.6,0.26,52.33,1.0,Aston Villa,False,Liverpool,,
Emiliano Buendía Stati,Aston Villa,Liverpool,2021-12-11,False,21,0.0,0.0,0.0,0.0,1,0.0,0.0,0.8,0,2.4,0.23,50.38,3.0,Aston Villa,False,Norwich,,
Emiliano Buendía Stati,Aston Villa,Norwich,2021-12-14,False,82,0.0,0.11,0.0,0.1,3,2.0,2.0,8.2,0,2.4,0.25,52.24,2.0,Aston Villa,True,Chelsea,,
Emiliano Buendía Stati,Aston Villa,Chelsea,2021-12-26,True,73,0.0,0.0,0.0,0.0,2,0.0,0.0,1.2,0,2.6,0.25,53.39,5.0,Aston Villa,False,Brentford,,
Emiliano Buendía Stati,Aston Villa,Brentford,2022-01-02,False,90,0.0,0.18,1.0,0.32,5,5.0,4.0,13.9,0,3.2,0.47,55.32,2.0,Aston Villa,True,Manchester United,,
Emiliano Buendía Stati,Aston Villa,Manchester United,2022-01-15,True,90,0.0,0.37,0.0,0.24,2,2.0,4.0,12.6,0,2.6,0.33,57.05,10.0,Aston Villa,False,Everton,,
Emiliano Buendía Stati,Aston Villa,Everton,2022-01-22,False,90,1.0,0.19,0.0,0.0,10,4.0,0.0,11.0,2,4.4,0.37,58.62,1.0,Aston Villa,True,Leicester City,,
Emiliano Buendía Stati,Aston Villa,Leicester City,2022-02-09,True,58,0.0,0.02,0.0,0.0,1,1.0,0.0,0.8,0,4.0,0.35,58.59,2.0,Aston Villa,False,Newcastle United,,
Emiliano Buendía Stati,Aston Villa,Newcastle United,2022-02-13,False,71,0.0,0.04,0.0,0.03,2,2.0,1.0,3.4,0,4.0,0.36,59.13,3.0,Aston Villa,True,Watford,,
Emiliano Buendía Stati,Aston Villa,Watford,2022-02-19,True,70,0.0,0.07,0.0,0.58,3,3.0,5.0,9.4,0,3.6,0.14,59.58,0.0,Aston Villa,False,Brighton,,
Emiliano Buendía Stati,Aston Villa,Brighton,,False,0,,,,,0,,,0.0,0,3.2,0.06,57.2,1.0,Aston Villa,True,Southampton,,
Emiliano Buendía Stati,Aston Villa,Southampton,2022-03-05,True,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,1.4,0.02,55.35,1.0,Aston Villa,False,Leicester City,,
Emiliano Buendía Stati,Aston Villa,Leicester City,2022-03-10,False,13,0.0,0.0,0.0,0.1,1,0.0,1.0,1.7,0,1.4,0.02,53.78,4.0,Aston Villa,False,West Ham,,
Emiliano Buendía Stati,Aston Villa,West Ham,2022-03-13,False,11,0.0,0.41,1.0,0.06,4,1.0,1.0,7.0,0,1.8,0.3,52.25,2.0,Aston Villa,True,Arsenal,,
Emiliano Buendía Stati,Aston Villa,Arsenal,2022-03-19,True,68,0.0,0.0,0.0,0.03,2,0.0,1.0,2.3,0,1.6,0.28,52.79,1.0,Aston Villa,False,Wolverhampton,,
Emiliano Buendía Stati,Aston Villa,Wolverhampton,2022-04-02,False,16,0.0,0.0,0.0,0.18,1,0.0,2.0,3.3,0,1.8,0.28,51.57,1.0,Aston Villa,True,Tottenham,,
Emiliano Buendía Stati,Aston Villa,Tottenham,2022-04-09,True,20,0.0,0.04,0.0,0.0,1,1.0,0.0,2.8,0,1.8,0.29,50.55,1.0,Aston Villa,False,Leeds United,,
Emiliano Buendía Stati,Aston Villa,Leeds United,2022-04-23,False,11,0.0,0.03,0.0,0.02,1,1.0,1.0,1.7,0,1.8,0.29,49.31,4.0,Aston Villa,True,Norwich,,
Emiliano Buendía Stati,Aston Villa,Norwich,2022-04-30,True,14,0.0,0.07,1.0,0.52,4,1.0,2.0,4.9,0,1.8,0.23,48.24,14.0,Aston Villa,False,Burnley,,
Emiliano Buendía Stati,Aston Villa,Burnley,2022-05-07,False,79,1.0,0.38,1.0,0.38,14,3.0,1.0,8.7,3,4.2,0.5,49.15,1.0,Aston Villa,True,Liverpool,,
Emiliano Buendía Stati,Aston Villa,Liverpool,2022-05-10,True,20,0.0,0.02,0.0,0.02,1,1.0,1.0,1.7,0,4.2,0.51,48.31,1.0,Aston Villa,True,Crystal Palace,,
Emiliano Buendía Stati,Aston Villa,Crystal Palace,2022-05-15,True,19,0.0,0.06,0.0,0.12,1,1.0,1.0,4.1,0,4.2,0.51,47.5,7.0,Aston Villa,True,Burnley,,
Emiliano Buendía Stati,Aston Villa,Burnley,2022-05-19,True,90,1.0,0.26,0.0,0.18,7,4.0,4.0,15.6,0,5.4,0.56,48.65,2.0,Aston Villa,False,Manchester City,,
Emiliano Buendía Stati,Aston Villa,Manchester City,2022-05-22,False,87,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,5.0,0.34,49.66,1.0,Aston Villa,False,Bournemouth,,
