name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Todd Cantwell,Norwich,Liverpool,2021-08-14,True,85,0.0,0.01,0.0,0.31,1,1.0,1.0,4.5,0,1.0,0.01,85.0,2.0,Norwich,False,Manchester City,,
Todd Cantwell,Norwich,Manchester City,2021-08-21,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.1,0,1.5,0.0,87.5,1.0,Norwich,True,Leeds United,,
Todd Cantwell,Norwich,Leeds United,2021-08-28,True,90,0.0,0.06,0.0,0.0,1,3.0,0.0,1.3,0,1.33,0.02,88.33,1.0,Norwich,False,Arsenal,,
Todd Cantwell,Norwich,Arsenal,2021-09-11,False,28,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,1.25,0.02,73.25,1.0,Norwich,True,Watford,,
Todd Cantwell,Norwich,Watford,2021-09-18,True,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,1.2,0.01,62.6,0.0,Norwich,False,Everton,,
Todd Cantwell,Norwich,Everton,,False,0,,,,,0,,,0.0,0,1.0,0.01,52.17,0.0,Norwich,False,Burnley,,
Todd Cantwell,Norwich,Burnley,,False,0,,,,,0,,,0.0,0,0.6,0.01,44.71,0.0,Norwich,True,Brighton,,
Todd Cantwell,Norwich,Brighton,,True,0,,,,,0,,,0.0,0,0.4,0.0,39.12,0.0,Norwich,False,Chelsea,,
Todd Cantwell,Norwich,Chelsea,,False,0,,,,,0,,,0.0,0,0.2,0.0,34.78,0.0,Norwich,True,Leicester City,,
Todd Cantwell,Norwich,Leicester City,,True,0,,,,,0,,,0.0,0,0.0,0.0,31.3,0.0,Norwich,False,Brentford,,
Todd Cantwell,Norwich,Brentford,,False,0,,,,,0,,,0.0,0,0.0,0.0,28.45,1.0,Norwich,True,Southampton,,
Todd Cantwell,Norwich,Southampton,2021-11-20,True,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0.2,0.0,29.83,0.0,Norwich,True,Wolverhampton,,
Todd Cantwell,Norwich,Wolverhampton,,True,0,,,,,0,,,0.0,0,0.2,0.0,27.54,0.0,Norwich,False,Newcastle United,,
Todd Cantwell,Norwich,Newcastle United,,False,0,,,,,0,,,0.0,0,0.2,0.0,25.57,0.0,Norwich,False,Tottenham,,
Todd Cantwell,Norwich,Tottenham,,False,0,,,,,0,,,0.0,0,0.2,0.0,23.87,1.0,Norwich,True,Manchester United,,
Todd Cantwell,Norwich,Manchester United,2021-12-11,True,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0.4,0.0,23.62,2.0,Norwich,True,Aston Villa,,
Todd Cantwell,Norwich,Aston Villa,2021-12-14,True,60,0.0,0.05,0.0,0.0,2,1.0,0.0,1.4,0,0.6,0.01,25.76,0.0,Norwich,True,Arsenal,,
Todd Cantwell,Norwich,Arsenal,,True,0,,,,,0,,,0.0,0,0.6,0.01,24.33,0.0,Norwich,False,Crystal Palace,,
Todd Cantwell,Norwich,Crystal Palace,,False,0,,,,,0,,,0.0,0,0.6,0.01,23.05,0.0,Norwich,False,West Ham,,
Todd Cantwell,Norwich,West Ham,,False,0,,,,,0,,,0.0,0,0.6,0.01,21.9,0.0,Norwich,True,Everton,,
Todd Cantwell,Norwich,Everton,,True,0,,,,,0,,,0.0,0,0.4,0.01,20.86,0.0,Norwich,False,Watford,,
Todd Cantwell,Norwich,Watford,,False,0,,,,,0,,,0.0,0,0.0,0.0,19.91,0.0,Norwich,True,Crystal Palace,,
Todd Cantwell,Norwich,Crystal Palace,,True,0,,,,,0,,,0.0,0,0.0,0.0,19.04,0.0,Norwich,True,Manchester City,,
Todd Cantwell,Norwich,Manchester City,,True,0,,,,,0,,,0.0,0,0.0,0.0,18.25,0.0,Norwich,False,Liverpool,,
Todd Cantwell,Norwich,Liverpool,,False,0,,,,,0,,,0.0,0,0.0,0.0,17.52,0.0,Norwich,False,Southampton,,
Todd Cantwell,Norwich,Southampton,,False,0,,,,,0,,,0.0,0,0.0,0.0,16.85,0.0,Norwich,True,Brentford,,
Todd Cantwell,Norwich,Brentford,,True,0,,,,,0,,,0.0,0,0.0,0.0,16.22,0.0,Norwich,True,Chelsea,,
Todd Cantwell,Norwich,Chelsea,,True,0,,,,,0,,,0.0,0,0.0,0.0,15.64,0.0,Norwich,False,Leicester City,,
Todd Cantwell,Norwich,Leicester City,,False,0,,,,,0,,,0.0,0,0.0,0.0,15.1,0.0,Norwich,False,Brighton,,
Todd Cantwell,Norwich,Brighton,,False,0,,,,,0,,,0.0,0,0.0,0.0,14.6,0.0,Norwich,True,Burnley,,
Todd Cantwell,Norwich,Burnley,,True,0,,,,,0,,,0.0,0,0.0,0.0,14.13,0.0,Norwich,False,Manchester United,,
Todd Cantwell,Norwich,Manchester United,,False,0,,,,,0,,,0.0,0,0.0,0.0,13.69,0.0,Norwich,True,Newcastle United,,
Todd Cantwell,Norwich,Newcastle United,,True,0,,,,,0,,,0.0,0,0.0,0.0,13.27,0.0,Norwich,False,Aston Villa,,
Todd Cantwell,Norwich,Aston Villa,,False,0,,,,,0,,,0.0,0,0.0,0.0,12.88,0.0,Norwich,True,West Ham,,
Todd Cantwell,Norwich,West Ham,,True,0,,,,,0,,,0.0,0,0.0,0.0,12.51,0.0,Norwich,False,Leeds United,,
Todd Cantwell,Norwich,Leeds United,,False,0,,,,,0,,,0.0,0,0.0,0.0,12.17,0.0,Norwich,False,Wolverhampton,,
Todd Cantwell,Norwich,Wolverhampton,,False,0,,,,,0,,,0.0,0,0.0,0.0,11.84,0.0,Norwich,True,Tottenham,,
Todd Cantwell,Norwich,Tottenham,,True,0,,,,,0,,,0.0,0,0.0,0.0,11.53,,Arsenal,False,Crystal Palace,,
