Opponent,Home Difficulty,Away Difficulty
Arsenal,,5.20738635299262
Aston Villa,-0.7369782980409267,
Bournemouth,0.5508950560207685,
Brentford,1.2182959806934224,
Brighton,,0.9462242500013858
Burnley,,
Chelsea,1.1672568318519982,
Crystal Palace,-1.0862789536212913,
Everton,,1.1373032729116823
Fulham,0.278625276243009,
Ipswich Town,,
Leeds United,-2.103921027978375,3.666364670126548
Leicester City,,
Liverpool,-2.6456517420368053,
Luton,,
Manchester City,,5.4414511403529815
Manchester United,,1.3161329916125573
Newcastle United,,1.851605762573558
Norwich,,
Sheffield,,
Southampton,,-1.2211662921585296
Tottenham,6.144553117895634,
Watford,,
West Ham,-0.8387734960163331,
Wolverhampton,,1.7694658459462143
