Opponent,Home Difficulty,Away Difficulty
Arsenal,3.0326099690557355,
Aston Villa,-2.2727303085678154,
Brentford,0.991119861825509,3.5383437112474385
Brighton,,
Burnley,,
Chelsea,,3.3164187288553286
Crystal Palace,3.7553232050453307,
Everton,-4.544543197669498,
Fulham,,-1.429495976136865
Ipswich Town,,
Leeds United,-1.6720859007392868,
Leicester City,,-0.8851125263707174
Liverpool,,7.82931876157008
Luton,,
Manchester City,,2.114442737920453
Manchester United,,3.1766970909453063
Newcastle United,,-0.9512323995168226
Norwich,,
Nottingham Forest,,-0.09861627443188659
Sheffield,,
Southampton,3.4065560617467723,
Tottenham,1.5702249121441292,
Watford,,
West Ham,,3.1739234287386067
Wolverhampton,1.514591575368087,
