name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jack Walton,Luton,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,1663,0.0,0,0.0,0,0,0.0,Luton,False,Chelsea,,-0.85
Jack Walton,Luton,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,1366,0.0,0,0.0,0,0,0.0,Luton,True,West Ham,,0.49
Jack Walton,Luton,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,1285,0.0,0,0.0,0,0,0.0,Luton,False,Fulham,,0.86
Jack Walton,Luton,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,1210,0.0,0,0.0,0,0,0.0,Luton,True,Wolverhampton,,0.05
Jack Walton,Luton,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,1166,0.0,0,0.0,0,0,0.0,Luton,False,Everton,,-0.24
Jack Walton,Luton,Everton,,False,0,0,0.0,0,0,0,0,0,,0,1126,0.0,0,0.0,0,0,0.0,Luton,True,Burnley,,0.39
Jack Walton,Luton,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,1126,0.0,0,0.0,0,0,0.0,Luton,True,Tottenham,,0.69
Jack Walton,Luton,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,1082,0.0,0,0.0,0,0,0.0,Luton,False,Nottingham Forest,,-0.55
Jack Walton,Luton,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,1051,0.0,0,0.0,0,0,0.0,Luton,False,Aston Villa,,0.29
Jack Walton,Luton,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,1015,0.0,0,0.0,0,0,0.0,Luton,True,Liverpool,,0.18
Jack Walton,Luton,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,999,0.0,0,0.0,0,0,0.0,Luton,False,Manchester United,,-0.63
Jack Walton,Luton,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,983,0.0,0,0.0,0,0,0.0,Luton,True,Crystal Palace,,0.88
Jack Walton,Luton,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,964,0.0,0,0.0,0,0,0.0,Luton,False,Brentford,,-0.53
Jack Walton,Luton,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,956,0.0,0,0.0,0,0,0.0,Luton,True,Arsenal,,-0.11
Jack Walton,Luton,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,942,0.0,0,0.0,0,0,0.0,Luton,True,Manchester City,,-0.96
Jack Walton,Luton,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,935,0.0,0,0.0,0,0,0.0,Luton,True,Newcastle United,,0.55
Jack Walton,Luton,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,905,0.0,0,0.0,0,0,0.0,Luton,False,Sheffield,,-0.61
Jack Walton,Luton,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,898,0.0,0,0.0,0,0,0.0,Luton,True,Chelsea,,-0.25
Jack Walton,Luton,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,886,0.0,0,0.0,0,0,0.0,Luton,False,Burnley,,0.0
Jack Walton,Luton,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,858,0.0,0,0.0,0,0,0.0,Luton,True,Brighton,,-0.66
Jack Walton,Luton,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,839,0.0,0,0.0,0,0,0.0,Luton,False,Newcastle United,,-0.41
Jack Walton,Luton,Newcastle United,2024-02-03,False,0,0,0.0,0,0,0,0,0,0.0,0,837,0.0,0,0.0,0,0,0.0,Luton,True,Sheffield,,0.68
Jack Walton,Luton,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,828,0.0,0,0.0,0,0,0.0,Luton,True,Manchester United,,0.38
Jack Walton,Luton,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,815,0.0,0,0.0,0,0,0.0,Luton,False,Liverpool,,-1.01
Jack Walton,Luton,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,815,0.0,0,0.0,0,0,0.0,Luton,True,Aston Villa,,0.64
Jack Walton,Luton,Aston Villa,2024-03-02,True,0,0,0.0,0,0,0,0,0,0.0,0,800,0.0,0,0.0,0,0,0.0,Luton,False,Crystal Palace,,0.38
Jack Walton,Luton,Crystal Palace,2024-03-09,False,0,0,0.0,0,0,0,0,0,0.08,0,790,0.0,0,0.0,0,0,0.0,Luton,False,Bournemouth,,0.19
Jack Walton,Luton,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,790,0.0,0,0.0,0,0,0.0,Luton,True,Nottingham Forest,,1.55
Jack Walton,Luton,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,773,0.0,0,0.0,0,0,0.0,Luton,False,Tottenham,,-0.36
Jack Walton,Luton,Tottenham,2024-03-30,False,0,0,0.0,0,0,0,0,0,0.39,0,781,0.0,0,0.0,0,0,0.0,Luton,False,Arsenal,,-0.48
Jack Walton,Luton,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,778,0.0,0,0.0,0,0,0.0,Luton,True,Bournemouth,,1.22
Jack Walton,Luton,Bournemouth,2024-04-06,True,0,0,0.0,0,0,0,0,0,0.51,0,776,0.0,0,0.0,0,0,0.0,Luton,False,Manchester City,,-1.32
Jack Walton,Luton,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,770,0.0,0,0.0,0,0,0.0,Luton,True,Brentford,,0.79
Jack Walton,Luton,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,764,0.0,0,0.0,0,0,0.0,Luton,False,Wolverhampton,,-0.52
Jack Walton,Luton,Wolverhampton,2024-04-27,False,0,0,0.0,0,0,0,0,0,0.37,0,759,0.0,0,0.0,0,0,0.0,Luton,True,Everton,,0.53
Jack Walton,Luton,Everton,,True,0,0,0.0,0,0,0,0,0,,0,756,0.0,0,0.0,0,0,0.0,Luton,False,West Ham,,-0.22
Jack Walton,Luton,West Ham,2024-05-11,False,0,0,0.0,0,0,0,0,0,0.03,0,752,0.0,0,0.0,0,0,0.0,Luton,True,Fulham,,-0.13
Jack Walton,Luton,Fulham,2024-05-19,True,0,0,0.0,0,0,0,0,0,0.0,0,746,0.0,0,0.0,0,0,,Liverpool,False,Ipswich Town,,
