name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Tim Krul,Luton,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,West Ham,,0.49
Tim Krul,Luton,West Ham,2023-09-01,True,0,0,0.0,0,0,0,0,0,0.17,0,0.0,0,0.0,0,0,0.0,Luton,False,Fulham,,0.86
Tim Krul,Luton,Fulham,2023-09-16,False,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,Luton,True,Wolverhampton,,0.05
Tim Krul,Luton,Wolverhampton,2023-09-23,True,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,Luton,False,Everton,,-0.24
Tim Krul,Luton,Everton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Burnley,,0.39
Tim Krul,Luton,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Tottenham,,0.69
Tim Krul,Luton,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Nottingham Forest,,-0.55
Tim Krul,Luton,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Aston Villa,,0.29
Tim Krul,Luton,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Liverpool,,0.18
Tim Krul,Luton,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Manchester United,,-0.63
Tim Krul,Luton,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Crystal Palace,,0.88
Tim Krul,Luton,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Brentford,,-0.53
Tim Krul,Luton,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Arsenal,,-0.11
Tim Krul,Luton,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Manchester City,,-0.96
Tim Krul,Luton,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Newcastle United,,0.55
Tim Krul,Luton,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Sheffield,,-0.61
Tim Krul,Luton,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Chelsea,,-0.25
Tim Krul,Luton,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Burnley,,0.0
Tim Krul,Luton,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Brighton,,-0.66
Tim Krul,Luton,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Newcastle United,,-0.41
Tim Krul,Luton,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Sheffield,,0.68
Tim Krul,Luton,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Manchester United,,0.38
Tim Krul,Luton,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Liverpool,,-1.01
Tim Krul,Luton,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Aston Villa,,0.64
Tim Krul,Luton,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Crystal Palace,,0.38
Tim Krul,Luton,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Bournemouth,,0.19
Tim Krul,Luton,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Nottingham Forest,,1.55
Tim Krul,Luton,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Tottenham,,-0.36
Tim Krul,Luton,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Arsenal,,-0.48
Tim Krul,Luton,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Bournemouth,,1.22
Tim Krul,Luton,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Manchester City,,-1.32
Tim Krul,Luton,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Brentford,,0.79
Tim Krul,Luton,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,Wolverhampton,,-0.52
Tim Krul,Luton,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Everton,,0.53
Tim Krul,Luton,Everton,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,False,West Ham,,-0.22
Tim Krul,Luton,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,0.0,Luton,True,Fulham,,-0.13
Tim Krul,Luton,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,0.0,0,0.0,0,0,,Arsenal,True,Wolverhampton,-0.27,0.05
