name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Hugo Lloris,Spurs,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,61840,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Manchester United,,0.38
Hugo Lloris,Spurs,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,67615,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Bournemouth,,0.19
Hugo Lloris,Spurs,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,67160,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Burnley,,0.0
Hugo Lloris,Spurs,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,66019,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Sheffield,,0.68
Hugo Lloris,Spurs,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,65591,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Arsenal,,-0.48
Hugo Lloris,Spurs,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,63920,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Liverpool,,0.18
Hugo Lloris,Spurs,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,62476,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Luton,,
Hugo Lloris,Spurs,Luton,,False,0,0,0.0,0,0,0,0,0,,0,63282,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Fulham,,-0.13
Hugo Lloris,Spurs,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,63344,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Crystal Palace,,0.38
Hugo Lloris,Spurs,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,62881,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Chelsea,,-0.25
Hugo Lloris,Spurs,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,62072,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Wolverhampton,,-0.52
Hugo Lloris,Spurs,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,62022,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Aston Villa,,0.64
Hugo Lloris,Spurs,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,63072,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Manchester City,,-1.32
Hugo Lloris,Spurs,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,62613,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,West Ham,,0.49
Hugo Lloris,Spurs,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,62944,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Newcastle United,,0.55
Hugo Lloris,Spurs,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,63181,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Nottingham Forest,,-0.55
Hugo Lloris,Spurs,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,63965,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Everton,,0.53
Hugo Lloris,Spurs,Everton,,True,0,0,0.0,0,0,0,0,0,,0,63839,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Brighton,,-0.6
Hugo Lloris,Spurs,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,63662,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Bournemouth,,1.22
Hugo Lloris,Spurs,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,63383,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Manchester United,,-0.63
Hugo Lloris,Spurs,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,63417,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Brentford,,0.79
Hugo Lloris,Spurs,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,64000,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Everton,,-0.24
Hugo Lloris,Spurs,Everton,,False,0,0,0.0,0,0,0,0,0,,0,62714,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Brighton,,-0.66
Hugo Lloris,Spurs,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,60681,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Wolverhampton,,0.05
Hugo Lloris,Spurs,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,59229,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Crystal Palace,,0.88
Hugo Lloris,Spurs,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,57693,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Aston Villa,,0.29
Hugo Lloris,Spurs,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,57076,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Fulham,,0.86
Hugo Lloris,Spurs,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,56516,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Luton,,
Hugo Lloris,Spurs,Luton,,True,0,0,0.0,0,0,0,0,0,,0,56260,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,West Ham,,-0.22
Hugo Lloris,Spurs,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,56078,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Nottingham Forest,,1.55
Hugo Lloris,Spurs,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,55777,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Newcastle United,,-0.41
Hugo Lloris,Spurs,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,55488,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Arsenal,,-0.11
Hugo Lloris,Spurs,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,55033,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Chelsea,,-0.85
Hugo Lloris,Spurs,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,55033,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Liverpool,,-1.01
Hugo Lloris,Spurs,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,54866,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Burnley,,0.39
Hugo Lloris,Spurs,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,54646,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,True,Manchester City,,-0.96
Hugo Lloris,Spurs,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,54646,0.0,0,0.0,0,0,0.29,79,14.74,0.0,Spurs,False,Sheffield,,-0.61
Hugo Lloris,Spurs,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,54459,0.0,0,0.0,0,0,0.29,79,14.74,,Liverpool,False,Ipswich Town,,
