name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Lucas Bergström,Chelsea,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,0,0.0,0,0.0,0,0,0.0,Chelsea,False,West Ham,,-0.22
Lucas Bergström,Chelsea,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,1124,0.0,0,0.0,0,0,0.0,Chelsea,True,Luton,,
Lucas Bergström,Chelsea,Luton,,True,0,0,0.0,0,0,0,0,0,,0,1909,0.0,0,0.0,0,0,0.0,Chelsea,True,Nottingham Forest,,1.55
Lucas Bergström,Chelsea,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,2030,0.0,0,0.0,0,0,0.0,Chelsea,False,Bournemouth,,0.19
Lucas Bergström,Chelsea,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,2317,0.0,0,0.0,0,0,0.0,Chelsea,True,Aston Villa,,0.64
Lucas Bergström,Chelsea,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,2414,0.0,0,0.0,0,0,0.0,Chelsea,False,Fulham,,0.86
Lucas Bergström,Chelsea,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,2455,0.0,0,0.0,0,0,0.0,Chelsea,False,Burnley,,0.0
Lucas Bergström,Chelsea,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,2554,0.0,0,0.0,0,0,0.0,Chelsea,True,Arsenal,,-0.11
Lucas Bergström,Chelsea,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,2617,0.0,0,0.0,0,0,0.0,Chelsea,True,Brentford,,0.79
Lucas Bergström,Chelsea,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,2622,0.0,0,0.0,0,0,0.0,Chelsea,False,Tottenham,,-0.36
Lucas Bergström,Chelsea,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,2642,0.0,0,0.0,0,0,0.0,Chelsea,True,Manchester City,,-0.96
Lucas Bergström,Chelsea,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,2656,0.0,0,0.0,0,0,0.0,Chelsea,False,Newcastle United,,-0.41
Lucas Bergström,Chelsea,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,2696,0.0,0,0.0,0,0,0.0,Chelsea,True,Brighton,,-0.66
Lucas Bergström,Chelsea,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,2699,0.0,0,0.0,0,0,0.0,Chelsea,False,Manchester United,,-0.63
Lucas Bergström,Chelsea,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,2691,0.0,0,0.0,0,0,0.0,Chelsea,False,Everton,,-0.24
Lucas Bergström,Chelsea,Everton,,False,0,0,0.0,0,0,0,0,0,,0,2705,0.0,0,0.0,0,0,0.0,Chelsea,True,Sheffield,,0.68
Lucas Bergström,Chelsea,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,2746,0.0,0,0.0,0,0,0.0,Chelsea,False,Wolverhampton,,-0.52
Lucas Bergström,Chelsea,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,2750,0.0,0,0.0,0,0,0.0,Chelsea,True,Crystal Palace,,0.88
Lucas Bergström,Chelsea,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,2785,0.0,0,0.0,0,0,0.0,Chelsea,False,Luton,,
Lucas Bergström,Chelsea,Luton,,False,0,0,0.0,0,0,0,0,0,,0,2819,0.0,0,0.0,0,0,0.0,Chelsea,True,Fulham,,-0.13
