name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Bailey Peacock-Farrell,Burnley,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,1931,0.0,0,0.0,0,0,0.0,Burnley,True,Aston Villa,,0.64
Bailey Peacock-Farrell,Burnley,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,1521,0.0,0,0.0,0,0,0.0,Burnley,True,Tottenham,,0.69
Bailey Peacock-Farrell,Burnley,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,1415,0.0,0,0.0,0,0,0.0,Burnley,False,Nottingham Forest,,-0.55
Bailey Peacock-Farrell,Burnley,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,1344,0.0,0,0.0,0,0,0.0,Burnley,True,Manchester United,,0.38
Bailey Peacock-Farrell,Burnley,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,1280,0.0,0,0.0,0,0,0.0,Burnley,False,Newcastle United,,-0.41
Bailey Peacock-Farrell,Burnley,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,1242,0.0,0,0.0,0,0,0.0,Burnley,False,Luton,,
Bailey Peacock-Farrell,Burnley,Luton,,False,0,0,0.0,0,0,0,0,0,,0,1242,0.0,0,0.0,0,0,0.0,Burnley,True,Chelsea,,-0.25
Bailey Peacock-Farrell,Burnley,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,1184,0.0,0,0.0,0,0,0.0,Burnley,False,Brentford,,-0.53
Bailey Peacock-Farrell,Burnley,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,1133,0.0,0,0.0,0,0,0.0,Burnley,False,Bournemouth,,0.19
Bailey Peacock-Farrell,Burnley,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,1092,0.0,0,0.0,0,0,0.0,Burnley,True,Crystal Palace,,0.88
Bailey Peacock-Farrell,Burnley,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,1073,0.0,0,0.0,0,0,0.0,Burnley,False,Arsenal,,-0.48
Bailey Peacock-Farrell,Burnley,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,1044,0.0,0,0.0,0,0,0.0,Burnley,True,West Ham,,0.49
Bailey Peacock-Farrell,Burnley,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,1021,0.0,0,0.0,0,0,0.0,Burnley,True,Sheffield,,0.68
Bailey Peacock-Farrell,Burnley,Sheffield,2023-12-02,True,0,0,0.0,0,0,0,0,0,0.0,0,1008,0.0,0,0.0,0,0,0.0,Burnley,False,Wolverhampton,,-0.52
