name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
James Trafford,Burnley,Liverpool,2023-12-26,True,90,2,1.69,8,0,3,0,0,0.0,1,102209,4.8,0,90.0,0.11,4.05,2.0,Burnley,False,Aston Villa,,0.29
James Trafford,Burnley,Aston Villa,2023-12-30,False,90,3,3.15,4,0,2,0,0,0.0,1,107512,4.6,0,90.0,0.1,4.05,2.0,Burnley,True,Luton,,
James Trafford,Burnley,Luton,2024-01-12,True,90,1,0.85,4,0,2,0,0,0.0,1,121470,3.6,0,90.0,0.1,4.05,1.0,Burnley,False,Manchester City,,-1.32
James Trafford,Burnley,Manchester City,2024-01-31,False,90,3,1.75,1,0,1,0,0,0.0,1,113019,3.4,0,90.0,0.09,3.91,2.0,Burnley,True,Fulham,,-0.13
James Trafford,Burnley,Fulham,2024-02-03,True,90,2,1.28,5,0,2,0,0,0.0,1,115630,2.0,0,90.0,0.09,3.96,4.0,Burnley,False,Liverpool,,-1.01
James Trafford,Burnley,Liverpool,2024-02-10,False,90,3,2.86,7,0,4,1,0,0.0,1,111348,2.2,0,90.0,0.08,4.08,0.0,Burnley,True,Arsenal,,-0.11
James Trafford,Burnley,Arsenal,2024-02-17,True,90,5,2.42,2,0,0,0,0,0.0,1,109638,1.8,0,90.0,0.08,4.0,2.0,Burnley,False,Crystal Palace,,0.38
James Trafford,Burnley,Crystal Palace,2024-02-24,False,90,3,2.39,3,0,2,0,0,0.0,1,111457,1.8,0,90.0,0.08,3.96,1.0,Burnley,True,Bournemouth,,1.22
James Trafford,Burnley,Bournemouth,2024-03-03,True,90,2,1.1,1,0,1,0,0,0.0,1,107546,1.8,0,90.0,0.07,3.85,1.0,Burnley,False,West Ham,,-0.22
James Trafford,Burnley,West Ham,2024-03-10,False,90,2,1.82,2,0,1,0,0,0.0,1,104795,1.6,0,90.0,0.07,3.79,0.0,Burnley,True,Brentford,,0.79
James Trafford,Burnley,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,166886,0.8,0,86.9,0.07,3.79,0.0,Burnley,False,Chelsea,,-0.85
James Trafford,Burnley,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,108934,0.8,0,84.0,0.07,3.79,0.0,Burnley,True,Wolverhampton,,0.05
James Trafford,Burnley,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,107461,0.4,0,81.29,0.07,3.79,0.0,Burnley,False,Everton,,-0.24
James Trafford,Burnley,Everton,,False,0,0,0.0,0,0,0,0,0,,0,106039,0.2,0,78.75,0.07,3.79,0.0,Burnley,True,Brighton,,-0.66
James Trafford,Burnley,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,104532,0.0,0,76.36,0.07,3.79,0.0,Burnley,False,Sheffield,,-0.61
James Trafford,Burnley,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,101328,0.0,0,74.12,0.07,3.79,0.0,Burnley,False,Manchester United,,-0.63
James Trafford,Burnley,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,99919,0.0,0,72.0,0.07,3.79,0.0,Burnley,True,Newcastle United,,0.55
James Trafford,Burnley,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,98300,0.0,0,70.0,0.07,3.79,0.0,Burnley,False,Tottenham,,-0.36
James Trafford,Burnley,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,94835,0.0,0,68.11,0.07,3.79,0.0,Burnley,True,Nottingham Forest,,1.55
James Trafford,Burnley,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,94426,0.0,0,66.32,0.07,3.79,,Nott'm Forest,True,Bournemouth,,1.22
