name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
James Trafford,Burnley,Manchester City,2023-08-11,True,90,3,2.21,5,0,2,0,0,0.0,1,77149,2.0,0,90.0,0.0,5.0,2.0,Burnley,True,Aston Villa,,0.64
James Trafford,Burnley,Aston Villa,2023-08-27,True,90,3,2.51,3,0,2,0,0,0.0,1,97030,2.0,0,90.0,0.0,4.0,1.0,Burnley,True,Tottenham,,0.69
James Trafford,Burnley,Tottenham,2023-09-02,True,90,5,2.27,5,0,1,0,0,0.0,1,95514,1.67,0,90.0,0.0,4.33,2.0,Burnley,False,Nottingham Forest,,-0.55
James Trafford,Burnley,Nottingham Forest,2023-09-18,False,90,1,0.72,3,0,2,0,0,0.0,1,93597,1.75,0,90.0,0.0,4.0,3.0,Burnley,True,Manchester United,,0.38
James Trafford,Burnley,Manchester United,2023-09-23,True,90,1,0.91,3,0,3,0,0,0.0,1,92792,2.0,0,90.0,0.0,3.8,3.0,Burnley,False,Newcastle United,,-0.41
James Trafford,Burnley,Newcastle United,2023-09-30,False,90,2,3.19,6,0,3,0,0,0.0,1,99886,2.2,0,90.0,0.0,4.17,2.0,Burnley,False,Luton,,
James Trafford,Burnley,Luton,2023-10-03,False,90,1,1.31,1,0,2,0,0,0.0,1,99886,2.2,0,90.0,0.0,3.71,0.0,Burnley,True,Chelsea,,-0.25
James Trafford,Burnley,Chelsea,2023-10-07,True,90,4,1.58,2,0,0,0,0,0.0,1,95890,2.0,0,90.0,0.0,3.5,3.0,Burnley,False,Brentford,,-0.53
James Trafford,Burnley,Brentford,2023-10-21,False,90,3,3.24,6,0,3,0,0,0.0,1,94479,2.2,0,90.0,0.0,3.78,2.0,Burnley,False,Bournemouth,,0.19
James Trafford,Burnley,Bournemouth,2023-10-28,False,90,2,1.08,4,0,2,0,0,0.0,1,93915,2.0,0,90.0,0.0,3.8,1.0,Burnley,True,Crystal Palace,,0.88
James Trafford,Burnley,Crystal Palace,2023-11-04,True,90,2,1.32,1,0,1,0,0,0.0,1,92954,1.6,0,90.0,0.0,3.55,2.0,Burnley,False,Arsenal,,-0.48
James Trafford,Burnley,Arsenal,2023-11-11,False,90,3,2.03,3,0,2,0,0,0.0,1,90546,1.6,0,90.0,0.0,3.5,1.0,Burnley,True,West Ham,,0.49
James Trafford,Burnley,West Ham,2023-11-25,True,90,2,1.03,2,0,1,0,0,0.0,1,91055,1.8,0,90.0,0.0,3.38,7.0,Burnley,True,Sheffield,,0.68
James Trafford,Burnley,Sheffield,2023-12-02,True,90,0,0.39,3,0,7,0,1,0.0,1,95590,2.6,0,90.0,0.07,3.36,3.0,Burnley,False,Wolverhampton,,-0.52
James Trafford,Burnley,Wolverhampton,2023-12-05,False,90,1,0.83,3,0,3,0,0,0.0,1,97287,2.8,0,90.0,0.07,3.33,7.0,Burnley,False,Brighton,,-0.6
James Trafford,Burnley,Brighton,2023-12-09,False,90,1,2.72,10,0,7,2,0,0.0,1,96376,4.0,0,90.0,0.06,3.75,2.0,Burnley,True,Everton,,0.53
James Trafford,Burnley,Everton,2023-12-16,True,90,2,1.34,4,0,2,0,0,0.0,1,95589,4.0,0,90.0,0.06,3.76,9.0,Burnley,False,Fulham,,0.86
James Trafford,Burnley,Fulham,2023-12-23,False,90,0,1.38,5,0,9,2,1,0.0,1,97793,5.6,0,90.0,0.11,3.83,3.0,Burnley,True,Liverpool,,0.18
