name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Hákon Valdimarsson,Brentford,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,68,0.0,0,0.0,0,0,0.0,Brentford,True,Manchester City,,-0.96
Hákon Valdimarsson,Brentford,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,151,0.0,0,0.0,0,0,0.0,Brentford,False,Wolverhampton,,-0.52
Hákon Valdimarsson,Brentford,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,210,0.0,0,0.0,0,0,0.0,Brentford,True,Liverpool,,0.18
Hákon Valdimarsson,Brentford,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,383,0.0,0,0.0,0,0,0.0,Brentford,False,Manchester City,,-1.32
Hákon Valdimarsson,Brentford,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,383,0.0,0,0.0,0,0,0.0,Brentford,False,West Ham,,-0.22
Hákon Valdimarsson,Brentford,West Ham,2024-02-26,False,0,0,0.0,0,0,0,0,0,0.0,0,397,0.0,0,0.0,0,0,0.0,Brentford,True,Chelsea,,-0.25
Hákon Valdimarsson,Brentford,Chelsea,2024-03-02,True,0,0,0.0,0,0,0,0,0,0.0,0,445,0.0,0,0.0,0,0,0.0,Brentford,False,Arsenal,,-0.48
Hákon Valdimarsson,Brentford,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,449,0.0,0,0.0,0,0,0.0,Brentford,False,Burnley,,0.0
Hákon Valdimarsson,Brentford,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,647,0.0,0,0.0,0,0,0.0,Brentford,True,Manchester United,,0.38
Hákon Valdimarsson,Brentford,Manchester United,2024-03-30,True,0,0,0.0,0,0,0,0,0,0.0,0,545,0.0,0,0.0,0,0,0.0,Brentford,True,Brighton,,-0.66
Hákon Valdimarsson,Brentford,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,567,0.0,0,0.0,0,0,0.0,Brentford,False,Aston Villa,,0.29
Hákon Valdimarsson,Brentford,Aston Villa,2024-04-06,False,0,0,0.0,0,0,0,0,0,0.0,0,616,0.0,0,0.0,0,0,0.0,Brentford,True,Sheffield,,0.68
Hákon Valdimarsson,Brentford,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,646,0.0,0,0.0,0,0,0.0,Brentford,False,Luton,,
Hákon Valdimarsson,Brentford,Luton,,False,0,0,0.0,0,0,0,0,0,,0,731,0.0,0,0.0,0,0,0.0,Brentford,False,Everton,,-0.24
Hákon Valdimarsson,Brentford,Everton,,False,0,0,0.0,0,0,0,0,0,,0,732,0.0,0,0.0,0,0,0.0,Brentford,True,Fulham,,-0.13
Hákon Valdimarsson,Brentford,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,765,0.0,0,0.0,0,0,0.0,Brentford,False,Bournemouth,,0.19
Hákon Valdimarsson,Brentford,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,797,0.0,0,0.0,0,0,0.0,Brentford,True,Newcastle United,,0.55
Hákon Valdimarsson,Brentford,Newcastle United,2024-05-19,True,0,0,0.0,0,0,0,0,0,0.0,0,841,0.0,0,0.0,0,0,0.0,Brentford,True,Crystal Palace,,0.88
