name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Wes Foderingham,Sheffield Utd,Crystal Palace,2023-08-12,True,90,1,2.01,7,0,4,0,0,0.0,1,0.19,4.0,0,90.0,0.0,7.0,0,0,0,1.0,Sheffield Utd,False,Nottingham Forest,,-0.55
Wes Foderingham,Sheffield Utd,Nottingham Forest,2023-08-18,False,90,2,1.36,2,0,1,0,0,0.0,1,0.29,2.5,0,90.0,0.0,4.5,0,0,0,4.0,Sheffield Utd,True,Manchester City,,-0.96
Wes Foderingham,Sheffield Utd,Manchester City,2023-08-27,True,90,2,3.52,7,0,4,1,0,0.0,1,0.26,3.0,0,90.0,0.0,5.33,0,0,0,2.0,Sheffield Utd,True,Everton,,0.53
Wes Foderingham,Sheffield Utd,Everton,2023-09-02,True,90,2,2.59,4,0,2,0,0,0.0,1,0.34,2.75,0,90.0,0.0,5.0,0,0,0,3.0,Sheffield Utd,False,Tottenham,,-0.36
Wes Foderingham,Sheffield Utd,Tottenham,2023-09-16,False,90,2,1.87,8,0,3,1,0,0.0,1,0.3,2.8,0,90.0,0.0,5.6,0,0,0,0.0,Sheffield Utd,True,Newcastle United,,0.55
Wes Foderingham,Sheffield Utd,Newcastle United,2023-09-24,True,90,8,3.94,7,0,0,0,0,0.0,1,0.3,2.0,0,90.0,0.0,5.83,0,0,0,3.0,Sheffield Utd,False,West Ham,,-0.22
Wes Foderingham,Sheffield Utd,West Ham,2023-09-30,False,90,2,2.14,6,0,3,0,0,0.0,1,0.29,2.4,0,90.0,0.0,5.86,0,0,0,0.0,Sheffield Utd,False,Fulham,,0.86
Wes Foderingham,Sheffield Utd,Fulham,2023-10-07,False,90,3,2.14,4,0,0,0,0,0.0,1,0.3,1.6,0,90.0,0.0,5.62,0,0,0,2.0,Sheffield Utd,True,Manchester United,,0.38
Wes Foderingham,Sheffield Utd,Manchester United,2023-10-21,True,90,2,1.05,3,0,2,0,0,0.0,1,0.28,1.6,0,90.0,0.0,5.33,0,0,0,0.0,Sheffield Utd,False,Arsenal,,-0.48
Wes Foderingham,Sheffield Utd,Arsenal,2023-10-28,False,90,5,2.78,2,0,0,0,0,0.0,1,0.28,1.0,0,90.0,0.0,5.0,0,0,0,2.0,Sheffield Utd,True,Wolverhampton,,0.05
Wes Foderingham,Sheffield Utd,Wolverhampton,2023-11-04,True,90,1,1.33,2,0,2,0,0,0.0,1,0.27,1.4,0,90.0,0.0,4.73,0,0,0,5.0,Sheffield Utd,False,Brighton,,-0.6
Wes Foderingham,Sheffield Utd,Brighton,2023-11-12,False,90,1,1.54,5,0,5,2,0,0.0,1,0.27,1.8,0,90.0,0.0,4.75,0,0,0,3.0,Sheffield Utd,True,Bournemouth,,1.22
Wes Foderingham,Sheffield Utd,Bournemouth,2023-11-25,True,90,3,2.71,8,0,3,0,0,0.0,1,0.28,2.4,0,90.0,0.0,5.0,0,0,0,0.0,Sheffield Utd,False,Burnley,,0.0
Wes Foderingham,Sheffield Utd,Burnley,2023-12-02,False,90,5,1.81,2,0,0,0,0,0.0,1,0.31,2.0,0,90.0,0.0,4.79,0,0,0,3.0,Sheffield Utd,True,Liverpool,,0.18
Wes Foderingham,Sheffield Utd,Liverpool,2023-12-06,True,90,2,1.78,6,0,3,0,0,0.0,1,0.28,2.6,0,90.0,0.0,4.87,0,0,0,9.0,Sheffield Utd,True,Brentford,,0.79
Wes Foderingham,Sheffield Utd,Brentford,2023-12-09,True,90,0,0.64,4,0,9,3,1,0.0,1,0.3,4.0,0,90.0,0.06,4.81,0,0,0,2.0,Sheffield Utd,False,Chelsea,,-0.85
Wes Foderingham,Sheffield Utd,Chelsea,2023-12-16,False,90,2,2.75,4,0,2,0,0,0.0,1,0.34,3.4,0,90.0,0.06,4.76,0,0,0,3.0,Sheffield Utd,False,Aston Villa,,0.29
