name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
João Neves Virgínia,Everton,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,50351,0.0,0,0.0,0,0,0.0,Everton,False,Aston Villa,,0.29
João Neves Virgínia,Everton,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,49608,0.0,0,0.0,0,0,0.0,Everton,True,Wolverhampton,,0.05
João Neves Virgínia,Everton,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,45397,0.0,0,0.0,0,0,0.0,Everton,False,Sheffield,,-0.61
João Neves Virgínia,Everton,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,42032,0.0,0,0.0,0,0,0.0,Everton,True,Arsenal,,-0.11
João Neves Virgínia,Everton,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,41084,0.0,0,0.0,0,0,0.0,Everton,False,Brentford,,-0.53
João Neves Virgínia,Everton,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,61885,0.0,0,0.0,0,0,0.0,Everton,True,Luton,,
João Neves Virgínia,Everton,Luton,,True,0,0,0.0,0,0,0,0,0,,0,73953,0.0,0,0.0,0,0,0.0,Everton,True,Bournemouth,,1.22
João Neves Virgínia,Everton,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,71093,0.0,0,0.0,0,0,0.0,Everton,False,Liverpool,,-1.01
João Neves Virgínia,Everton,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,69149,0.0,0,0.0,0,0,0.0,Everton,False,West Ham,,-0.22
João Neves Virgínia,Everton,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,67824,0.0,0,0.0,0,0,0.0,Everton,True,Brighton,,-0.66
