name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ederson Santana de Moraes,Man City,Burnley,2023-08-11,False,90,0,0.3,1,0,6,0,1,0.0,1,1174256,6.0,0,90.0,1.0,1.0,0.31,46,18.08,6.0,Man City,True,Newcastle United,,0.55
Ederson Santana de Moraes,Man City,Newcastle United,2023-08-19,True,90,0,0.29,1,0,6,0,1,0.0,1,1469985,6.0,0,90.0,1.0,1.0,0.31,46,18.08,2.0,Man City,False,Sheffield,,-0.61
Ederson Santana de Moraes,Man City,Sheffield,2023-08-27,False,90,1,0.73,0,0,2,0,0,0.0,1,1771159,4.67,0,90.0,0.67,0.67,0.31,46,18.08,3.0,Man City,True,Fulham,,-0.13
Ederson Santana de Moraes,Man City,Fulham,2023-09-02,True,90,1,1.45,3,0,3,0,0,0.0,1,2001750,4.25,0,90.0,0.5,1.25,0.31,46,18.08,2.0,Man City,False,West Ham,,-0.22
Ederson Santana de Moraes,Man City,West Ham,2023-09-16,False,90,1,0.94,2,0,2,0,0,0.0,1,2068467,3.8,0,90.0,0.4,1.4,0.31,46,18.08,6.0,Man City,True,Nottingham Forest,,1.55
Ederson Santana de Moraes,Man City,Nottingham Forest,2023-09-23,True,90,0,1.03,3,0,6,0,1,0.0,1,2084576,3.8,0,90.0,0.5,1.67,0.31,46,18.08,1.0,Man City,False,Wolverhampton,,-0.52
Ederson Santana de Moraes,Man City,Wolverhampton,2023-09-30,False,90,2,0.44,0,0,1,0,0,0.0,1,2077448,2.8,0,90.0,0.43,1.43,0.31,46,18.08,1.0,Man City,False,Arsenal,,-0.48
Ederson Santana de Moraes,Man City,Arsenal,2023-10-08,False,90,1,0.41,1,0,1,0,0,0.0,1,1957237,2.6,0,90.0,0.38,1.38,0.31,46,18.08,0.0,Man City,True,Brighton,,-0.66
Ederson Santana de Moraes,Man City,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,1927616,2.0,0,80.0,0.38,1.38,0.31,46,18.08,7.0,Man City,False,Manchester United,,-0.63
Ederson Santana de Moraes,Man City,Manchester United,2023-10-29,False,90,0,1.03,3,0,7,0,1,0.0,1,1805538,3.0,0,81.0,0.44,1.56,0.31,46,18.08,2.0,Man City,True,Bournemouth,,1.22
