name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Tom McGill,Brighton,Luton,,True,0,0,0.0,0,0,0,0,0,,0,19151,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Wolverhampton,,-0.52
Tom McGill,Brighton,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,22512,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,West Ham,,0.49
Tom McGill,Brighton,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,21940,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Newcastle United,,0.55
Tom McGill,Brighton,Newcastle United,2023-09-02,True,0,0,0.0,0,0,0,0,0,0.0,0,21621,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Manchester United,,-0.63
Tom McGill,Brighton,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,21817,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Bournemouth,,1.22
Tom McGill,Brighton,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,21541,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Aston Villa,,0.29
Tom McGill,Brighton,Aston Villa,2023-09-30,False,0,0,0.0,0,0,0,0,0,0.65,0,22224,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Liverpool,,0.18
Tom McGill,Brighton,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,27022,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Manchester City,,-1.32
Tom McGill,Brighton,Manchester City,2023-10-21,False,0,0,0.0,0,0,0,0,0,0.05,0,28529,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Fulham,,-0.13
Tom McGill,Brighton,Fulham,2023-10-29,True,0,0,0.0,0,0,0,0,0,0.13,0,29490,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Everton,,-0.24
Tom McGill,Brighton,Everton,2023-11-04,False,0,0,0.0,0,0,0,0,0,0.06,0,30900,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Sheffield,,0.68
Tom McGill,Brighton,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,31076,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Nottingham Forest,,-0.55
Tom McGill,Brighton,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,31409,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Chelsea,,-0.85
Tom McGill,Brighton,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,31894,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Brentford,,0.79
Tom McGill,Brighton,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,31654,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Burnley,,0.39
Tom McGill,Brighton,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,31305,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Arsenal,,-0.48
Tom McGill,Brighton,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,30941,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Crystal Palace,,0.38
Tom McGill,Brighton,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,30736,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Tottenham,,0.69
Tom McGill,Brighton,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,30433,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,West Ham,,-0.22
Tom McGill,Brighton,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,30141,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Wolverhampton,,0.05
Tom McGill,Brighton,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,29129,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Luton,,
Tom McGill,Brighton,Luton,2024-01-30,False,0,0,0.0,0,0,0,0,0,0.02,0,28868,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,True,Crystal Palace,,0.88
Tom McGill,Brighton,Crystal Palace,2024-02-03,True,0,0,0.0,0,0,0,0,0,0.09,0,28700,0.0,0,0.0,0,0,0,0,0.0,0.0,Brighton,False,Tottenham,,-0.36
