name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Gabriel Słonina,Chelsea,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,6837,0.0,0,0.0,0,0,0.0,Chelsea,False,West Ham,,-0.22
Gabriel Słonina,Chelsea,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,5353,0.0,0,0.0,0,0,0.0,Chelsea,True,Luton,,
Gabriel Słonina,Chelsea,Luton,,True,0,0,0.0,0,0,0,0,0,,0,4820,0.0,0,0.0,0,0,0.0,Chelsea,True,Nottingham Forest,,1.55
Gabriel Słonina,Chelsea,Nottingham Forest,,True,0,0,0.0,0,0,0,0,0,,0,4348,0.0,0,0.0,0,0,0.0,Chelsea,False,Bournemouth,,0.19
Gabriel Słonina,Chelsea,Bournemouth,2023-09-17,False,0,0,0.0,0,0,0,0,0,0.0,0,4121,0.0,0,0.0,0,0,0.0,Chelsea,True,Aston Villa,,0.64
Gabriel Słonina,Chelsea,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,3945,0.0,0,0.0,0,0,0.0,Chelsea,False,Fulham,,0.86
Gabriel Słonina,Chelsea,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,3767,0.0,0,0.0,0,0,0.0,Chelsea,False,Burnley,,0.0
Gabriel Słonina,Chelsea,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,3558,0.0,0,0.0,0,0,0.0,Chelsea,True,Arsenal,,-0.11
Gabriel Słonina,Chelsea,Arsenal,2023-10-21,True,0,0,0.0,0,0,0,0,0,0.22,0,3468,0.0,0,0.0,0,0,0.0,Chelsea,True,Brentford,,0.79
Gabriel Słonina,Chelsea,Brentford,2023-10-28,True,0,0,0.0,0,0,0,0,0,0.23,0,3348,0.0,0,0.0,0,0,0.0,Chelsea,False,Tottenham,,-0.36
Gabriel Słonina,Chelsea,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,3267,0.0,0,0.0,0,0,0.0,Chelsea,True,Manchester City,,-0.96
Gabriel Słonina,Chelsea,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,3197,0.0,0,0.0,0,0,0.0,Chelsea,False,Newcastle United,,-0.41
Gabriel Słonina,Chelsea,Newcastle United,2023-11-25,False,0,0,0.0,0,0,0,0,0,0.07,0,3108,0.0,0,0.0,0,0,0.0,Chelsea,True,Brighton,,-0.66
Gabriel Słonina,Chelsea,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,3047,0.0,0,0.0,0,0,0.0,Chelsea,False,Manchester United,,-0.63
Gabriel Słonina,Chelsea,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,3007,0.0,0,0.0,0,0,0.0,Chelsea,False,Everton,,-0.24
Gabriel Słonina,Chelsea,Everton,,False,0,0,0.0,0,0,0,0,0,,0,2958,0.0,0,0.0,0,0,0.0,Chelsea,True,Sheffield,,0.68
Gabriel Słonina,Chelsea,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,2904,0.0,0,0.0,0,0,0.0,Chelsea,False,Wolverhampton,,-0.52
Gabriel Słonina,Chelsea,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,2874,0.0,0,0.0,0,0,0.0,Chelsea,True,Crystal Palace,,0.88
Gabriel Słonina,Chelsea,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,2851,0.0,0,0.0,0,0,0.0,Chelsea,False,Luton,,
Gabriel Słonina,Chelsea,Luton,,False,0,0,0.0,0,0,0,0,0,,0,2815,0.0,0,0.0,0,0,0.0,Chelsea,True,Fulham,,-0.13
Gabriel Słonina,Chelsea,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,2741,0.0,0,0.0,0,0,0.0,Chelsea,False,Liverpool,,-1.01
Gabriel Słonina,Chelsea,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,2708,0.0,0,0.0,0,0,0.0,Chelsea,True,Wolverhampton,,0.05
Gabriel Słonina,Chelsea,Wolverhampton,2024-02-04,True,0,0,0.0,0,0,0,0,0,0.56,0,2698,0.0,0,0.0,0,0,0.0,Chelsea,False,Crystal Palace,,0.38
Gabriel Słonina,Chelsea,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,2683,0.0,0,0.0,0,0,0.0,Chelsea,False,Manchester City,,-1.32
