name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Lawrence Vigouroux,Burnley,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,20116,0.0,0,0.0,0,0,0.0,Burnley,True,Aston Villa,,0.64
Lawrence Vigouroux,Burnley,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,22118,0.0,0,0.0,0,0,0.0,Burnley,True,Tottenham,,0.69
Lawrence Vigouroux,Burnley,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,21656,0.0,0,0.0,0,0,0.0,Burnley,False,Nottingham Forest,,-0.55
Lawrence Vigouroux,Burnley,Nottingham Forest,,False,0,0,0.0,0,0,0,0,0,,0,21462,0.0,0,0.0,0,0,0.0,Burnley,True,Manchester United,,0.38
Lawrence Vigouroux,Burnley,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,21061,0.0,0,0.0,0,0,0.0,Burnley,False,Newcastle United,,-0.41
Lawrence Vigouroux,Burnley,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,20643,0.0,0,0.0,0,0,0.0,Burnley,False,Luton,,
Lawrence Vigouroux,Burnley,Luton,,False,0,0,0.0,0,0,0,0,0,,0,20643,0.0,0,0.0,0,0,0.0,Burnley,True,Chelsea,,-0.25
Lawrence Vigouroux,Burnley,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,20053,0.0,0,0.0,0,0,0.0,Burnley,False,Brentford,,-0.53
Lawrence Vigouroux,Burnley,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,19870,0.0,0,0.0,0,0,0.0,Burnley,False,Bournemouth,,0.19
Lawrence Vigouroux,Burnley,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,19492,0.0,0,0.0,0,0,0.0,Burnley,True,Crystal Palace,,0.88
Lawrence Vigouroux,Burnley,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,19366,0.0,0,0.0,0,0,0.0,Burnley,False,Arsenal,,-0.48
Lawrence Vigouroux,Burnley,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,19178,0.0,0,0.0,0,0,0.0,Burnley,True,West Ham,,0.49
Lawrence Vigouroux,Burnley,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,19101,0.0,0,0.0,0,0,0.0,Burnley,True,Sheffield,,0.68
Lawrence Vigouroux,Burnley,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,18845,0.0,0,0.0,0,0,0.0,Burnley,False,Wolverhampton,,-0.52
Lawrence Vigouroux,Burnley,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,23276,0.0,0,0.0,0,0,0.0,Burnley,False,Brighton,,-0.6
Lawrence Vigouroux,Burnley,Brighton,2023-12-09,False,0,0,0.0,0,0,0,0,0,0.0,0,27092,0.0,0,0.0,0,0,0.0,Burnley,True,Everton,,0.53
Lawrence Vigouroux,Burnley,Everton,,True,0,0,0.0,0,0,0,0,0,,0,30959,0.0,0,0.0,0,0,0.0,Burnley,False,Fulham,,0.86
Lawrence Vigouroux,Burnley,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,30983,0.0,0,0.0,0,0,0.0,Burnley,True,Liverpool,,0.18
Lawrence Vigouroux,Burnley,Liverpool,2023-12-26,True,0,0,0.0,0,0,0,0,0,0.0,0,29558,0.0,0,0.0,0,0,0.0,Burnley,False,Aston Villa,,0.29
Lawrence Vigouroux,Burnley,Aston Villa,2023-12-30,False,0,0,0.0,0,0,0,0,0,0.0,0,29183,0.0,0,0.0,0,0,0.0,Burnley,True,Luton,,
Lawrence Vigouroux,Burnley,Luton,,True,0,0,0.0,0,0,0,0,0,,0,28089,0.0,0,0.0,0,0,0.0,Burnley,False,Manchester City,,-1.32
Lawrence Vigouroux,Burnley,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,27724,0.0,0,0.0,0,0,0.0,Burnley,True,Fulham,,-0.13
