name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ethan Horvath,Nott'm Forest,Arsenal,,False,0,0,0.0,0,0,0,0,0,,0,11308,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Sheffield,,0.68
Ethan Horvath,Nott'm Forest,Sheffield,,True,0,0,0.0,0,0,0,0,0,,0,12439,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Manchester United,,-0.63
Ethan Horvath,Nott'm Forest,Manchester United,,False,0,0,0.0,0,0,0,0,0,,0,11912,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Chelsea,,-0.85
Ethan Horvath,Nott'm Forest,Chelsea,,False,0,0,0.0,0,0,0,0,0,,0,11711,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Burnley,,0.39
Ethan Horvath,Nott'm Forest,Burnley,,True,0,0,0.0,0,0,0,0,0,,0,11563,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Manchester City,,-1.32
Ethan Horvath,Nott'm Forest,Manchester City,,False,0,0,0.0,0,0,0,0,0,,0,11240,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Brentford,,0.79
Ethan Horvath,Nott'm Forest,Brentford,,True,0,0,0.0,0,0,0,0,0,,0,10875,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Crystal Palace,,0.38
Ethan Horvath,Nott'm Forest,Crystal Palace,,False,0,0,0.0,0,0,0,0,0,,0,10645,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Luton,,
Ethan Horvath,Nott'm Forest,Luton,,True,0,0,0.0,0,0,0,0,0,,0,10572,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Liverpool,,-1.01
Ethan Horvath,Nott'm Forest,Liverpool,,False,0,0,0.0,0,0,0,0,0,,0,10356,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Aston Villa,,0.64
Ethan Horvath,Nott'm Forest,Aston Villa,,True,0,0,0.0,0,0,0,0,0,,0,10231,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,West Ham,,-0.22
Ethan Horvath,Nott'm Forest,West Ham,,False,0,0,0.0,0,0,0,0,0,,0,10174,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Brighton,,-0.66
Ethan Horvath,Nott'm Forest,Brighton,,True,0,0,0.0,0,0,0,0,0,,0,10089,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Everton,,0.53
Ethan Horvath,Nott'm Forest,Everton,,True,0,0,0.0,0,0,0,0,0,,0,10038,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Fulham,,0.86
Ethan Horvath,Nott'm Forest,Fulham,,False,0,0,0.0,0,0,0,0,0,,0,9952,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Wolverhampton,,-0.52
Ethan Horvath,Nott'm Forest,Wolverhampton,,False,0,0,0.0,0,0,0,0,0,,0,9923,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Tottenham,,0.69
Ethan Horvath,Nott'm Forest,Tottenham,,True,0,0,0.0,0,0,0,0,0,,0,9886,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Bournemouth,,1.22
Ethan Horvath,Nott'm Forest,Bournemouth,,True,0,0,0.0,0,0,0,0,0,,0,9826,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Newcastle United,,-0.41
Ethan Horvath,Nott'm Forest,Newcastle United,,False,0,0,0.0,0,0,0,0,0,,0,9774,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Manchester United,,0.38
Ethan Horvath,Nott'm Forest,Manchester United,,True,0,0,0.0,0,0,0,0,0,,0,9701,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Brentford,,-0.53
Ethan Horvath,Nott'm Forest,Brentford,,False,0,0,0.0,0,0,0,0,0,,0,9630,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Arsenal,,-0.11
Ethan Horvath,Nott'm Forest,Arsenal,,True,0,0,0.0,0,0,0,0,0,,0,9685,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Bournemouth,,0.19
Ethan Horvath,Nott'm Forest,Bournemouth,,False,0,0,0.0,0,0,0,0,0,,0,9669,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Newcastle United,,0.55
Ethan Horvath,Nott'm Forest,Newcastle United,,True,0,0,0.0,0,0,0,0,0,,0,9393,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,West Ham,,0.49
Ethan Horvath,Nott'm Forest,West Ham,,True,0,0,0.0,0,0,0,0,0,,0,9136,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Aston Villa,,0.29
Ethan Horvath,Nott'm Forest,Aston Villa,,False,0,0,0.0,0,0,0,0,0,,0,8973,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Liverpool,,0.18
Ethan Horvath,Nott'm Forest,Liverpool,,True,0,0,0.0,0,0,0,0,0,,0,8905,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Brighton,,-0.6
Ethan Horvath,Nott'm Forest,Brighton,,False,0,0,0.0,0,0,0,0,0,,0,8776,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Luton,,
Ethan Horvath,Nott'm Forest,Luton,,False,0,0,0.0,0,0,0,0,0,,0,8636,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Crystal Palace,,0.88
Ethan Horvath,Nott'm Forest,Crystal Palace,,True,0,0,0.0,0,0,0,0,0,,0,8640,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Fulham,,-0.13
Ethan Horvath,Nott'm Forest,Fulham,,True,0,0,0.0,0,0,0,0,0,,0,8598,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Tottenham,,-0.36
Ethan Horvath,Nott'm Forest,Tottenham,,False,0,0,0.0,0,0,0,0,0,,0,8526,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Wolverhampton,,0.05
Ethan Horvath,Nott'm Forest,Wolverhampton,,True,0,0,0.0,0,0,0,0,0,,0,8466,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Everton,,-0.24
Ethan Horvath,Nott'm Forest,Everton,,False,0,0,0.0,0,0,0,0,0,,0,8399,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Manchester City,,-0.96
Ethan Horvath,Nott'm Forest,Manchester City,,True,0,0,0.0,0,0,0,0,0,,0,8373,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Sheffield,,-0.61
Ethan Horvath,Nott'm Forest,Sheffield,,False,0,0,0.0,0,0,0,0,0,,0,8328,0.0,0,0.0,0,0,0.0,Nott'm Forest,True,Chelsea,,-0.25
Ethan Horvath,Nott'm Forest,Chelsea,,True,0,0,0.0,0,0,0,0,0,,0,8262,0.0,0,0.0,0,0,0.0,Nott'm Forest,False,Burnley,,0.0
Ethan Horvath,Nott'm Forest,Burnley,,False,0,0,0.0,0,0,0,0,0,,0,8202,0.0,0,0.0,0,0,,Nott'm Forest,True,Bournemouth,,1.22
