name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jakub Stolarczyk,Leicester,Tottenham,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Fulham,,0.53
Jakub Stolarczyk,Leicester,Fulham,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Aston Villa,,0.66
Jakub Stolarczyk,Leicester,Aston Villa,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Crystal Palace,,0.2
Jakub Stolarczyk,Leicester,Crystal Palace,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Everton,,0.61
Jakub Stolarczyk,Leicester,Everton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Arsenal,,-0.56
Jakub Stolarczyk,Leicester,Arsenal,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Bournemouth,,0.84
Jakub Stolarczyk,Leicester,Bournemouth,2024-10-05,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,False,Southampton,,-0.31
Jakub Stolarczyk,Leicester,Southampton,2024-10-19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester,True,Nottingham Forest,,1.2
Jakub Stolarczyk,Leicester,Nottingham Forest,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Leicester,False,Ipswich Town,,
,Leicester,,,,,,,,,,,,,,,,,,,,,,Leicester,False,Manchester United,,-0.41
,Leicester,,,,,,,,,,,,,,,,,,,,,,Leicester,True,Chelsea,,0.0
