name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Filip Marschall,Aston Villa,West Ham,2024-08-17,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Arsenal,,-0.32
Filip Marschall,Aston Villa,Arsenal,2024-08-24,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.63,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,False,Leicester City,,-0.22
Filip Marschall,Aston Villa,Leicester City,2024-08-31,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Everton,,0.61
Filip Marschall,Aston Villa,Everton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Wolverhampton,,-0.08
Filip Marschall,Aston Villa,Wolverhampton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,False,Ipswich Town,,
Filip Marschall,Aston Villa,Ipswich Town,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Manchester United,,0.39
Filip Marschall,Aston Villa,Manchester United,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,False,Fulham,,0.53
Filip Marschall,Aston Villa,Fulham,2024-10-19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston Villa,True,Bournemouth,,0.84
Filip Marschall,Aston Villa,Bournemouth,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Aston Villa,False,Tottenham,,-0.3
,Aston Villa,,,,,,,,,,,,,,,,,,,,,,Aston Villa,False,Liverpool,,-1.08
,Aston Villa,,,,,,,,,,,,,,,,,,,,,,Aston Villa,True,Crystal Palace,,0.88
