name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Alex McCarthy,Southampton,Newcastle United,2024-08-17,False,90.0,1.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,90.0,0.0,0.0,4.0,Southampton,True,Nottingham Forest,3.03,1.2
Alex McCarthy,Southampton,Nottingham Forest,2024-08-24,True,90.0,1.0,2.45,7.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,90.0,0.0,3.5,0.0,Southampton,False,Brentford,4.79,-0.15
Alex McCarthy,Southampton,Brentford,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,60.0,0.0,3.5,0.0,Southampton,True,Manchester United,1.12,0.39
Alex McCarthy,Southampton,Manchester United,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,0.0,45.0,0.0,3.5,0.0,Southampton,True,Ipswich Town,,
Alex McCarthy,Southampton,Ipswich Town,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.2,0.0,36.0,0.0,3.5,0.0,Southampton,False,Bournemouth,-0.76,-0.04
Alex McCarthy,Southampton,Bournemouth,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.8,0.0,30.0,0.0,3.5,0.0,Southampton,False,Arsenal,0.71,-0.56
Alex McCarthy,Southampton,Arsenal,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.71,0.0,3.5,0.0,Southampton,True,Leicester City,-1.16,0.47
Alex McCarthy,Southampton,Leicester City,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,22.5,0.0,3.5,0.0,Southampton,False,Manchester City,3.44,-1.51
Alex McCarthy,Southampton,Manchester City,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,20.0,0.0,3.5,,,,,,
,Southampton,,,,,,,,,,,,,,,,,,,,Southampton,True,Everton,0.11,0.61
,Southampton,,,,,,,,,,,,,,,,,,,,Southampton,False,Wolverhampton,2.86,-0.53
,Southampton,,,,,,,,,,,,,,,,,,,,Southampton,True,Liverpool,-0.47,0.24
