name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,clean_sheet_probability,saves_per_game,last_season_penalties_saved,last_season_expected_goals_conceded,last_season_clean_sheet_probability,last_season_total_saves,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Arijanet Muric,Ipswich,Liverpool,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,,False,0.0,0.0,0.0,1.0,20.43,0.0,64.0,0.0,Ipswich,False,Manchester City,,-1.51
Arijanet Muric,Ipswich,Manchester City,2024-08-24,False,90.0,4.0,3.34,1.0,0.0,0.0,0.0,False,0.0,True,0.0,0.0,0.5,1.0,20.43,0.0,64.0,3.0,Ipswich,True,Fulham,,0.27
Arijanet Muric,Ipswich,Fulham,2024-08-31,True,90.0,1.0,0.95,3.0,0.0,3.0,0.0,False,0.0,True,0.0,0.0,1.33,1.0,20.43,0.0,64.0,11.0,Ipswich,False,Brighton,,-0.61
Arijanet Muric,Ipswich,Brighton,2024-09-14,False,90.0,0.0,1.66,6.0,0.0,11.0,3.0,True,0.0,True,1.0,0.33,2.5,1.0,20.43,0.0,64.0,2.0,Ipswich,False,Southampton,,-0.31
Arijanet Muric,Ipswich,Southampton,2024-09-21,False,90.0,1.0,2.49,2.0,0.0,2.0,0.0,False,0.0,True,3.5,0.25,2.4,1.0,20.43,0.0,64.0,1.0,Ipswich,True,Aston Villa,,0.66
Arijanet Muric,Ipswich,Aston Villa,2024-09-29,True,90.0,2.0,0.82,1.0,0.0,1.0,0.0,False,0.0,True,3.2,0.2,2.17,1.0,20.43,0.0,64.0,2.0,Ipswich,False,West Ham,,-0.34
Arijanet Muric,Ipswich,West Ham,2024-10-05,False,90.0,4.0,3.79,8.0,0.0,2.0,0.0,False,0.0,True,3.4,0.17,3.0,1.0,20.43,0.0,64.0,3.0,Ipswich,True,Everton,,0.61
Arijanet Muric,Ipswich,Everton,2024-10-19,True,90.0,2.0,1.74,6.0,0.0,3.0,0.0,False,0.0,True,3.8,0.14,3.38,1.0,20.43,0.0,64.0,2.0,Ipswich,False,Brentford,,-0.15
Arijanet Muric,Ipswich,Brentford,2024-10-26,False,90.0,4.0,4.11,7.0,0.0,2.0,0.0,False,0.0,True,3.8,0.12,3.78,1.0,20.43,0.0,64.0,,Ipswich,True,Leicester City,,0.47
,Ipswich,,,,,,,,,,,,,,,,,,,,,,Ipswich,False,Tottenham,,-0.3
,Ipswich,,,,,,,,,,,,,,,,,,,,,,Ipswich,True,Manchester United,,0.39
