name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jason Steele,Brighton,Everton,2024-08-17,False,90.0,0.0,0.45,1.0,0.0,7.0,1.0,1.0,0.0,1.0,7.0,0.0,90.0,1.0,1.0,0.12,43.0,24.86,2.0,Brighton,True,Manchester United,-2.4,0.39
Jason Steele,Brighton,Manchester United,2024-08-24,True,90.0,1.0,1.43,2.0,0.0,2.0,0.0,0.0,0.0,1.0,4.5,0.0,90.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,False,Arsenal,-1.78,-0.56
Jason Steele,Brighton,Arsenal,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,60.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Ipswich Town,,
Jason Steele,Brighton,Ipswich Town,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.25,0.0,45.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Nottingham Forest,-0.8,1.2
Jason Steele,Brighton,Nottingham Forest,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.8,0.0,36.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,False,Chelsea,-0.59,-0.9
Jason Steele,Brighton,Chelsea,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.4,0.0,30.0,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Tottenham,-0.36,0.74
Jason Steele,Brighton,Tottenham,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,25.71,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,False,Newcastle United,1.9,-0.44
Jason Steele,Brighton,Newcastle United,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,22.5,0.5,1.5,0.12,43.0,24.86,0.0,Brighton,True,Wolverhampton,-1.51,-0.08
Jason Steele,Brighton,Wolverhampton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,20.0,0.5,1.5,0.12,43.0,24.86,,,,,,
,Brighton,,,,,,,,,,,,,,,,,,,,,,,Brighton,False,Liverpool,-1.55,-1.08
,Brighton,,,,,,,,,,,,,,,,,,,,,,,Brighton,True,Manchester City,2.39,-1.18
,Brighton,,,,,,,,,,,,,,,,,,,,,,,Brighton,False,Bournemouth,0.25,-0.04
