name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Łukasz Fabiański,West Ham,Aston Villa,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West Ham,False,Crystal Palace,0.59,0.2
Łukasz Fabiański,West Ham,Crystal Palace,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,West Ham,True,Manchester City,1.25,-1.18
Łukasz Fabiański,West Ham,Manchester City,2024-08-31,True,45.0,1.0,1.29,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,15.0,0.0,2.0,0.0,West Ham,False,Fulham,1.3,0.53
Łukasz Fabiański,West Ham,Fulham,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,11.25,0.0,2.0,0.0,West Ham,True,Chelsea,-2.62,0.0
Łukasz Fabiański,West Ham,Chelsea,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,9.0,0.0,2.0,0.0,West Ham,False,Brentford,3.32,-0.15
Łukasz Fabiański,West Ham,Brentford,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,7.5,0.0,2.0,0.0,West Ham,True,Ipswich Town,,
Łukasz Fabiański,West Ham,Ipswich Town,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,6.43,0.0,2.0,0.0,West Ham,False,Tottenham,1.24,-0.3
Łukasz Fabiański,West Ham,Tottenham,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.62,0.0,2.0,3.0,West Ham,True,Manchester United,-1.91,0.39
Łukasz Fabiański,West Ham,Manchester United,2024-10-27,True,90.0,1.0,2.12,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.6,0.0,15.0,0.0,3.0,,,,,,
,West Ham,,,,,,,,,,,,,,,,,,,,West Ham,False,Nottingham Forest,2.77,-0.54
,West Ham,,,,,,,,,,,,,,,,,,,,West Ham,True,Everton,-1.58,0.61
,West Ham,,,,,,,,,,,,,,,,,,,,West Ham,False,Newcastle United,-0.16,-0.44
