Opponent,Home Difficulty,Away Difficulty
Arsenal,,2.212843735965989
Aston Villa,,-2.6162824486493204
Bournemouth,-2.6893707423982662,
Brentford,3.7178439101583143,
Brighton,1.3898778145479307,
Burnley,,0.7877120175871334
Chelsea,-1.669757847917654,-1.2244500054236926
Crystal Palace,1.8329194332881316,
Everton,,-0.007887364399365104
Fulham,-5.993014485776886,
Leeds United,-1.1502796903792776,
Leicester City,,-1.6153480654705414
Liverpool,-1.9605606178895303,-1.0799683577218402
Luton,,
Manchester City,2.495148619022766,3.9500325377958885
Manchester United,2.786557475986267,1.279754573471479
Newcastle United,,-0.7508094537584333
Norwich,,
Nottingham Forest,,1.5034873307522554
Sheffield,,
Southampton,3.837799643959035,0.6247715948323299
Tottenham,-2.0833887002951306,
Watford,,-4.067607935124212
Wolverhampton,-3.7722181672215105,2.783189004330896
