name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rodrigo Muniz Carvalho,Fulham,Liverpool,2022-08-06,True,0,1.0,0.14,0.0,0.0,0,3.0,0.0,0.0,0,0,10991,0.0,0.14,0.0,0.0,Fulham,False,Wolverhampton,,-0.46
Rodrigo Muniz Carvalho,Fulham,Wolverhampton,2022-08-13,False,0,2.0,1.42,0.0,0.42,0,5.0,3.0,0.0,0,0,11995,0.0,0.78,0.0,0.0,Fulham,True,Brentford,,0.69
Rodrigo Muniz Carvalho,Fulham,Brentford,,True,0,,,,,0,,,0.0,0,0,11672,0.0,0.52,0.0,0.0,Fulham,False,Arsenal,,-0.0
Rodrigo Muniz Carvalho,Fulham,Arsenal,2022-08-27,False,0,0.0,0.24,0.0,0.0,0,5.0,0.0,0.0,0,0,9000,0.0,0.45,0.0,0.0,Fulham,True,Brighton,,-0.71
Rodrigo Muniz Carvalho,Fulham,Brighton,2022-08-30,True,0,0.0,0.05,0.0,0.0,0,1.0,0.0,0.0,0,0,7116,0.0,0.37,0.0,0.0,Fulham,False,Tottenham,,-0.03
Rodrigo Muniz Carvalho,Fulham,Tottenham,,False,0,,,,,0,,,0.0,0,0,5732,0.0,0.34,0.0,0.0,Fulham,False,Nottingham Forest,,
Rodrigo Muniz Carvalho,Fulham,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,4881,0.0,0.06,0.0,0.0,Fulham,True,Newcastle United,,0.73
Rodrigo Muniz Carvalho,Fulham,Newcastle United,,True,0,,,,,0,,,0.0,0,0,4628,0.0,0.06,0.0,0.0,Fulham,False,West Ham,,0.14
Rodrigo Muniz Carvalho,Fulham,West Ham,2022-10-09,False,0,0.0,0.02,0.0,0.23,0,1.0,3.0,0.0,0,0,4401,0.0,0.01,0.0,0.0,Fulham,True,Bournemouth,,1.46
Rodrigo Muniz Carvalho,Fulham,Bournemouth,,True,0,,,,,0,,,0.0,0,0,4277,0.0,0.0,0.0,0.0,Fulham,True,Aston Villa,,0.55
Rodrigo Muniz Carvalho,Fulham,Aston Villa,2022-10-20,True,0,0.0,0.09,0.0,0.0,0,2.0,0.0,0.0,0,0,4174,0.0,0.02,0.0,0.0,Fulham,False,Leicester City,,-0.05
Rodrigo Muniz Carvalho,Fulham,Leicester City,2022-10-23,False,0,1.0,0.84,0.0,0.0,0,3.0,0.0,0.0,0,0,4128,0.0,0.19,0.0,0.0,Fulham,True,Everton,,0.34
Rodrigo Muniz Carvalho,Fulham,Everton,2022-10-29,True,0,1.0,0.77,0.0,0.14,0,2.0,2.0,0.0,0,0,4047,0.0,0.34,0.0,0.0,Fulham,False,Manchester City,,-1.26
