name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Alexander Isak,Newcastle,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,43144,0.0,0.0,0.0,7.0,Newcastle,False,Liverpool,,-1.33
Alexander Isak,Newcastle,Liverpool,2022-08-31,False,63,1.0,0.44,0.0,0.0,7,2.0,0.0,5.3,1,0,107285,3.5,0.22,31.5,2.0,Newcastle,True,Crystal Palace,,0.81
Alexander Isak,Newcastle,Crystal Palace,2022-09-03,True,90,0.0,1.14,0.0,0.11,2,3.0,1.0,9.6,0,0,369620,3.0,0.53,51.0,9.0,Newcastle,True,Bournemouth,,1.46
Alexander Isak,Newcastle,Bournemouth,2022-09-17,True,90,1.0,0.86,0.0,0.06,9,3.0,2.0,12.9,3,0,828265,4.5,0.61,60.75,0.0,Newcastle,False,Fulham,,1.37
Alexander Isak,Newcastle,Fulham,,False,0,,,,,0,,,0.0,0,0,504830,3.6,0.49,48.6,0.0,Newcastle,True,Brentford,,0.69
Alexander Isak,Newcastle,Brentford,,True,0,,,,,0,,,0.0,0,0,298790,3.6,0.49,40.5,0.0,Newcastle,False,Manchester United,,-0.1
Alexander Isak,Newcastle,Manchester United,,False,0,,,,,0,,,0.0,0,0,211233,2.2,0.4,34.71,0.0,Newcastle,True,Everton,,0.34
Alexander Isak,Newcastle,Everton,,True,0,,,,,0,,,0.0,0,0,155904,1.8,0.17,30.38,0.0,Newcastle,False,Tottenham,,-0.03
Alexander Isak,Newcastle,Tottenham,,False,0,,,,,0,,,0.0,0,0,144501,0.0,0.0,27.0,0.0,Newcastle,True,Aston Villa,,0.55
Alexander Isak,Newcastle,Aston Villa,,True,0,,,,,0,,,0.0,0,0,125123,0.0,0.0,24.3,0.0,Newcastle,False,Southampton,,-1.07
Alexander Isak,Newcastle,Southampton,,False,0,,,,,0,,,0.0,0,0,114559,0.0,0.0,22.09,0.0,Newcastle,True,Chelsea,,-0.25
Alexander Isak,Newcastle,Chelsea,,True,0,,,,,0,,,0.0,0,0,110505,0.0,0.0,20.25,0.0,Newcastle,False,Leeds United,,-0.8
Alexander Isak,Newcastle,Leeds United,,False,0,,,,,0,,,0.0,0,0,113015,0.0,0.0,18.69,0.0,Newcastle,True,Leicester City,,0.83
Alexander Isak,Newcastle,Leicester City,,True,0,,,,,0,,,0.0,0,0,110161,0.0,0.0,17.36,0.0,Newcastle,False,Arsenal,,-0.0
Alexander Isak,Newcastle,Arsenal,,False,0,,,,,0,,,0.0,0,0,107330,0.0,0.0,16.2,8.0,Newcastle,True,Fulham,,-0.3
Alexander Isak,Newcastle,Fulham,2023-01-15,True,19,1.0,0.68,0.0,0.07,8,1.0,1.0,8.1,3,0,119393,1.6,0.14,16.38,1.0,Newcastle,False,Crystal Palace,,0.13
Alexander Isak,Newcastle,Crystal Palace,2023-01-21,False,21,0.0,0.41,0.0,0.0,1,1.0,0.0,3.6,0,0,201103,1.8,0.22,16.65,0.0,Newcastle,True,West Ham,,0.63
Alexander Isak,Newcastle,West Ham,,True,0,,,,,0,,,0.0,0,0,183960,1.8,0.22,15.72,2.0,Newcastle,False,Bournemouth,,0.19
Alexander Isak,Newcastle,Bournemouth,2023-02-11,False,90,0.0,0.09,0.0,0.06,2,2.0,2.0,6.9,0,1,162978,2.2,0.24,19.63,2.0,Newcastle,True,Liverpool,,-0.53
Alexander Isak,Newcastle,Liverpool,2023-02-18,True,63,0.0,0.05,0.0,0.0,2,1.0,0.0,2.0,0,1,162948,2.6,0.25,21.8,1.0,Newcastle,False,Manchester City,,-1.26
Alexander Isak,Newcastle,Manchester City,2023-03-04,False,28,0.0,0.12,0.0,0.0,1,2.0,0.0,5.2,0,0,155196,1.2,0.14,22.1,7.0,Newcastle,True,Wolverhampton,,-0.48
Alexander Isak,Newcastle,Wolverhampton,2023-03-12,True,67,1.0,0.34,0.0,0.0,7,4.0,0.0,8.9,2,1,158326,2.4,0.12,24.14,13.0,Newcastle,False,Nottingham Forest,,
Alexander Isak,Newcastle,Nottingham Forest,2023-03-17,False,90,2.0,1.59,0.0,0.01,13,5.0,1.0,15.9,3,1,265234,5.0,0.44,27.0,2.0,Newcastle,True,Manchester United,,0.38
Alexander Isak,Newcastle,Manchester United,2023-04-02,True,79,0.0,0.26,0.0,0.21,2,3.0,3.0,9.5,0,1,723926,5.0,0.47,29.17,6.0,Newcastle,False,West Ham,,0.14
Alexander Isak,Newcastle,West Ham,2023-04-05,False,26,1.0,0.23,0.0,0.0,6,1.0,0.0,4.8,1,0,723926,5.8,0.51,29.04,5.0,Newcastle,False,Brentford,,-0.55
Alexander Isak,Newcastle,Brentford,2023-04-08,False,86,1.0,0.4,0.0,0.0,5,2.0,0.0,6.5,0,1,669127,6.6,0.56,31.23,2.0,Newcastle,False,Aston Villa,,0.59
Alexander Isak,Newcastle,Aston Villa,2023-04-15,False,90,0.0,0.09,0.0,0.0,2,2.0,0.0,4.3,0,1,727476,5.6,0.51,33.41,13.0,Newcastle,True,Tottenham,,1.07
Alexander Isak,Newcastle,Tottenham,2023-04-23,True,65,2.0,0.74,0.0,0.0,13,4.0,0.0,11.9,3,1,743162,5.6,0.34,34.54,1.0,Newcastle,False,Everton,,-0.63
Alexander Isak,Newcastle,Everton,2023-04-27,False,16,0.0,0.15,0.0,0.0,1,2.0,0.0,0.0,0,0,1029718,5.4,0.32,33.9,7.0,Newcastle,True,Southampton,,-0.38
Alexander Isak,Newcastle,Southampton,2023-04-30,True,90,0.0,0.0,1.0,1.09,7,0.0,3.0,7.9,2,1,1160680,5.6,0.48,35.77,2.0,Newcastle,True,Arsenal,,0.36
Alexander Isak,Newcastle,Arsenal,2023-05-07,True,90,0.0,0.52,0.0,0.11,2,2.0,1.0,3.8,0,1,1246342,5.0,0.5,37.52,5.0,Newcastle,False,Leicester City,,-0.05
Alexander Isak,Newcastle,Leicester City,2023-05-13,False,90,0.0,0.05,0.0,0.0,5,1.0,0.0,2.7,0,1,1779198,5.6,0.49,39.16,2.0,Newcastle,True,Brighton,,-0.71
Alexander Isak,Newcastle,Brighton,2023-05-18,True,90,0.0,0.14,0.0,0.03,2,3.0,1.0,4.8,0,1,1779198,3.4,0.37,40.7,1.0,Newcastle,True,Leeds United,,-0.79
Alexander Isak,Newcastle,Leeds United,2023-05-22,True,90,0.0,0.26,0.0,0.0,1,4.0,0.0,4.3,0,1,1561026,3.4,0.39,42.15,2.0,Newcastle,False,Chelsea,,-0.72
Alexander Isak,Newcastle,Chelsea,2023-05-28,False,87,0.0,0.22,0.0,0.0,2,3.0,0.0,0.0,0,1,1431569,2.4,0.24,43.43,13.0,Newcastle,True,Aston Villa,,0.55
