name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Eddie Nketiah,Arsenal,Crystal Palace,2022-08-05,False,7,0.0,0.0,0.0,0.1,1,0.0,1.0,1.3,0,0,1.0,0.0,7.0,1.0,Arsenal,True,Leeds United,,-0.79
Eddie Nketiah,Arsenal,Leeds United,2022-08-13,True,6,0.0,0.07,0.0,0.0,1,1.0,0.0,2.0,0,0,1.0,0.04,6.5,1.0,Arsenal,False,Bournemouth,,0.19
Eddie Nketiah,Arsenal,Bournemouth,2022-08-20,False,16,0.0,0.27,0.0,0.08,1,1.0,1.0,3.3,0,0,1.0,0.11,9.67,1.0,Arsenal,True,Fulham,,-0.3
Eddie Nketiah,Arsenal,Fulham,2022-08-27,True,29,0.0,0.56,0.0,0.0,1,3.0,0.0,6.9,0,0,1.0,0.22,14.5,1.0,Arsenal,True,Aston Villa,,0.55
Eddie Nketiah,Arsenal,Aston Villa,2022-08-31,True,2,0.0,0.08,0.0,0.0,1,1.0,0.0,0.3,0,0,1.0,0.2,12.0,1.0,Arsenal,False,Manchester United,,-0.1
Eddie Nketiah,Arsenal,Manchester United,2022-09-04,False,16,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,1.0,0.2,12.67,1.0,Arsenal,False,Brentford,,-0.55
Eddie Nketiah,Arsenal,Brentford,2022-09-18,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,1.0,0.18,12.57,1.0,Arsenal,True,Tottenham,,1.07
Eddie Nketiah,Arsenal,Tottenham,2022-10-01,True,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,1.0,0.13,12.25,1.0,Arsenal,True,Liverpool,,-0.53
Eddie Nketiah,Arsenal,Liverpool,2022-10-09,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1.0,0.02,11.0,1.0,Arsenal,False,Leicester City,,-0.05
Eddie Nketiah,Arsenal,Leicester City,2022-10-16,False,8,0.0,0.04,0.0,0.0,1,1.0,0.0,0.5,0,0,1.0,0.01,10.7,1.0,Arsenal,False,Southampton,,-1.07
Eddie Nketiah,Arsenal,Southampton,2022-10-23,False,19,0.0,0.07,0.0,0.0,1,1.0,0.0,2.2,0,0,1.0,0.02,11.45,1.0,Arsenal,True,Nottingham Forest,,
Eddie Nketiah,Arsenal,Nottingham Forest,2022-10-30,True,15,0.0,0.0,0.0,0.03,1,0.0,1.0,1.9,0,0,1.0,0.02,11.75,0.0,Arsenal,False,Chelsea,,-0.72
Eddie Nketiah,Arsenal,Chelsea,,False,0,,,,,0,,,0.0,0,0,0.8,0.02,10.85,0.0,Arsenal,False,Wolverhampton,,-0.46
Eddie Nketiah,Arsenal,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0.6,0.02,10.07,6.0,Arsenal,True,West Ham,,0.63
Eddie Nketiah,Arsenal,West Ham,2022-12-26,True,90,1.0,0.51,0.0,0.0,6,4.0,0.0,9.0,0,1,1.6,0.12,15.4,8.0,Arsenal,False,Brighton,,-0.39
Eddie Nketiah,Arsenal,Brighton,2022-12-31,False,90,1.0,0.98,0.0,0.0,8,2.0,0.0,7.5,2,1,3.0,0.3,20.06,1.0,Arsenal,True,Newcastle United,,0.73
Eddie Nketiah,Arsenal,Newcastle United,2023-01-03,True,90,0.0,0.11,0.0,0.0,1,2.0,0.0,5.0,0,1,3.0,0.32,24.18,2.0,Arsenal,False,Tottenham,,-0.03
Eddie Nketiah,Arsenal,Tottenham,2023-01-15,False,90,0.0,1.57,0.0,0.0,2,5.0,0.0,8.6,0,1,3.4,0.63,27.83,13.0,Arsenal,True,Manchester United,,0.38
Eddie Nketiah,Arsenal,Manchester United,2023-01-22,True,90,2.0,1.8,0.0,0.0,13,6.0,0.0,18.0,3,1,6.0,0.99,31.11,2.0,Arsenal,False,Everton,,-0.63
Eddie Nketiah,Arsenal,Everton,2023-02-04,False,90,0.0,0.14,0.0,0.09,2,2.0,1.0,3.2,0,1,5.2,0.92,34.05,2.0,Arsenal,True,Brentford,,0.69
Eddie Nketiah,Arsenal,Brentford,2023-02-11,True,90,0.0,0.02,0.0,0.04,2,1.0,1.0,5.1,0,1,4.0,0.73,36.71,4.0,Arsenal,True,Manchester City,,-1.17
Eddie Nketiah,Arsenal,Manchester City,2023-02-15,True,90,0.0,0.78,0.0,0.0,4,4.0,0.0,1.8,0,1,4.6,0.86,39.14,2.0,Arsenal,False,Aston Villa,,0.59
Eddie Nketiah,Arsenal,Aston Villa,2023-02-18,False,90,0.0,1.05,0.0,0.36,2,5.0,1.0,6.3,0,1,4.6,0.76,41.35,1.0,Arsenal,False,Leeds United,,-0.8
Eddie Nketiah,Arsenal,Leeds United,2023-02-25,False,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,2.2,0.4,40.46,4.0,Arsenal,True,Everton,,0.34
Eddie Nketiah,Arsenal,Everton,2023-03-01,True,18,0.0,0.43,1.0,0.67,4,1.0,1.0,5.1,0,0,2.6,0.66,39.56,0.0,Arsenal,True,Bournemouth,,1.46
Eddie Nketiah,Arsenal,Bournemouth,,True,0,,,,,0,,,0.0,0,0,2.2,0.65,38.04,0.0,Arsenal,False,Fulham,,1.37
Eddie Nketiah,Arsenal,Fulham,,False,0,,,,,0,,,0.0,0,0,1.4,0.5,36.63,0.0,Arsenal,True,Crystal Palace,,0.81
Eddie Nketiah,Arsenal,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,1.0,0.29,35.32,0.0,Arsenal,True,Leicester City,,0.83
Eddie Nketiah,Arsenal,Leicester City,,True,0,,,,,0,,,0.0,0,0,0.8,0.29,34.1,0.0,Arsenal,False,Liverpool,,-1.33
Eddie Nketiah,Arsenal,Liverpool,,False,0,,,,,0,,,0.0,0,0,0.0,0.0,32.97,1.0,Arsenal,False,West Ham,,0.14
Eddie Nketiah,Arsenal,West Ham,2023-04-16,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0.2,0.0,31.94,1.0,Arsenal,True,Southampton,,-0.38
Eddie Nketiah,Arsenal,Southampton,2023-04-21,True,18,0.0,0.0,0.0,0.07,1,0.0,1.0,1.4,0,0,0.4,0.0,31.5,1.0,Arsenal,False,Manchester City,,-1.26
Eddie Nketiah,Arsenal,Manchester City,2023-04-26,False,10,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0.6,0.0,30.85,0.0,Arsenal,True,Chelsea,,-0.25
Eddie Nketiah,Arsenal,Chelsea,,True,0,,,,,0,,,0.0,0,0,0.6,0.0,29.94,0.0,Arsenal,False,Newcastle United,,-0.34
Eddie Nketiah,Arsenal,Newcastle United,2023-05-07,False,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6,0.0,29.17,1.0,Arsenal,True,Brighton,,-0.71
Eddie Nketiah,Arsenal,Brighton,2023-05-14,True,13,0.0,0.0,0.0,0.05,1,0.0,1.0,1.7,0,0,0.6,0.0,28.72,1.0,Arsenal,False,Nottingham Forest,,
Eddie Nketiah,Arsenal,Nottingham Forest,2023-05-20,False,27,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0.6,0.0,28.68,1.0,Arsenal,True,Wolverhampton,,-0.48
Eddie Nketiah,Arsenal,Wolverhampton,2023-05-28,True,10,0.0,0.75,0.0,0.0,1,1.0,0.0,0.0,0,0,0.6,0.15,28.18,8.0,Arsenal,True,Nottingham Forest,,
