name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,selected,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jamie Vardy,Leicester,Brentford,2022-08-07,True,90,0.0,0.0,1.0,0.03,5,0.0,1.0,4.1,0,0,398397,5.0,1.0,90.0,15.0,2.0,9.99,1.6,0.07,2.0,Leicester,False,Arsenal,,-0.0
Jamie Vardy,Leicester,Arsenal,2022-08-13,False,69,0.0,0.0,0.0,0.42,2,0.0,1.0,2.4,0,0,402418,3.5,0.5,79.5,15.0,2.0,9.99,1.6,0.07,2.0,Leicester,True,Southampton,,-0.38
Jamie Vardy,Leicester,Southampton,2022-08-20,True,64,0.0,0.02,0.0,0.0,2,1.0,0.0,0.3,0,0,404141,3.0,0.34,74.33,15.0,2.0,9.99,1.6,0.07,5.0,Leicester,False,Chelsea,,-0.72
Jamie Vardy,Leicester,Chelsea,2022-08-27,False,90,0.0,1.02,1.0,0.08,5,4.0,1.0,7.5,0,0,341342,3.5,0.76,78.25,15.0,2.0,9.99,1.6,0.07,2.0,Leicester,True,Manchester United,,0.38
Jamie Vardy,Leicester,Manchester United,2022-09-01,True,86,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0,310500,3.2,0.61,79.8,15.0,2.0,9.99,1.6,0.07,1.0,Leicester,False,Brighton,,-0.39
Jamie Vardy,Leicester,Brighton,2022-09-04,False,18,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,269924,2.4,0.41,69.5,15.0,2.0,9.99,1.6,0.07,1.0,Leicester,False,Tottenham,,-0.03
Jamie Vardy,Leicester,Tottenham,2022-09-17,False,16,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,240427,2.2,0.41,61.86,15.0,2.0,9.99,1.6,0.07,5.0,Leicester,True,Nottingham Forest,,
Jamie Vardy,Leicester,Nottingham Forest,2022-10-03,True,61,0.0,0.42,1.0,0.03,5,4.0,1.0,7.6,0,0,242928,2.8,0.69,61.75,15.0,2.0,9.99,1.6,0.07,1.0,Leicester,False,Bournemouth,,0.19
Jamie Vardy,Leicester,Bournemouth,2022-10-08,False,23,0.0,0.03,0.0,0.0,1,1.0,0.0,0.5,0,0,243390,2.0,0.29,57.44,15.0,2.0,9.99,1.6,0.07,0.0,Leicester,True,Crystal Palace,,0.81
Jamie Vardy,Leicester,Crystal Palace,2022-10-15,True,25,0.0,0.0,0.0,0.0,0,0.0,0.0,0.7,0,0,230713,1.6,0.29,54.2,15.0,2.0,9.99,1.6,0.07,2.0,Leicester,True,Leicester City,,0.83
Jamie Vardy,Leicester,Leicester City,2022-10-20,True,63,0.0,0.0,0.0,0.0,2,0.0,0.0,0.5,0,0,240577,1.8,0.29,55.0,15.0,2.0,9.99,1.6,0.07,10.0,Leicester,False,Wolverhampton,,-0.46
