name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,starts,form,xG&A_form,minutes_per_game,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Darwin Núñez Ribeiro,Liverpool,Fulham,2022-08-06,False,39,1.0,1.67,1.0,0.49,9,4.0,2.0,18.6,1,0,9.0,2.67,39.0,-2.0,Liverpool,True,Crystal Palace,,0.81
Darwin Núñez Ribeiro,Liverpool,Crystal Palace,2022-08-15,True,56,0.0,0.82,0.0,0.0,-2,5.0,0.0,3.5,0,0,3.5,1.75,47.5,0.0,Liverpool,False,Manchester United,,-0.1
Darwin Núñez Ribeiro,Liverpool,Manchester United,,False,0,,,,,0,,,0.0,0,0,2.33,1.17,31.67,0.0,Liverpool,True,Bournemouth,,1.46
Darwin Núñez Ribeiro,Liverpool,Bournemouth,,True,0,,,,,0,,,0.0,0,0,1.75,0.87,23.75,0.0,Liverpool,True,Newcastle United,,0.73
Darwin Núñez Ribeiro,Liverpool,Newcastle United,,True,0,,,,,0,,,0.0,0,0,1.4,0.7,19.0,2.0,Liverpool,False,Everton,,-0.63
Darwin Núñez Ribeiro,Liverpool,Everton,2022-09-03,False,79,0.0,0.38,0.0,0.1,2,6.0,2.0,9.7,0,0,0.0,0.24,29.0,1.0,Liverpool,True,Brighton,,-0.71
Darwin Núñez Ribeiro,Liverpool,Brighton,2022-10-01,True,1,0.0,0.04,0.0,0.0,1,1.0,0.0,0.1,0,0,0.6,0.08,25.0,6.0,Liverpool,False,Arsenal,,-0.0
Darwin Núñez Ribeiro,Liverpool,Arsenal,2022-10-09,False,90,1.0,0.54,0.0,0.0,6,3.0,0.0,8.6,0,0,1.8,0.19,33.12,1.0,Liverpool,True,Manchester City,,-1.17
Darwin Núñez Ribeiro,Liverpool,Manchester City,2022-10-16,True,18,0.0,0.37,0.0,0.5,1,3.0,1.0,2.5,0,0,2.0,0.27,31.44,5.0,Liverpool,True,West Ham,,0.63
Darwin Núñez Ribeiro,Liverpool,West Ham,2022-10-19,True,56,1.0,0.67,0.0,0.0,5,6.0,0.0,10.1,0,0,3.0,0.4,33.9,0.0,Liverpool,False,Nottingham Forest,,
Darwin Núñez Ribeiro,Liverpool,Nottingham Forest,,False,0,,,,,0,,,0.0,0,0,2.6,0.32,30.82,2.0,Liverpool,True,Leicester City,,0.83
Darwin Núñez Ribeiro,Liverpool,Leicester City,2022-10-29,True,90,0.0,0.42,0.0,0.48,2,4.0,4.0,9.4,0,0,2.8,0.4,35.75,7.0,Liverpool,False,Tottenham,,-0.03
Darwin Núñez Ribeiro,Liverpool,Tottenham,2022-11-06,False,86,0.0,0.33,1.0,0.54,7,4.0,2.0,9.4,2,0,3.0,0.56,39.62,13.0,Liverpool,True,Southampton,,-0.38
Darwin Núñez Ribeiro,Liverpool,Southampton,2022-11-12,True,86,2.0,1.14,0.0,0.76,13,3.0,2.0,16.1,3,1,5.4,0.71,42.93,2.0,Liverpool,False,Aston Villa,,0.59
Darwin Núñez Ribeiro,Liverpool,Aston Villa,2022-12-26,False,87,0.0,1.44,0.0,0.08,2,6.0,1.0,9.9,0,1,4.8,0.87,45.87,5.0,Liverpool,True,Leeds United,,-0.79
Darwin Núñez Ribeiro,Liverpool,Leeds United,2022-12-30,True,90,0.0,0.79,0.0,0.55,5,7.0,2.0,10.6,0,1,5.8,1.02,48.62,1.0,Liverpool,False,Brentford,,-0.55
Darwin Núñez Ribeiro,Liverpool,Brentford,2023-01-02,False,90,0.0,0.87,0.0,0.0,1,3.0,0.0,7.1,0,1,5.6,1.11,51.06,0.0,Liverpool,False,Brighton,,-0.39
Darwin Núñez Ribeiro,Liverpool,Brighton,,False,0,,,,,0,,,0.0,0,0,4.2,0.85,48.22,1.0,Liverpool,True,Chelsea,,-0.25
Darwin Núñez Ribeiro,Liverpool,Chelsea,2023-01-21,True,27,0.0,0.1,0.0,0.11,1,1.0,1.0,4.3,0,0,1.8,0.64,47.11,2.0,Liverpool,False,Wolverhampton,,-0.46
Darwin Núñez Ribeiro,Liverpool,Wolverhampton,2023-02-04,False,90,0.0,0.44,0.0,0.12,2,5.0,1.0,6.9,0,1,1.8,0.44,49.25,5.0,Liverpool,True,Everton,,0.34
Darwin Núñez Ribeiro,Liverpool,Everton,2023-02-13,True,69,0.0,0.33,1.0,0.66,5,5.0,2.0,8.2,0,1,1.8,0.55,50.19,5.0,Liverpool,False,Newcastle United,,-0.34
Darwin Núñez Ribeiro,Liverpool,Newcastle United,2023-02-18,False,58,1.0,0.44,0.0,0.0,5,2.0,0.0,7.3,0,1,2.6,0.46,50.55,0.0,Liverpool,False,Crystal Palace,,0.13
Darwin Núñez Ribeiro,Liverpool,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,2.6,0.46,48.35,2.0,Liverpool,True,Wolverhampton,,-0.48
Darwin Núñez Ribeiro,Liverpool,Wolverhampton,2023-03-01,True,88,0.0,0.4,0.0,0.49,2,3.0,3.0,5.6,0,1,2.8,0.52,50.0,12.0,Liverpool,True,Manchester United,,0.38
Darwin Núñez Ribeiro,Liverpool,Manchester United,2023-03-05,True,77,2.0,1.3,0.0,0.0,12,4.0,0.0,13.6,2,1,4.8,0.7,51.08,2.0,Liverpool,False,Bournemouth,,0.19
Darwin Núñez Ribeiro,Liverpool,Bournemouth,2023-03-11,False,65,0.0,0.02,0.0,0.0,2,1.0,0.0,2.5,0,1,4.2,0.43,51.62,1.0,Liverpool,False,Manchester City,,-1.26
Darwin Núñez Ribeiro,Liverpool,Manchester City,2023-04-01,False,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,3.4,0.35,50.44,2.0,Liverpool,False,Chelsea,,-0.72
Darwin Núñez Ribeiro,Liverpool,Chelsea,2023-04-04,False,78,0.0,0.03,0.0,0.03,2,2.0,1.0,5.6,0,1,3.8,0.35,51.43,1.0,Liverpool,True,Arsenal,,0.36
Darwin Núñez Ribeiro,Liverpool,Arsenal,2023-04-09,True,30,0.0,0.33,0.0,0.67,1,1.0,1.0,4.0,0,0,3.6,0.34,50.69,5.0,Liverpool,False,Leicester City,,-0.05
Darwin Núñez Ribeiro,Liverpool,Leicester City,2023-04-17,False,9,1.0,0.36,0.0,0.0,5,1.0,0.0,5.1,0,0,2.2,0.15,49.3,1.0,Liverpool,True,Nottingham Forest,,
Darwin Núñez Ribeiro,Liverpool,Nottingham Forest,2023-04-22,True,30,0.0,0.52,0.0,0.0,1,1.0,0.0,0.8,0,0,2.0,0.25,48.68,1.0,Liverpool,False,West Ham,,0.14
Darwin Núñez Ribeiro,Liverpool,West Ham,2023-04-26,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,2.0,0.25,47.53,1.0,Liverpool,True,Tottenham,,1.07
Darwin Núñez Ribeiro,Liverpool,Tottenham,2023-04-30,True,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1.8,0.24,46.61,5.0,Liverpool,True,Fulham,,-0.3
Darwin Núñez Ribeiro,Liverpool,Fulham,2023-05-03,True,82,0.0,0.09,0.0,0.06,5,1.0,2.0,3.7,0,1,2.6,0.19,47.65,2.0,Liverpool,True,Brentford,,0.69
Darwin Núñez Ribeiro,Liverpool,Brentford,2023-05-06,True,64,0.0,0.53,0.0,0.02,2,2.0,1.0,2.5,0,1,2.0,0.23,48.11,0.0,Liverpool,False,Leeds United,,-0.8
Darwin Núñez Ribeiro,Liverpool,Leeds United,,False,0,,,,,0,,,0.0,0,0,1.8,0.12,46.78,0.0,Liverpool,True,Aston Villa,,0.55
Darwin Núñez Ribeiro,Liverpool,Aston Villa,,True,0,,,,,0,,,0.0,0,0,1.6,0.12,45.51,0.0,Liverpool,False,Southampton,,-1.07
Darwin Núñez Ribeiro,Liverpool,Southampton,,False,0,,,,,0,,,0.0,0,0,1.4,0.12,44.32,,Liverpool,False,Chelsea,,-0.72
