name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Mohammed Salisu,Southampton,Everton,2021-08-14,False,90,0.0,0.07,0.0,0.0,1,1.0,0.0,4.4,0,0,3,1.0,0.07,90.0,0.0,3.0,Southampton,True,Manchester United,,
Mohammed Salisu,Southampton,Manchester United,2021-08-22,True,90,0.0,0.0,0.0,0.0,3,0.0,0.0,3.0,1,0,1,2.0,0.04,90.0,0.0,1.0,Southampton,False,Newcastle United,,
Mohammed Salisu,Southampton,Newcastle United,2021-08-28,False,90,0.0,0.02,0.0,0.06,1,1.0,1.0,6.0,0,0,2,1.67,0.03,90.0,0.0,7.0,Southampton,True,West Ham,,
Mohammed Salisu,Southampton,West Ham,2021-09-11,True,90,0.0,0.0,0.0,0.08,7,0.0,1.0,4.4,2,1,0,3.0,0.02,90.0,0.25,1.0,Southampton,False,Manchester City,,
Mohammed Salisu,Southampton,Manchester City,2021-09-18,False,53,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,0,0,2.6,0.02,82.6,0.2,2.0,Southampton,True,Wolverhampton,,
Mohammed Salisu,Southampton,Wolverhampton,2021-09-26,True,90,0.0,0.0,0.0,0.11,2,0.0,1.0,2.5,0,0,1,2.8,0.0,83.83,0.17,0.0,Southampton,False,Chelsea,,
Mohammed Salisu,Southampton,Chelsea,2021-10-02,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.1,0,0,3,2.2,0.0,84.71,0.14,6.0,Southampton,True,Leicester City,,
Mohammed Salisu,Southampton,Leicester City,2021-10-16,True,90,0.0,0.05,0.0,0.09,6,2.0,1.0,3.0,0,1,0,3.2,0.01,85.38,0.25,1.0,Southampton,True,Burnley,,
Mohammed Salisu,Southampton,Burnley,2021-10-23,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,2,2.0,0.01,85.89,0.22,5.0,Southampton,False,Watford,,
Mohammed Salisu,Southampton,Watford,2021-10-30,False,90,0.0,0.0,0.0,0.0,5,0.0,0.0,2.4,0,1,0,2.8,0.01,86.3,0.3,5.0,Southampton,True,Aston Villa,,
Mohammed Salisu,Southampton,Aston Villa,2021-11-05,True,90,0.0,0.02,0.0,0.0,5,1.0,0.0,3.5,0,1,0,3.4,0.01,86.64,0.36,1.0,Southampton,False,Norwich,,
Mohammed Salisu,Southampton,Norwich,2021-11-20,False,90,0.0,0.01,0.0,0.0,1,1.0,0.0,3.9,0,0,2,3.6,0.02,86.92,0.33,0.0,Southampton,False,Liverpool,,
Mohammed Salisu,Southampton,Liverpool,2021-11-27,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.2,0,0,4,2.4,0.01,87.15,0.31,1.0,Southampton,True,Leeds United,,
Mohammed Salisu,Southampton,Leeds United,2021-12-01,True,90,0.0,0.2,0.0,0.0,1,2.0,0.0,5.4,0,0,2,2.4,0.05,87.36,0.29,1.0,Southampton,True,Brighton,,
Mohammed Salisu,Southampton,Brighton,2021-12-04,True,90,0.0,0.07,0.0,0.04,1,1.0,1.0,5.0,0,0,1,1.6,0.06,87.53,0.27,0.0,Southampton,False,Arsenal,,
Mohammed Salisu,Southampton,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.6,0.06,82.06,0.27,0.0,Southampton,False,Crystal Palace,,
Mohammed Salisu,Southampton,Crystal Palace,2021-12-15,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.2,0,0,2,0.4,0.05,82.53,0.25,1.0,Southampton,False,West Ham,,
Mohammed Salisu,Southampton,West Ham,2021-12-26,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.5,0,0,2,0.6,0.05,82.94,0.24,-2.0,Southampton,True,Tottenham,,
Mohammed Salisu,Southampton,Tottenham,2021-12-28,True,38,0.0,0.0,0.0,0.0,-2,0.0,0.0,0.0,0,0,1,0.0,0.01,80.58,0.22,2.0,Southampton,True,Brentford,,
Mohammed Salisu,Southampton,Brentford,2022-01-11,True,90,0.0,0.0,0.0,0.01,2,0.0,1.0,3.7,0,0,1,0.2,0.0,81.05,0.21,0.0,Southampton,False,Wolverhampton,,
Mohammed Salisu,Southampton,Wolverhampton,2022-01-15,False,90,0.0,0.34,0.0,0.13,0,2.0,2.0,8.2,0,0,3,0.2,0.07,81.48,0.2,3.0,Southampton,True,Manchester City,,
Mohammed Salisu,Southampton,Manchester City,2022-01-22,True,90,0.0,0.01,0.0,0.0,3,1.0,0.0,5.9,1,0,1,0.8,0.07,81.86,0.19,1.0,Southampton,False,Tottenham,,
Mohammed Salisu,Southampton,Tottenham,2022-02-09,False,90,0.0,0.13,0.0,0.0,1,2.0,0.0,4.3,0,0,2,0.8,0.1,82.22,0.18,2.0,Southampton,False,Manchester United,,
Mohammed Salisu,Southampton,Manchester United,2022-02-12,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,0,1,1.6,0.1,82.54,0.17,6.0,Southampton,True,Everton,,
