name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Victor Lindelöf,Man Utd,Leicester City,2021-08-14,True,90,0.0,0.0,1.0,0.36,5,0.0,1.0,4.4,0,0,1,5.0,1.0,90.0,0.0,2.0,Man Utd,False,Southampton,,
Victor Lindelöf,Man Utd,Southampton,2021-08-22,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.4,0,0,1,3.5,0.5,90.0,0.0,0.0,Man Utd,False,Wolverhampton,,
Victor Lindelöf,Man Utd,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,2.33,0.33,60.0,0.0,0.0,Man Utd,True,Newcastle United,,
Victor Lindelöf,Man Utd,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,1.75,0.25,45.0,0.0,0.0,Man Utd,False,West Ham,,
Victor Lindelöf,Man Utd,West Ham,,False,0,,,,,0,,,0.0,0,0,0,1.4,0.2,36.0,0.0,1.0,Man Utd,True,Aston Villa,,
Victor Lindelöf,Man Utd,Aston Villa,2021-09-25,True,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0,0,1,0.6,0.0,33.83,0.0,2.0,Man Utd,True,Everton,,
Victor Lindelöf,Man Utd,Everton,2021-10-02,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.3,0,0,1,0.6,0.0,41.86,0.0,2.0,Man Utd,False,Leeds United,,
Victor Lindelöf,Man Utd,Leeds United,2021-10-16,False,90,0.0,0.0,1.0,0.25,2,0.0,1.0,5.2,0,0,4,1.0,0.2,47.88,0.0,0.0,Man Utd,True,Liverpool,,
Victor Lindelöf,Man Utd,Liverpool,2021-10-24,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,5,1.0,0.2,52.56,0.0,6.0,Man Utd,False,Tottenham,,
Victor Lindelöf,Man Utd,Tottenham,2021-10-30,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.8,0,1,0,2.2,0.2,56.3,0.14,1.0,Man Utd,True,Manchester City,,
