name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Kristoffer Ajer,Brentford,Arsenal,2021-08-13,True,70,0.0,0.0,0.0,0.08,6,0.0,1.0,2.3,0,1,0,6.0,0.0,70.0,1.0,6.0,Brentford,False,Crystal Palace,,
Kristoffer Ajer,Brentford,Crystal Palace,2021-08-21,False,90,0.0,0.1,0.0,0.0,6,1.0,0.0,2.7,0,1,0,6.0,0.05,80.0,1.0,2.0,Brentford,False,Aston Villa,,
Kristoffer Ajer,Brentford,Aston Villa,2021-08-28,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.2,0,0,1,4.67,0.03,83.33,0.67,1.0,Brentford,True,Brighton,,
Kristoffer Ajer,Brentford,Brighton,2021-09-11,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,1,3.75,0.03,85.0,0.5,7.0,Brentford,False,Wolverhampton,,
Kristoffer Ajer,Brentford,Wolverhampton,2021-09-18,False,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.8,1,1,0,4.4,0.02,86.0,0.6,1.0,Brentford,True,Liverpool,,
Kristoffer Ajer,Brentford,Liverpool,2021-09-25,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.8,0,0,3,3.4,0.02,86.67,0.5,0.0,Brentford,False,West Ham,,
Kristoffer Ajer,Brentford,West Ham,,False,0,,,,,0,,,0.0,0,0,0,2.2,0.0,74.29,0.5,0.0,Brentford,True,Chelsea,,
Kristoffer Ajer,Brentford,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,1.8,0.0,65.0,0.5,1.0,Brentford,True,Leeds United,,
Kristoffer Ajer,Brentford,Leeds United,2021-10-24,True,45,0.0,0.07,0.0,0.0,1,1.0,0.0,3.0,0,0,1,1.8,0.01,62.78,0.43,0.0,Brentford,False,Burnley,,
Kristoffer Ajer,Brentford,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.4,0.01,56.5,0.43,0.0,Brentford,True,Norwich,,
Kristoffer Ajer,Brentford,Norwich,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.01,51.36,0.43,0.0,Brentford,False,Newcastle United,,
Kristoffer Ajer,Brentford,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.01,47.08,0.43,0.0,Brentford,True,Everton,,
Kristoffer Ajer,Brentford,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.01,43.46,0.43,0.0,Brentford,False,Tottenham,,
Kristoffer Ajer,Brentford,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,40.36,0.43,0.0,Brentford,False,Leicester City,,
Kristoffer Ajer,Brentford,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,37.67,0.43,0.0,Brentford,True,Watford,,
Kristoffer Ajer,Brentford,Watford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,35.31,0.43,0.0,Brentford,False,Brighton,,
Kristoffer Ajer,Brentford,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,33.24,0.43,0.0,Brentford,True,Manchester City,,
Kristoffer Ajer,Brentford,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,31.39,0.43,0.0,Brentford,True,Aston Villa,,
Kristoffer Ajer,Brentford,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,29.74,0.43,0.0,Brentford,False,Southampton,,
Kristoffer Ajer,Brentford,Southampton,2022-01-11,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.4,0,0,4,0.0,0.0,32.75,0.38,0.0,Brentford,False,Liverpool,,
Kristoffer Ajer,Brentford,Liverpool,2022-01-16,False,90,0.0,0.0,0.0,0.1,0,0.0,1.0,3.2,0,0,3,0.0,0.0,35.48,0.33,0.0,Brentford,True,Manchester United,,
Kristoffer Ajer,Brentford,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,33.86,0.33,1.0,Brentford,True,Wolverhampton,,
