name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Cédric Soares,Arsenal,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,Arsenal,True,Chelsea,,
Cédric Soares,Arsenal,Chelsea,2021-08-22,True,90,0.0,0.0,0.0,0.09,1,0.0,1.0,3.8,0,0,2,0.5,0.0,45.0,0.0,-1.0,Arsenal,False,Manchester City,,
Cédric Soares,Arsenal,Manchester City,2021-08-28,False,90,0.0,0.0,0.0,0.0,-1,0.0,0.0,0.5,0,0,5,0.0,0.0,60.0,0.0,1.0,Arsenal,True,Norwich,,
Cédric Soares,Arsenal,Norwich,2021-09-11,True,8,0.0,0.02,0.0,0.1,1,1.0,1.0,2.5,0,0,0,0.25,0.01,47.0,0.0,0.0,Arsenal,False,Burnley,,
Cédric Soares,Arsenal,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,37.6,0.0,0.0,Arsenal,True,Tottenham,,
Cédric Soares,Arsenal,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,31.33,0.0,0.0,Arsenal,False,Brighton,,
Cédric Soares,Arsenal,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,26.86,0.0,0.0,Arsenal,True,Crystal Palace,,
Cédric Soares,Arsenal,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,23.5,0.0,0.0,Arsenal,True,Aston Villa,,
Cédric Soares,Arsenal,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,20.89,0.0,0.0,Arsenal,False,Leeds United,,
Cédric Soares,Arsenal,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,18.8,0.0,0.0,Arsenal,True,Watford,,
Cédric Soares,Arsenal,Watford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,17.09,0.0,0.0,Arsenal,False,Liverpool,,
Cédric Soares,Arsenal,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,15.67,0.0,0.0,Arsenal,True,Newcastle United,,
Cédric Soares,Arsenal,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,14.46,0.0,0.0,Arsenal,False,Manchester United,,
Cédric Soares,Arsenal,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,13.43,0.0,0.0,Arsenal,False,Everton,,
Cédric Soares,Arsenal,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,12.53,0.0,0.0,Arsenal,True,Southampton,,
Cédric Soares,Arsenal,Southampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,11.75,0.0,0.0,Arsenal,True,West Ham,,
Cédric Soares,Arsenal,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,11.06,0.0,1.0,Arsenal,False,Leicester City,,
Cédric Soares,Arsenal,Leicester City,2021-12-18,False,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,1,0.2,0.0,11.89,0.0,0.0,Arsenal,False,Norwich,,
Cédric Soares,Arsenal,Norwich,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,11.26,0.0,0.0,Arsenal,True,Manchester City,,
Cédric Soares,Arsenal,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,10.7,0.0,0.0,Arsenal,True,Burnley,,
Cédric Soares,Arsenal,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,10.19,0.0,6.0,Arsenal,False,Wolverhampton,,
Cédric Soares,Arsenal,Wolverhampton,2022-02-10,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.7,0,1,0,1.4,0.0,13.82,0.2,2.0,Arsenal,True,Brentford,,
Cédric Soares,Arsenal,Brentford,2022-02-19,True,90,0.0,0.02,0.0,0.14,2,1.0,2.0,9.1,0,0,1,1.6,0.0,17.13,0.17,2.0,Arsenal,True,Wolverhampton,,
Cédric Soares,Arsenal,Wolverhampton,2022-02-24,True,75,0.0,0.0,0.0,0.0,2,0.0,0.0,0.7,0,0,1,2.0,0.0,19.54,0.14,0.0,Arsenal,False,Watford,,
