name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Harry Maguire,Man Utd,Leicester City,2021-08-14,True,90,0.0,0.02,0.0,0.0,2,1.0,0.0,1.5,0,0,1,2.0,0.02,90.0,0.0,1.0,Man Utd,False,Southampton,,
Harry Maguire,Man Utd,Southampton,2021-08-22,False,90,0.0,0.55,0.0,0.0,1,1.0,0.0,2.1,0,0,1,1.5,0.29,90.0,0.0,7.0,Man Utd,False,Wolverhampton,,
Harry Maguire,Man Utd,Wolverhampton,2021-08-29,False,90,0.0,0.02,0.0,0.0,7,1.0,0.0,5.0,1,1,0,3.33,0.2,90.0,0.33,2.0,Man Utd,True,Newcastle United,,
Harry Maguire,Man Utd,Newcastle United,2021-09-11,True,90,0.0,0.04,0.0,0.0,2,1.0,0.0,4.6,0,0,1,3.0,0.16,90.0,0.25,2.0,Man Utd,False,West Ham,,
Harry Maguire,Man Utd,West Ham,2021-09-19,False,90,0.0,0.08,0.0,0.0,2,1.0,0.0,2.8,0,0,1,2.8,0.14,90.0,0.2,7.0,Man Utd,True,Aston Villa,,
Harry Maguire,Man Utd,Aston Villa,2021-09-25,True,66,0.0,0.02,0.0,0.0,7,1.0,0.0,3.8,1,1,0,3.8,0.14,86.0,0.33,0.0,Man Utd,True,Everton,,
Harry Maguire,Man Utd,Everton,,True,0,,,,,0,,,0.0,0,0,0,3.6,0.03,73.71,0.33,0.0,Man Utd,False,Leeds United,,
Harry Maguire,Man Utd,Leeds United,2021-10-16,False,90,0.0,0.09,0.0,0.0,0,1.0,0.0,1.9,0,0,4,2.2,0.05,75.75,0.29,-1.0,Man Utd,True,Liverpool,,
Harry Maguire,Man Utd,Liverpool,2021-10-24,True,90,0.0,0.04,0.0,0.0,-1,1.0,0.0,3.0,0,0,5,1.6,0.05,77.33,0.25,5.0,Man Utd,False,Tottenham,,
Harry Maguire,Man Utd,Tottenham,2021-10-30,False,90,0.0,0.0,0.0,0.0,5,0.0,0.0,2.0,0,1,0,2.2,0.03,78.6,0.33,1.0,Man Utd,True,Manchester City,,
Harry Maguire,Man Utd,Manchester City,2021-11-06,True,90,0.0,0.11,0.0,0.0,1,1.0,0.0,2.3,0,0,2,1.0,0.05,79.64,0.3,-3.0,Man Utd,False,Watford,,
Harry Maguire,Man Utd,Watford,2021-11-20,False,68,0.0,0.0,0.0,0.0,-3,0.0,0.0,1.8,0,0,4,0.4,0.05,78.67,0.27,0.0,Man Utd,False,Chelsea,,
Harry Maguire,Man Utd,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.4,0.03,72.62,0.27,1.0,Man Utd,True,Arsenal,,
Harry Maguire,Man Utd,Arsenal,2021-12-02,True,90,0.0,0.03,0.0,0.0,1,2.0,0.0,3.4,0,0,2,0.8,0.03,73.86,0.25,7.0,Man Utd,True,Crystal Palace,,
Harry Maguire,Man Utd,Crystal Palace,2021-12-05,True,90,0.0,0.0,0.0,0.04,7,0.0,1.0,4.0,1,1,0,1.2,0.03,74.93,0.31,6.0,Man Utd,False,Norwich,,
Harry Maguire,Man Utd,Norwich,2021-12-11,False,90,0.0,0.02,0.0,0.0,6,1.0,0.0,4.1,0,1,0,2.2,0.01,75.88,0.36,1.0,Man Utd,False,Newcastle United,,
Harry Maguire,Man Utd,Newcastle United,2021-12-27,False,90,0.0,0.0,0.0,0.01,1,0.0,1.0,2.5,0,0,1,3.0,0.01,76.71,0.33,2.0,Man Utd,True,Burnley,,
Harry Maguire,Man Utd,Burnley,2021-12-30,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.5,0,0,1,3.4,0.01,77.44,0.31,0.0,Man Utd,True,Wolverhampton,,
Harry Maguire,Man Utd,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,3.2,0.0,73.37,0.31,0.0,Man Utd,False,Aston Villa,,
Harry Maguire,Man Utd,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,1.8,0.0,69.7,0.31,1.0,Man Utd,False,Brentford,,
Harry Maguire,Man Utd,Brentford,2022-01-19,False,19,0.0,0.0,0.0,0.0,1,0.0,0.0,1.2,0,0,1,0.8,0.0,67.29,0.29,5.0,Man Utd,True,West Ham,,
Harry Maguire,Man Utd,West Ham,2022-01-22,True,90,0.0,0.0,0.0,0.0,5,0.0,0.0,2.1,0,1,0,1.6,0.0,68.32,0.33,1.0,Man Utd,False,Burnley,,
Harry Maguire,Man Utd,Burnley,2022-02-08,False,90,0.0,0.04,0.0,0.0,1,1.0,0.0,1.2,0,0,1,1.4,0.01,69.26,0.32,2.0,Man Utd,True,Southampton,,
Harry Maguire,Man Utd,Southampton,2022-02-12,True,90,0.0,0.74,0.0,0.0,2,3.0,0.0,7.5,0,0,1,1.8,0.16,70.12,0.3,7.0,Man Utd,True,Brighton,,
Harry Maguire,Man Utd,Brighton,2022-02-15,True,90,0.0,0.11,0.0,0.0,7,1.0,0.0,3.9,1,1,0,3.2,0.18,70.92,0.33,7.0,Man Utd,False,Leicester City,,
Harry Maguire,Man Utd,Leicester City,2022-02-20,False,90,1.0,0.05,0.0,0.0,7,1.0,0.0,6.6,0,0,2,4.4,0.19,71.65,0.32,0.0,Man Utd,True,Watford,,
Harry Maguire,Man Utd,Watford,,True,0,,,,,0,,,0.0,0,0,0,3.4,0.19,69.0,0.32,-1.0,Man Utd,False,Manchester City,,
Harry Maguire,Man Utd,Manchester City,2022-03-06,False,90,0.0,0.0,0.0,0.0,-1,0.0,0.0,2.5,0,0,4,3.0,0.18,69.75,0.3,-1.0,Man Utd,True,Tottenham,,
Harry Maguire,Man Utd,Tottenham,2022-03-12,True,90,0.0,0.0,0.0,0.0,-1,0.0,0.0,2.1,0,0,2,2.4,0.03,70.45,0.29,2.0,Man Utd,True,Leeds United,,
Harry Maguire,Man Utd,Leeds United,2022-04-02,True,90,0.0,0.03,0.0,0.0,2,1.0,0.0,4.7,0,0,1,1.4,0.02,71.1,0.28,2.0,Man Utd,False,Everton,,
Harry Maguire,Man Utd,Everton,2022-04-09,False,90,0.0,0.14,0.0,0.08,2,2.0,1.0,8.6,0,0,1,0.4,0.03,71.71,0.27,1.0,Man Utd,True,Norwich,,
Harry Maguire,Man Utd,Norwich,2022-04-16,True,90,0.0,0.0,0.0,0.02,1,0.0,1.0,3.3,0,0,2,0.6,0.03,72.28,0.26,0.0,Man Utd,False,Liverpool,,
Harry Maguire,Man Utd,Liverpool,2022-04-19,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.3,0,0,4,0.8,0.03,72.82,0.25,0.0,Man Utd,False,Arsenal,,
Harry Maguire,Man Utd,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,1.0,0.03,70.68,0.25,0.0,Man Utd,True,Chelsea,,
Harry Maguire,Man Utd,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.6,0.03,68.66,0.25,0.0,Man Utd,True,Brentford,,
Harry Maguire,Man Utd,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,66.75,0.25,1.0,Man Utd,False,Brighton,,
Harry Maguire,Man Utd,Brighton,2022-05-07,False,20,0.0,0.08,0.0,0.0,1,2.0,0.0,2.8,0,0,0,0.2,0.02,65.49,0.24,2.0,Man Utd,False,Crystal Palace,,
Harry Maguire,Man Utd,Crystal Palace,2022-05-22,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0,1,0.6,0.02,66.13,0.23,0.0,Man Utd,True,Brighton,,
