name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Liam Cooper,Leeds,Manchester United,2021-08-14,False,90,0.0,0.0,0.0,0.02,-1,0.0,1.0,3.8,0,0,5,21528,-1.0,0.0,90.0,0.0,3.0,Leeds,True,Everton,,
Liam Cooper,Leeds,Everton,2021-08-21,True,90,0.0,0.03,1.0,0.04,3,1.0,1.0,5.0,0,0,2,23580,1.0,0.51,90.0,0.0,2.0,Leeds,False,Burnley,,
Liam Cooper,Leeds,Burnley,2021-08-29,False,90,0.0,0.03,0.0,0.0,2,1.0,0.0,2.3,0,0,1,25267,1.33,0.35,90.0,0.0,0.0,Leeds,True,Liverpool,,
Liam Cooper,Leeds,Liverpool,2021-09-12,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,3.4,0,0,3,25455,1.0,0.26,90.0,0.0,2.0,Leeds,False,Newcastle United,,
Liam Cooper,Leeds,Newcastle United,2021-09-17,False,90,0.0,0.0,0.0,0.03,2,0.0,1.0,4.3,0,0,1,26944,1.2,0.21,90.0,0.0,1.0,Leeds,True,West Ham,,
Liam Cooper,Leeds,West Ham,2021-09-25,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.1,0,0,2,29458,1.6,0.21,90.0,0.0,7.0,Leeds,True,Watford,,
Liam Cooper,Leeds,Watford,2021-10-02,True,90,0.0,0.0,0.0,0.0,7,0.0,0.0,1.9,1,1,0,37028,2.4,0.01,90.0,0.14,2.0,Leeds,False,Southampton,,
Liam Cooper,Leeds,Southampton,2021-10-16,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.8,0,0,1,38925,2.4,0.0,90.0,0.12,2.0,Leeds,True,Wolverhampton,,
Liam Cooper,Leeds,Wolverhampton,2021-10-23,True,90,0.0,0.09,0.0,0.0,2,1.0,0.0,1.9,0,0,1,38925,2.8,0.02,90.0,0.11,2.0,Leeds,False,Norwich,,
Liam Cooper,Leeds,Norwich,2021-10-31,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,0,1,44139,2.8,0.02,90.0,0.1,2.0,Leeds,True,Leeds United,,
Liam Cooper,Leeds,Leeds United,2021-11-07,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.5,0,0,1,40378,3.0,0.02,90.0,0.09,0.0,Leeds,False,Tottenham,,
Liam Cooper,Leeds,Tottenham,2021-11-21,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.6,0,0,2,38210,1.6,0.02,90.0,0.08,6.0,Leeds,False,Brighton,,
Liam Cooper,Leeds,Brighton,2021-11-27,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.0,0,1,0,36097,2.4,0.02,90.0,0.15,12.0,Leeds,True,Crystal Palace,,
Liam Cooper,Leeds,Crystal Palace,2021-11-30,True,90,0.0,0.03,0.0,0.0,12,1.0,0.0,5.2,3,1,0,38241,4.4,0.01,90.0,0.21,1.0,Leeds,True,Brentford,,
Liam Cooper,Leeds,Brentford,2021-12-05,True,14,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0,0,0,53169,4.2,0.01,84.93,0.2,0.0,Leeds,False,Chelsea,,
Liam Cooper,Leeds,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,39047,3.8,0.01,79.62,0.2,0.0,Leeds,False,Manchester City,,
Liam Cooper,Leeds,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,31294,3.8,0.01,74.94,0.2,0.0,Leeds,True,Arsenal,,
Liam Cooper,Leeds,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,27930,2.6,0.01,70.78,0.2,0.0,Leeds,True,Burnley,,
Liam Cooper,Leeds,Burnley,,True,0,,,,,0,,,0.0,0,0,0,23839,0.2,0.0,67.05,0.2,0.0,Leeds,False,West Ham,,
Liam Cooper,Leeds,West Ham,,False,0,,,,,0,,,0.0,0,0,0,22390,0.0,0.0,63.7,0.2,0.0,Leeds,True,Newcastle United,,
Liam Cooper,Leeds,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,21968,0.0,0.0,60.67,0.2,0.0,Leeds,False,Aston Villa,,
Liam Cooper,Leeds,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,21401,0.0,0.0,57.91,0.2,0.0,Leeds,False,Everton,,
Liam Cooper,Leeds,Everton,,False,0,,,,,0,,,0.0,0,0,0,21057,0.0,0.0,55.39,0.2,0.0,Leeds,True,Manchester United,,
Liam Cooper,Leeds,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,20583,0.0,0.0,53.08,0.2,0.0,Leeds,False,Liverpool,,
Liam Cooper,Leeds,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,20583,0.0,0.0,50.96,0.2,0.0,Leeds,True,Tottenham,,
Liam Cooper,Leeds,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,20280,0.0,0.0,49.0,0.2,0.0,Leeds,False,Leeds United,,
Liam Cooper,Leeds,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,20026,0.0,0.0,47.19,0.2,0.0,Leeds,True,Aston Villa,,
