name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Daniel Amartey,Leicester,Wolverhampton,2021-08-14,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.6,0,1,0,6.0,0.0,90.0,1.0,0.0,Leicester,False,West Ham,,
Daniel Amartey,Leicester,West Ham,2021-08-23,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.4,0,0,4,3.0,0.0,90.0,0.5,2.0,Leicester,False,Norwich,,
Daniel Amartey,Leicester,Norwich,2021-08-28,False,90,0.0,0.0,0.0,0.03,2,0.0,1.0,2.9,0,0,1,2.67,0.0,90.0,0.33,0.0,Leicester,True,Manchester City,,
Daniel Amartey,Leicester,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,2.0,0.0,67.5,0.33,0.0,Leicester,False,Brighton,,
Daniel Amartey,Leicester,Brighton,,False,0,,,,,0,,,0.0,0,0,0,1.6,0.0,54.0,0.33,0.0,Leicester,True,Burnley,,
Daniel Amartey,Leicester,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.4,0.0,45.0,0.33,0.0,Leicester,False,Crystal Palace,,
Daniel Amartey,Leicester,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.4,0.0,38.57,0.33,1.0,Leicester,True,Manchester United,,
Daniel Amartey,Leicester,Manchester United,2021-10-16,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,2,0.2,0.0,45.0,0.25,2.0,Leicester,False,Brentford,,
Daniel Amartey,Leicester,Brentford,2021-10-24,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.6,0,0,1,0.6,0.0,50.0,0.2,0.0,Leicester,True,Arsenal,,
Daniel Amartey,Leicester,Arsenal,2021-10-30,True,45,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,2,0.6,0.0,49.5,0.17,1.0,Leicester,False,Leicester City,,
Daniel Amartey,Leicester,Leicester City,2021-11-07,False,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.8,0.0,46.82,0.14,0.0,Leicester,True,Chelsea,,
Daniel Amartey,Leicester,Chelsea,2021-11-20,True,90,0.0,0.01,0.0,0.0,0,1.0,0.0,1.4,0,0,3,0.8,0.0,50.42,0.12,0.0,Leicester,True,Watford,,
Daniel Amartey,Leicester,Watford,,True,0,,,,,0,,,0.0,0,0,0,0.6,0.0,46.54,0.12,0.0,Leicester,False,Southampton,,
Daniel Amartey,Leicester,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,43.21,0.12,0.0,Leicester,False,Aston Villa,,
Daniel Amartey,Leicester,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,40.33,0.12,0.0,Leicester,True,Newcastle United,,
Daniel Amartey,Leicester,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,37.81,0.12,-1.0,Leicester,False,Manchester City,,
Daniel Amartey,Leicester,Manchester City,2021-12-26,False,90,0.0,0.0,0.0,0.0,-1,0.0,0.0,2.4,0,0,6,-0.2,0.0,40.88,0.11,8.0,Leicester,True,Liverpool,,
Daniel Amartey,Leicester,Liverpool,2021-12-28,True,90,0.0,0.0,0.0,0.0,8,0.0,0.0,4.5,2,1,0,1.4,0.0,43.61,0.2,0.0,Leicester,True,Tottenham,,
Daniel Amartey,Leicester,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,1.4,0.0,41.32,0.2,2.0,Leicester,True,Brighton,,
Daniel Amartey,Leicester,Brighton,2022-01-23,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.6,0,0,1,1.8,0.0,43.75,0.18,1.0,Leicester,False,Liverpool,,
Daniel Amartey,Leicester,Liverpool,2022-02-10,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,4.0,0,0,2,2.0,0.0,45.95,0.17,1.0,Leicester,True,West Ham,,
Daniel Amartey,Leicester,West Ham,2022-02-13,True,90,0.0,0.0,0.0,0.07,1,0.0,1.0,3.6,0,0,2,2.4,0.0,47.95,0.15,1.0,Leicester,False,Wolverhampton,,
Daniel Amartey,Leicester,Wolverhampton,2022-02-20,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.6,0,0,2,1.0,0.0,49.78,0.14,8.0,Leicester,False,Burnley,,
Daniel Amartey,Leicester,Burnley,2022-03-01,False,90,0.0,0.0,0.0,0.08,8,0.0,1.0,4.1,2,1,0,2.6,0.0,51.46,0.2,6.0,Leicester,True,Leicester City,,
Daniel Amartey,Leicester,Leicester City,2022-03-05,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,2.7,0,1,0,3.4,0.0,53.0,0.25,1.0,Leicester,False,Arsenal,,
Daniel Amartey,Leicester,Arsenal,2022-03-13,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,2,3.4,0.0,54.42,0.24,2.0,Leicester,True,Brentford,,
Daniel Amartey,Leicester,Brentford,2022-03-20,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,3.1,0,0,1,3.6,0.0,55.74,0.22,1.0,Leicester,False,Manchester United,,
Daniel Amartey,Leicester,Manchester United,2022-04-02,False,26,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,1,3.6,0.0,54.68,0.21,2.0,Leicester,True,Crystal Palace,,
Daniel Amartey,Leicester,Crystal Palace,2022-04-10,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.3,0,0,1,2.4,0.0,55.9,0.2,0.0,Leicester,False,Newcastle United,,
Daniel Amartey,Leicester,Newcastle United,2022-04-17,False,90,0.0,0.0,0.0,0.06,0,0.0,1.0,2.3,0,0,2,1.2,0.0,57.03,0.19,1.0,Leicester,False,Everton,,
Daniel Amartey,Leicester,Everton,2022-04-20,False,6,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1,1.2,0.0,55.39,0.18,0.0,Leicester,True,Aston Villa,,
Daniel Amartey,Leicester,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.8,0.0,53.66,0.18,0.0,Leicester,False,Tottenham,,
