name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ozan Kabak,Norwich,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.02,0.0,0.0,0.0,0.0,1.0,Norwich,True,Watford,,
Ozan Kabak,Norwich,Watford,2021-09-18,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,3,0.03,0.5,0.0,45.0,0.0,1.0,Norwich,False,Everton,,
Ozan Kabak,Norwich,Everton,2021-09-25,False,68,0.0,0.0,0.0,0.01,1,0.0,1.0,2.4,0,0,1,0.03,0.67,0.0,52.67,0.0,6.0,Norwich,False,Burnley,,
Ozan Kabak,Norwich,Burnley,2021-10-02,False,90,0.0,0.14,0.0,0.0,6,1.0,0.0,1.9,0,1,0,0.04,2.0,0.04,62.0,0.33,5.0,Norwich,True,Brighton,,
Ozan Kabak,Norwich,Brighton,2021-10-16,True,90,0.0,0.05,0.0,0.0,5,1.0,0.0,1.9,0,1,0,0.04,2.6,0.04,67.6,0.5,-1.0,Norwich,False,Chelsea,,
Ozan Kabak,Norwich,Chelsea,2021-10-23,False,90,0.0,0.02,0.0,0.0,-1,1.0,0.0,1.7,0,0,7,0.05,2.4,0.04,71.33,0.4,1.0,Norwich,True,Leicester City,,
Ozan Kabak,Norwich,Leicester City,2021-10-31,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.6,0,0,2,0.05,2.4,0.04,74.0,0.33,0.0,Norwich,False,Brentford,,
Ozan Kabak,Norwich,Brentford,,False,0,,,,,0,,,0.0,0,0,0,0.05,2.2,0.04,64.75,0.33,0.0,Norwich,True,Southampton,,
Ozan Kabak,Norwich,Southampton,,True,0,,,,,0,,,0.0,0,0,0,0.05,1.0,0.01,57.56,0.33,0.0,Norwich,True,Wolverhampton,,
Ozan Kabak,Norwich,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,0.05,0.0,0.0,51.8,0.33,0.0,Norwich,False,Newcastle United,,
Ozan Kabak,Norwich,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.05,0.2,0.0,47.09,0.33,0.0,Norwich,False,Tottenham,,
Ozan Kabak,Norwich,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,43.17,0.33,2.0,Norwich,True,Manchester United,,
Ozan Kabak,Norwich,Manchester United,2021-12-11,True,90,0.0,0.37,0.0,0.0,2,2.0,0.0,7.5,0,0,1,0.04,0.4,0.07,46.77,0.29,1.0,Norwich,True,Aston Villa,,
Ozan Kabak,Norwich,Aston Villa,2021-12-14,True,45,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,1,0.05,0.6,0.07,46.64,0.25,0.0,Norwich,True,Arsenal,,
Ozan Kabak,Norwich,Arsenal,2021-12-26,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,1.2,0,0,5,0.04,0.6,0.07,49.53,0.22,0.0,Norwich,False,Crystal Palace,,
Ozan Kabak,Norwich,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.05,0.6,0.07,46.44,0.22,0.0,Norwich,False,West Ham,,
Ozan Kabak,Norwich,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.6,0.07,43.71,0.22,0.0,Norwich,True,Everton,,
Ozan Kabak,Norwich,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.04,0.2,0.0,41.28,0.22,0.0,Norwich,False,Watford,,
Ozan Kabak,Norwich,Watford,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,39.11,0.22,0.0,Norwich,True,Crystal Palace,,
Ozan Kabak,Norwich,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,37.15,0.22,0.0,Norwich,True,Manchester City,,
Ozan Kabak,Norwich,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,35.38,0.22,0.0,Norwich,False,Liverpool,,
Ozan Kabak,Norwich,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,33.77,0.22,0.0,Norwich,False,Southampton,,
Ozan Kabak,Norwich,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,32.3,0.22,0.0,Norwich,True,Brentford,,
Ozan Kabak,Norwich,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,30.96,0.22,1.0,Norwich,True,Chelsea,,
Ozan Kabak,Norwich,Chelsea,2022-03-10,True,90,0.0,0.0,0.0,0.02,1,0.0,1.0,2.8,0,0,3,0.04,0.2,0.0,33.32,0.2,1.0,Norwich,False,Leicester City,,
Ozan Kabak,Norwich,Leicester City,2022-03-13,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,2,0.04,0.4,0.0,35.5,0.18,0.0,Norwich,False,Brighton,,
Ozan Kabak,Norwich,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.4,0.0,34.19,0.18,0.0,Norwich,True,Burnley,,
Ozan Kabak,Norwich,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.04,0.4,0.0,32.96,0.18,0.0,Norwich,False,Manchester United,,
Ozan Kabak,Norwich,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.4,0.0,31.83,0.18,0.0,Norwich,True,Newcastle United,,
Ozan Kabak,Norwich,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.04,0.2,0.0,30.77,0.18,0.0,Norwich,False,Aston Villa,,
Ozan Kabak,Norwich,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,29.77,0.18,0.0,Norwich,True,West Ham,,
Ozan Kabak,Norwich,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,28.84,0.18,0.0,Norwich,False,Leeds United,,
Ozan Kabak,Norwich,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,27.97,0.18,0.0,Norwich,False,Wolverhampton,,
Ozan Kabak,Norwich,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,27.15,0.18,0.0,Norwich,True,Tottenham,,
Ozan Kabak,Norwich,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.04,0.0,0.0,26.37,0.18,,Man Utd,True,Brighton,,
