name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ryan Bertrand,Leicester,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,144893,0.0,0.0,0.0,0.0,0.0,Leicester,False,West Ham,,
Ryan Bertrand,Leicester,West Ham,,False,0,,,,,0,,,0.0,0,0,0,100985,0.0,0.0,0.0,0.0,0.0,Leicester,False,Norwich,,
Ryan Bertrand,Leicester,Norwich,,False,0,,,,,0,,,0.0,0,0,0,76869,0.0,0.0,0.0,0.0,2.0,Leicester,True,Manchester City,,
Ryan Bertrand,Leicester,Manchester City,2021-09-11,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,1,57109,0.5,0.0,22.5,0.0,1.0,Leicester,False,Brighton,,
Ryan Bertrand,Leicester,Brighton,2021-09-19,False,67,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0,0,2,56812,0.6,0.0,31.4,0.0,1.0,Leicester,True,Burnley,,
Ryan Bertrand,Leicester,Burnley,2021-09-25,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,0,0,2,56019,0.8,0.0,41.17,0.0,0.0,Leicester,False,Crystal Palace,,
Ryan Bertrand,Leicester,Crystal Palace,2021-10-03,False,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.1,0,0,2,52524,0.8,0.0,48.14,0.0,0.0,Leicester,True,Manchester United,,
Ryan Bertrand,Leicester,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,47386,0.8,0.0,42.12,0.0,0.0,Leicester,False,Brentford,,
Ryan Bertrand,Leicester,Brentford,,False,0,,,,,0,,,0.0,0,0,0,43088,0.4,0.0,37.44,0.0,0.0,Leicester,True,Arsenal,,
Ryan Bertrand,Leicester,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,39255,0.2,0.0,33.7,0.0,0.0,Leicester,False,Leicester City,,
Ryan Bertrand,Leicester,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,36748,0.0,0.0,30.64,0.0,0.0,Leicester,True,Chelsea,,
Ryan Bertrand,Leicester,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,34883,0.0,0.0,28.08,0.0,0.0,Leicester,True,Watford,,
Ryan Bertrand,Leicester,Watford,,True,0,,,,,0,,,0.0,0,0,0,33423,0.0,0.0,25.92,0.0,0.0,Leicester,False,Southampton,,
Ryan Bertrand,Leicester,Southampton,,False,0,,,,,0,,,0.0,0,0,0,32605,0.0,0.0,24.07,0.0,0.0,Leicester,False,Aston Villa,,
Ryan Bertrand,Leicester,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,31568,0.0,0.0,22.47,0.0,0.0,Leicester,True,Newcastle United,,
Ryan Bertrand,Leicester,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,31058,0.0,0.0,21.06,0.0,0.0,Leicester,False,Manchester City,,
