name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Alex Kirk,Arsenal,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Arsenal,True,Leicester City,,
Alex Kirk,Arsenal,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Arsenal,False,Tottenham,,
Alex Kirk,Arsenal,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Arsenal,False,Newcastle United,,
Alex Kirk,Arsenal,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,0.0,Arsenal,True,Everton,,
Alex Kirk,Arsenal,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0,,Man Utd,True,Brighton,,
