name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jannik Vestergaard,Leicester,Wolverhampton,2021-08-14,True,28,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0,0,0,1.0,0.0,28.0,0.0,0.0,Leicester,False,West Ham,,
Jannik Vestergaard,Leicester,West Ham,,False,0,,,,,0,,,0.0,0,0,0,0.5,0.0,14.0,0.0,0.0,Leicester,False,Norwich,,
Jannik Vestergaard,Leicester,Norwich,,False,0,,,,,0,,,0.0,0,0,0,0.33,0.0,9.33,0.0,6.0,Leicester,True,Manchester City,,
Jannik Vestergaard,Leicester,Manchester City,2021-09-11,True,60,0.0,0.04,0.0,0.0,6,1.0,0.0,3.7,0,1,0,1.75,0.01,22.0,0.0,1.0,Leicester,False,Brighton,,
Jannik Vestergaard,Leicester,Brighton,2021-09-19,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.4,0,0,2,1.6,0.01,35.6,0.0,0.0,Leicester,True,Burnley,,
Jannik Vestergaard,Leicester,Burnley,2021-09-25,True,90,0.0,0.0,0.0,0.0,0,0.0,0.0,2.1,0,0,2,1.4,0.01,44.67,0.0,1.0,Leicester,False,Crystal Palace,,
Jannik Vestergaard,Leicester,Crystal Palace,2021-10-03,False,90,0.0,0.0,0.0,0.07,1,0.0,1.0,4.6,0,0,2,1.6,0.01,51.14,0.0,1.0,Leicester,True,Manchester United,,
Jannik Vestergaard,Leicester,Manchester United,2021-10-16,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,1.8,0.01,45.0,0.0,1.0,Leicester,False,Brentford,,
Jannik Vestergaard,Leicester,Brentford,2021-10-24,False,22,0.0,0.0,0.0,0.0,1,0.0,0.0,1.5,0,0,0,0.8,0.0,42.44,0.0,0.0,Leicester,True,Arsenal,,
Jannik Vestergaard,Leicester,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,0.6,0.0,38.2,0.0,0.0,Leicester,False,Leicester City,,
Jannik Vestergaard,Leicester,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.6,0.0,34.73,0.0,0.0,Leicester,True,Chelsea,,
Jannik Vestergaard,Leicester,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,0.4,0.0,31.83,0.0,0.0,Leicester,True,Watford,,
Jannik Vestergaard,Leicester,Watford,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,29.38,0.0,0.0,Leicester,False,Southampton,,
Jannik Vestergaard,Leicester,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,27.29,0.0,0.0,Leicester,False,Aston Villa,,
Jannik Vestergaard,Leicester,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,25.47,0.0,0.0,Leicester,True,Newcastle United,,
Jannik Vestergaard,Leicester,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,23.88,0.0,-2.0,Leicester,False,Manchester City,,
Jannik Vestergaard,Leicester,Manchester City,2021-12-26,False,90,0.0,0.0,0.0,0.0,-2,0.0,0.0,2.1,0,0,6,-0.4,0.0,27.76,0.0,0.0,Leicester,True,Liverpool,,
Jannik Vestergaard,Leicester,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,-0.4,0.0,26.22,0.0,1.0,Leicester,True,Tottenham,,
Jannik Vestergaard,Leicester,Tottenham,2022-01-19,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.1,0,0,3,-0.2,0.0,29.58,0.0,0.0,Leicester,True,Brighton,,
Jannik Vestergaard,Leicester,Brighton,,True,0,,,,,0,,,0.0,0,0,0,-0.2,0.0,28.1,0.0,0.0,Leicester,False,Liverpool,,
Jannik Vestergaard,Leicester,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,-0.2,0.0,26.76,0.0,1.0,Leicester,True,West Ham,,
Jannik Vestergaard,Leicester,West Ham,2022-02-13,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,0.4,0.0,25.59,0.0,0.0,Leicester,False,Wolverhampton,,
Jannik Vestergaard,Leicester,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,0.4,0.0,24.48,0.0,0.0,Leicester,False,Burnley,,
Jannik Vestergaard,Leicester,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,23.46,0.0,0.0,Leicester,True,Leicester City,,
Jannik Vestergaard,Leicester,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,22.52,0.0,0.0,Leicester,False,Arsenal,,
Jannik Vestergaard,Leicester,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,21.65,0.0,0.0,Leicester,True,Brentford,,
Jannik Vestergaard,Leicester,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,20.85,0.0,0.0,Leicester,False,Manchester United,,
Jannik Vestergaard,Leicester,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,20.11,0.0,0.0,Leicester,True,Crystal Palace,,
Jannik Vestergaard,Leicester,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,19.41,0.0,0.0,Leicester,False,Newcastle United,,
Jannik Vestergaard,Leicester,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,18.77,0.0,0.0,Leicester,False,Everton,,
Jannik Vestergaard,Leicester,Everton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,18.16,0.0,0.0,Leicester,True,Aston Villa,,
Jannik Vestergaard,Leicester,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,17.59,0.0,0.0,Leicester,False,Tottenham,,
Jannik Vestergaard,Leicester,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,17.06,0.0,0.0,Leicester,True,Everton,,
Jannik Vestergaard,Leicester,Everton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,16.56,0.0,0.0,Leicester,True,Norwich,,
Jannik Vestergaard,Leicester,Norwich,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,16.09,0.0,0.0,Leicester,False,Watford,,
Jannik Vestergaard,Leicester,Watford,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,15.64,0.0,0.0,Leicester,False,Chelsea,,
Jannik Vestergaard,Leicester,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,15.22,0.0,0.0,Leicester,True,Southampton,,
Jannik Vestergaard,Leicester,Southampton,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,14.82,0.0,,Leicester,True,Brentford,,
