name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ashley Young,Aston Villa,Watford,2021-08-14,False,90,0.0,0.02,0.0,0.06,1,1.0,2.0,3.7,0,0,3,0.58,1.0,0.02,90.0,0.0,6.0,Aston Villa,True,Newcastle United,,
Ashley Young,Aston Villa,Newcastle United,2021-08-21,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.0,0,1,0,0.69,3.5,0.01,90.0,0.5,2.0,Aston Villa,True,Brentford,,
Ashley Young,Aston Villa,Brentford,2021-08-28,True,78,0.0,0.0,0.0,0.0,2,0.0,0.0,0.5,0,0,1,0.8,3.0,0.01,86.0,0.33,0.0,Aston Villa,False,Chelsea,,
Ashley Young,Aston Villa,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,0.7,2.25,0.0,64.5,0.33,1.0,Aston Villa,True,Everton,,
Ashley Young,Aston Villa,Everton,2021-09-18,True,8,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.6,2.0,0.0,53.2,0.25,0.0,Aston Villa,False,Manchester United,,
Ashley Young,Aston Villa,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,0.54,1.8,0.0,44.33,0.25,0.0,Aston Villa,False,Tottenham,,
Ashley Young,Aston Villa,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,0.49,0.6,0.0,38.0,0.25,0.0,Aston Villa,True,Wolverhampton,,
Ashley Young,Aston Villa,Wolverhampton,2021-10-16,True,11,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,3,0.46,0.2,0.0,34.62,0.2,0.0,Aston Villa,False,Arsenal,,
Ashley Young,Aston Villa,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.44,0.2,0.0,30.78,0.2,1.0,Aston Villa,True,West Ham,,
Ashley Young,Aston Villa,West Ham,2021-10-31,True,75,0.0,0.0,0.0,0.01,1,0.0,1.0,3.3,0,0,3,0.41,0.2,0.0,35.2,0.17,0.0,Aston Villa,False,Southampton,,
Ashley Young,Aston Villa,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.41,0.2,0.0,32.0,0.17,4.0,Aston Villa,True,Brighton,,
