name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Frédéric Guilbert,Aston Villa,Watford,2021-08-14,False,0,1.0,1.0,0.0,0.0,0,5.0,0.0,0.0,0,0,0,1794,0.0,1.0,0.0,0,0.0,Aston Villa,True,Newcastle United,,
Frédéric Guilbert,Aston Villa,Newcastle United,2021-08-21,True,0,1.0,1.32,0.0,0.11,0,4.0,2.0,0.0,0,0,0,1757,0.0,1.16,0.0,0,0.0,Aston Villa,True,Brentford,,
Frédéric Guilbert,Aston Villa,Brentford,2021-08-28,True,0,1.0,0.84,0.0,0.03,0,2.0,1.0,0.0,0,0,0,2172,0.0,1.05,0.0,0,0.0,Aston Villa,False,Chelsea,,
Frédéric Guilbert,Aston Villa,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,1942,0.0,0.79,0.0,0,0.0,Aston Villa,True,Everton,,
Frédéric Guilbert,Aston Villa,Everton,,True,0,,,,,0,,,0.0,0,0,0,1690,0.0,0.63,0.0,0,0.0,Aston Villa,False,Manchester United,,
Frédéric Guilbert,Aston Villa,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,1521,0.0,0.43,0.0,0,0.0,Aston Villa,False,Tottenham,,
Frédéric Guilbert,Aston Villa,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,1437,0.0,0.17,0.0,0,0.0,Aston Villa,True,Wolverhampton,,
Frédéric Guilbert,Aston Villa,Wolverhampton,,True,0,,,,,0,,,0.0,0,0,0,1382,0.0,0.0,0.0,0,0.0,Aston Villa,False,Arsenal,,
Frédéric Guilbert,Aston Villa,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,1344,0.0,0.0,0.0,0,0.0,Aston Villa,True,West Ham,,
Frédéric Guilbert,Aston Villa,West Ham,,True,0,,,,,0,,,0.0,0,0,0,1312,0.0,0.0,0.0,0,0.0,Aston Villa,False,Southampton,,
Frédéric Guilbert,Aston Villa,Southampton,,False,0,,,,,0,,,0.0,0,0,0,1297,0.0,0.0,0.0,0,0.0,Aston Villa,True,Brighton,,
Frédéric Guilbert,Aston Villa,Brighton,,True,0,,,,,0,,,0.0,0,0,0,1268,0.0,0.0,0.0,0,0.0,Aston Villa,False,Crystal Palace,,
Frédéric Guilbert,Aston Villa,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,1253,0.0,0.0,0.0,0,0.0,Aston Villa,True,Manchester City,,
Frédéric Guilbert,Aston Villa,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,1243,0.0,0.0,0.0,0,0.0,Aston Villa,True,Leeds United,,
Frédéric Guilbert,Aston Villa,Leeds United,,True,0,,,,,0,,,0.0,0,0,0,1231,0.0,0.0,0.0,0,0.0,Aston Villa,False,Liverpool,,
Frédéric Guilbert,Aston Villa,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,1214,0.0,0.0,0.0,0,0.0,Aston Villa,False,Norwich,,
Frédéric Guilbert,Aston Villa,Norwich,,False,0,,,,,0,,,0.0,0,0,0,1206,0.0,0.0,0.0,0,0.0,Aston Villa,True,Chelsea,,
Frédéric Guilbert,Aston Villa,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,1186,0.0,0.0,0.0,0,0.0,Aston Villa,False,Brentford,,
Frédéric Guilbert,Aston Villa,Brentford,2022-01-02,False,0,0.0,0.95,0.0,0.0,0,4.0,0.0,0.0,0,0,0,1184,0.0,0.19,0.0,0,0.0,Aston Villa,True,Manchester United,,
