name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Rayan Ait Nouri,Wolves,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,Wolves,True,Tottenham,,
Rayan Ait Nouri,Wolves,Tottenham,2021-08-22,True,6,0.0,0.02,0.0,0.0,1,1.0,0.0,1.0,0,0,0,0.5,0.01,3.0,0.0,0.0,Wolves,True,Manchester United,,
Rayan Ait Nouri,Wolves,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.33,0.01,2.0,0.0,0.0,Wolves,False,Watford,,
Rayan Ait Nouri,Wolves,Watford,,False,0,,,,,0,,,0.0,0,0,0,0.25,0.01,1.5,0.0,0.0,Wolves,True,Brentford,,
Rayan Ait Nouri,Wolves,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,1.2,0.0,0.0,Wolves,False,Southampton,,
Rayan Ait Nouri,Wolves,Southampton,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,1.0,0.0,0.0,Wolves,True,Newcastle United,,
Rayan Ait Nouri,Wolves,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.86,0.0,0.0,Wolves,False,Aston Villa,,
Rayan Ait Nouri,Wolves,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.75,0.0,6.0,Wolves,False,Leicester City,,
Rayan Ait Nouri,Wolves,Leicester City,2021-10-23,False,82,0.0,0.06,0.0,0.0,6,1.0,0.0,4.1,0,1,0,1.2,0.01,9.78,0.5,4.0,Wolves,True,Everton,,
Rayan Ait Nouri,Wolves,Everton,2021-11-01,True,90,0.0,0.0,1.0,0.19,4,0.0,2.0,6.1,0,0,1,2.0,0.21,17.8,0.33,1.0,Wolves,False,Crystal Palace,,
Rayan Ait Nouri,Wolves,Crystal Palace,2021-11-06,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,3.0,0,0,2,2.2,0.21,24.36,0.25,9.0,Wolves,True,West Ham,,
Rayan Ait Nouri,Wolves,West Ham,2021-11-20,True,90,0.0,0.0,0.0,0.49,9,0.0,4.0,8.2,3,1,0,4.0,0.21,29.83,0.4,6.0,Wolves,False,Norwich,,
Rayan Ait Nouri,Wolves,Norwich,2021-11-27,False,90,0.0,0.04,0.0,0.1,6,1.0,1.0,6.2,0,1,0,5.2,0.22,34.46,0.5,6.0,Wolves,True,Burnley,,
Rayan Ait Nouri,Wolves,Burnley,2021-12-01,True,90,0.0,0.07,0.0,0.0,6,2.0,0.0,5.8,0,1,0,5.2,0.22,38.43,0.57,6.0,Wolves,True,Liverpool,,
Rayan Ait Nouri,Wolves,Liverpool,2021-12-04,True,90,0.0,0.03,0.0,0.0,6,1.0,0.0,2.8,0,1,0,5.6,0.03,41.87,0.62,2.0,Wolves,False,Manchester City,,
Rayan Ait Nouri,Wolves,Manchester City,2021-12-11,False,90,0.0,0.0,0.0,0.01,2,0.0,1.0,3.9,0,0,1,5.8,0.03,44.88,0.56,0.0,Wolves,False,Brighton,,
Rayan Ait Nouri,Wolves,Brighton,,False,0,,,,,0,,,0.0,0,0,0,4.0,0.03,42.24,0.56,0.0,Wolves,True,Chelsea,,
Rayan Ait Nouri,Wolves,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,2.8,0.02,39.89,0.56,0.0,Wolves,False,Manchester United,,
Rayan Ait Nouri,Wolves,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,1.6,0.01,37.79,0.56,11.0,Wolves,True,Southampton,,
Rayan Ait Nouri,Wolves,Southampton,2022-01-15,True,90,0.0,0.0,1.0,0.51,11,0.0,2.0,6.6,3,0,1,2.6,0.2,40.4,0.5,2.0,Wolves,False,Brentford,,
Rayan Ait Nouri,Wolves,Brentford,2022-01-22,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.8,0,0,1,2.6,0.2,42.76,0.45,1.0,Wolves,True,Arsenal,,
Rayan Ait Nouri,Wolves,Arsenal,2022-02-10,True,27,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,2.8,0.2,42.05,0.42,5.0,Wolves,False,Tottenham,,
Rayan Ait Nouri,Wolves,Tottenham,2022-02-13,False,90,0.0,0.08,0.0,0.05,5,1.0,1.0,4.1,0,1,0,3.8,0.22,44.13,0.46,1.0,Wolves,True,Leeds United,,
Rayan Ait Nouri,Wolves,Leeds United,2022-02-20,True,87,0.0,0.06,0.0,0.02,1,1.0,1.0,3.6,0,0,1,4.0,0.23,45.92,0.43,1.0,Wolves,False,Arsenal,,
Rayan Ait Nouri,Wolves,Arsenal,2022-02-24,False,90,0.0,0.0,0.0,0.08,1,0.0,1.0,3.3,0,0,2,2.0,0.03,47.68,0.4,0.0,Wolves,False,West Ham,,
Rayan Ait Nouri,Wolves,West Ham,,False,0,,,,,0,,,0.0,0,0,0,1.6,0.03,45.85,0.4,0.0,Wolves,True,Crystal Palace,,
Rayan Ait Nouri,Wolves,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,1.4,0.03,44.15,0.4,9.0,Wolves,True,Watford,,
Rayan Ait Nouri,Wolves,Watford,2022-03-10,True,90,0.0,0.0,0.0,0.1,9,0.0,1.0,3.3,1,1,0,2.2,0.01,45.79,0.44,0.0,Wolves,False,Everton,,
Rayan Ait Nouri,Wolves,Everton,,False,0,,,,,0,,,0.0,0,0,0,2.0,0.0,44.21,0.44,1.0,Wolves,True,Leicester City,,
Rayan Ait Nouri,Wolves,Leicester City,2022-03-18,True,90,0.0,0.0,0.0,0.01,1,0.0,1.0,3.7,0,0,3,2.0,0.0,45.73,0.41,0.0,Wolves,True,Aston Villa,,
Rayan Ait Nouri,Wolves,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,2.0,0.0,44.26,0.41,1.0,Wolves,False,Newcastle United,,
Rayan Ait Nouri,Wolves,Newcastle United,2022-04-08,False,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0,0,0,2.2,0.0,43.0,0.39,0.0,Wolves,False,Burnley,,
Rayan Ait Nouri,Wolves,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.4,0.0,41.7,0.39,1.0,Wolves,True,Brighton,,
Rayan Ait Nouri,Wolves,Brighton,2022-04-30,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,3,0.6,0.0,43.12,0.37,1.0,Wolves,False,Chelsea,,
Rayan Ait Nouri,Wolves,Chelsea,2022-05-07,False,90,0.0,0.08,0.0,0.0,1,2.0,0.0,3.4,0,0,2,0.6,0.02,44.46,0.35,0.0,Wolves,True,Manchester City,,
Rayan Ait Nouri,Wolves,Manchester City,2022-05-11,True,90,0.0,0.0,0.0,0.05,0,0.0,1.0,2.9,0,0,5,0.6,0.02,45.72,0.33,11.0,Wolves,True,Norwich,,
Rayan Ait Nouri,Wolves,Norwich,2022-05-15,True,90,1.0,0.06,0.0,0.02,11,2.0,1.0,8.8,3,0,1,2.6,0.03,46.92,0.32,1.0,Wolves,False,Liverpool,,
Rayan Ait Nouri,Wolves,Liverpool,2022-05-22,False,90,0.0,0.03,0.0,0.0,1,1.0,0.0,0.0,0,0,3,2.8,0.04,48.05,0.3,,Wolves,False,Leicester City,,
