name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Jeremy Ngakia,Watford,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Watford,False,Brighton,,
Jeremy Ngakia,Watford,Brighton,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,Watford,False,Tottenham,,
Jeremy Ngakia,Watford,Tottenham,2021-08-29,False,39,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,0,0.33,0.0,13.0,0.0,1.0,Watford,True,Wolverhampton,,
Jeremy Ngakia,Watford,Wolverhampton,2021-09-11,True,90,0.0,0.0,0.0,0.0,1,0.0,0.0,2.2,0,0,2,0.5,0.0,32.25,0.0,1.0,Watford,False,Norwich,,
Jeremy Ngakia,Watford,Norwich,2021-09-18,False,31,0.0,0.02,0.0,0.0,1,1.0,0.0,0.6,0,0,0,0.6,0.0,32.0,0.0,1.0,Watford,True,Newcastle United,,
Jeremy Ngakia,Watford,Newcastle United,2021-09-25,True,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.5,0,0,0,0.8,0.0,30.5,0.0,0.0,Watford,False,Leicester City,,
Jeremy Ngakia,Watford,Leicester City,,False,0,,,,,0,,,0.0,0,0,0,0.8,0.0,26.14,0.0,1.0,Watford,True,Liverpool,,
Jeremy Ngakia,Watford,Liverpool,2021-10-16,True,34,0.0,0.0,0.0,0.1,1,0.0,1.0,3.0,0,0,1,0.8,0.0,27.12,0.0,1.0,Watford,False,Everton,,
Jeremy Ngakia,Watford,Everton,2021-10-23,False,75,0.0,0.0,0.0,0.0,1,0.0,0.0,0.9,0,0,2,0.8,0.0,32.44,0.0,2.0,Watford,True,Southampton,,
Jeremy Ngakia,Watford,Southampton,2021-10-30,True,81,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0,0,1,1.0,0.0,37.3,0.0,0.0,Watford,False,Arsenal,,
Jeremy Ngakia,Watford,Arsenal,,False,0,,,,,0,,,0.0,0,0,0,0.8,0.0,33.91,0.0,0.0,Watford,True,Manchester United,,
Jeremy Ngakia,Watford,Manchester United,,True,0,,,,,0,,,0.0,0,0,0,0.8,0.0,31.08,0.0,0.0,Watford,False,Leeds United,,
Jeremy Ngakia,Watford,Leeds United,,False,0,,,,,0,,,0.0,0,0,0,0.6,0.0,28.69,0.0,1.0,Watford,True,Chelsea,,
Jeremy Ngakia,Watford,Chelsea,2021-12-01,True,5,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,0,0.6,0.0,27.0,0.0,1.0,Watford,True,Manchester City,,
Jeremy Ngakia,Watford,Manchester City,2021-12-04,True,19,0.0,0.03,0.0,0.0,1,1.0,0.0,0.2,0,0,0,0.4,0.01,26.47,0.0,1.0,Watford,False,Brentford,,
Jeremy Ngakia,Watford,Brentford,2021-12-10,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.3,0,0,2,0.6,0.01,30.44,0.0,0.0,Watford,True,West Ham,,
Jeremy Ngakia,Watford,West Ham,,True,0,,,,,0,,,0.0,0,0,0,0.6,0.01,28.65,0.0,0.0,Watford,True,Tottenham,,
Jeremy Ngakia,Watford,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,0.6,0.01,27.06,0.0,2.0,Watford,False,Newcastle United,,
Jeremy Ngakia,Watford,Newcastle United,2022-01-15,False,65,0.0,0.0,0.0,0.05,2,0.0,1.0,3.9,0,0,1,0.8,0.01,29.05,0.0,0.0,Watford,True,Norwich,,
Jeremy Ngakia,Watford,Norwich,,True,0,,,,,0,,,0.0,0,0,0,0.6,0.0,27.6,0.0,0.0,Watford,False,Burnley,,
Jeremy Ngakia,Watford,Burnley,,False,0,,,,,0,,,0.0,0,0,0,0.4,0.0,26.29,0.0,1.0,Watford,False,West Ham,,
Jeremy Ngakia,Watford,West Ham,2022-02-08,False,12,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0,0,0,0.6,0.0,25.64,0.0,0.0,Watford,True,Brighton,,
Jeremy Ngakia,Watford,Brighton,,True,0,,,,,0,,,0.0,0,0,0,0.6,0.0,24.52,0.0,0.0,Watford,False,Aston Villa,,
Jeremy Ngakia,Watford,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,0.2,0.0,23.5,0.0,0.0,Watford,True,Crystal Palace,,
Jeremy Ngakia,Watford,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,0.2,0.0,22.56,0.0,6.0,Watford,False,Manchester United,,
Jeremy Ngakia,Watford,Manchester United,2022-02-26,False,62,0.0,0.03,0.0,0.0,6,2.0,0.0,1.6,0,1,0,1.4,0.01,24.08,0.08,0.0,Watford,True,Arsenal,,
Jeremy Ngakia,Watford,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,1.2,0.01,23.19,0.08,0.0,Watford,False,Wolverhampton,,
Jeremy Ngakia,Watford,Wolverhampton,,False,0,,,,,0,,,0.0,0,0,0,1.2,0.01,22.36,0.08,0.0,Watford,False,Southampton,,
Jeremy Ngakia,Watford,Southampton,,False,0,,,,,0,,,0.0,0,0,0,1.2,0.01,21.59,0.08,0.0,Watford,False,Liverpool,,
Jeremy Ngakia,Watford,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,1.2,0.01,20.87,0.08,0.0,Watford,True,Leicester City,,
Jeremy Ngakia,Watford,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,20.19,0.08,0.0,Watford,True,Brentford,,
Jeremy Ngakia,Watford,Brentford,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,19.56,0.08,0.0,Watford,False,Manchester City,,
Jeremy Ngakia,Watford,Manchester City,2022-04-23,False,90,0.0,0.0,0.0,0.03,0,0.0,1.0,2.8,0,0,5,0.0,0.0,21.7,0.07,0.0,Watford,True,Burnley,,
Jeremy Ngakia,Watford,Burnley,,True,0,,,,,0,,,0.0,0,0,0,0.0,0.0,21.06,0.07,0.0,Watford,False,Crystal Palace,,
Jeremy Ngakia,Watford,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,0.0,0.0,20.46,0.07,8.0,Watford,True,Everton,,
Jeremy Ngakia,Watford,Everton,2022-05-11,True,90,0.0,0.0,0.0,0.0,8,0.0,0.0,2.5,2,1,0,1.6,0.0,22.39,0.13,0.0,Watford,True,Leeds United,,
Jeremy Ngakia,Watford,Leeds United,2022-05-15,True,90,0.0,0.01,0.0,0.68,0,1.0,1.0,3.6,0,0,5,1.6,0.0,24.22,0.12,0.0,Watford,False,Chelsea,,
Jeremy Ngakia,Watford,Chelsea,,False,0,,,,,0,,,0.0,0,0,0,1.6,0.0,23.58,0.12,,Aston Villa,True,Leicester City,,
