name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Ricardo Domingos Barbosa Pereira,Leicester,Wolverhampton,2021-08-14,True,90,0.0,0.0,1.0,0.11,12,0.0,1.0,5.1,3,1,0,1.39,12.0,1.0,90.0,1.0,-1.0,Leicester,False,West Ham,,
Ricardo Domingos Barbosa Pereira,Leicester,West Ham,2021-08-23,False,90,0.0,0.07,0.0,0.0,-1,1.0,0.0,2.0,0,0,4,3.81,5.5,0.54,90.0,0.5,4.0,Leicester,False,Norwich,,
Ricardo Domingos Barbosa Pereira,Leicester,Norwich,2021-08-28,False,10,0.0,0.0,1.0,0.37,4,0.0,1.0,2.8,0,0,0,4.01,5.0,0.69,63.33,0.33,0.0,Leicester,True,Manchester City,,
Ricardo Domingos Barbosa Pereira,Leicester,Manchester City,,True,0,,,,,0,,,0.0,0,0,0,2.78,3.75,0.52,47.5,0.33,1.0,Leicester,False,Brighton,,
Ricardo Domingos Barbosa Pereira,Leicester,Brighton,2021-09-19,False,90,0.0,0.0,0.0,0.08,1,0.0,2.0,5.4,0,0,2,2.77,3.2,0.41,56.0,0.25,0.0,Leicester,True,Burnley,,
Ricardo Domingos Barbosa Pereira,Leicester,Burnley,2021-09-25,True,45,0.0,0.0,0.0,0.16,0,0.0,1.0,2.2,0,0,2,2.96,0.8,0.21,54.17,0.2,0.0,Leicester,False,Crystal Palace,,
Ricardo Domingos Barbosa Pereira,Leicester,Crystal Palace,,False,0,,,,,0,,,0.0,0,0,0,2.68,1.0,0.2,46.43,0.2,1.0,Leicester,True,Manchester United,,
Ricardo Domingos Barbosa Pereira,Leicester,Manchester United,2021-10-16,True,90,0.0,0.17,0.0,0.0,1,2.0,0.0,3.2,0,0,2,2.37,0.4,0.03,51.88,0.17,2.0,Leicester,False,Brentford,,
Ricardo Domingos Barbosa Pereira,Leicester,Brentford,2021-10-24,False,90,0.0,0.0,0.0,0.03,2,0.0,1.0,3.9,0,0,1,2.34,0.8,0.03,56.11,0.14,0.0,Leicester,True,Arsenal,,
Ricardo Domingos Barbosa Pereira,Leicester,Arsenal,,True,0,,,,,0,,,0.0,0,0,0,2.15,0.6,0.03,50.5,0.14,2.0,Leicester,False,Leicester City,,
Ricardo Domingos Barbosa Pereira,Leicester,Leicester City,2021-11-07,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.4,0,0,1,1.88,1.0,0.03,54.09,0.12,0.0,Leicester,True,Chelsea,,
Ricardo Domingos Barbosa Pereira,Leicester,Chelsea,,True,0,,,,,0,,,0.0,0,0,0,1.81,1.0,0.03,49.58,0.12,0.0,Leicester,True,Watford,,
Ricardo Domingos Barbosa Pereira,Leicester,Watford,,True,0,,,,,0,,,0.0,0,0,0,1.59,0.8,0.0,45.77,0.12,0.0,Leicester,False,Southampton,,
Ricardo Domingos Barbosa Pereira,Leicester,Southampton,,False,0,,,,,0,,,0.0,0,0,0,1.49,0.4,0.0,42.5,0.12,0.0,Leicester,False,Aston Villa,,
Ricardo Domingos Barbosa Pereira,Leicester,Aston Villa,,False,0,,,,,0,,,0.0,0,0,0,1.4,0.4,0.0,39.67,0.12,0.0,Leicester,True,Newcastle United,,
Ricardo Domingos Barbosa Pereira,Leicester,Newcastle United,,True,0,,,,,0,,,0.0,0,0,0,1.33,0.0,0.0,37.19,0.12,0.0,Leicester,False,Manchester City,,
Ricardo Domingos Barbosa Pereira,Leicester,Manchester City,,False,0,,,,,0,,,0.0,0,0,0,1.3,0.0,0.0,35.0,0.12,0.0,Leicester,True,Liverpool,,
Ricardo Domingos Barbosa Pereira,Leicester,Liverpool,,True,0,,,,,0,,,0.0,0,0,0,1.28,0.0,0.0,33.06,0.12,0.0,Leicester,True,Tottenham,,
Ricardo Domingos Barbosa Pereira,Leicester,Tottenham,,True,0,,,,,0,,,0.0,0,0,0,1.24,0.0,0.0,31.32,0.12,0.0,Leicester,True,Brighton,,
Ricardo Domingos Barbosa Pereira,Leicester,Brighton,,True,0,,,,,0,,,0.0,0,0,0,1.23,0.0,0.0,29.75,0.12,0.0,Leicester,False,Liverpool,,
Ricardo Domingos Barbosa Pereira,Leicester,Liverpool,,False,0,,,,,0,,,0.0,0,0,0,1.22,0.0,0.0,28.33,0.12,6.0,Leicester,True,West Ham,,
Ricardo Domingos Barbosa Pereira,Leicester,West Ham,2022-02-13,True,90,1.0,0.14,0.0,0.04,6,2.0,1.0,10.6,0,0,2,1.22,1.2,0.03,31.14,0.11,0.0,Leicester,False,Wolverhampton,,
Ricardo Domingos Barbosa Pereira,Leicester,Wolverhampton,2022-02-20,False,90,0.0,0.05,0.0,0.02,0,2.0,1.0,6.0,0,0,2,1.23,1.2,0.04,33.7,0.1,1.0,Leicester,False,Burnley,,
Ricardo Domingos Barbosa Pereira,Leicester,Burnley,2022-03-01,False,45,0.0,0.11,0.0,0.03,1,2.0,1.0,4.0,0,0,0,1.31,1.4,0.06,34.17,0.09,0.0,Leicester,True,Leicester City,,
Ricardo Domingos Barbosa Pereira,Leicester,Leicester City,,True,0,,,,,0,,,0.0,0,0,0,1.25,1.4,0.06,32.8,0.09,1.0,Leicester,False,Arsenal,,
Ricardo Domingos Barbosa Pereira,Leicester,Arsenal,2022-03-13,False,60,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0,0,2,1.23,1.6,0.06,33.85,0.08,0.0,Leicester,True,Brentford,,
Ricardo Domingos Barbosa Pereira,Leicester,Brentford,,True,0,,,,,0,,,0.0,0,0,0,2.58,0.4,0.03,32.59,0.08,0.0,Leicester,False,Manchester United,,
Ricardo Domingos Barbosa Pereira,Leicester,Manchester United,,False,0,,,,,0,,,0.0,0,0,0,1.38,0.4,0.02,31.43,0.08,0.0,Leicester,True,Crystal Palace,,
Ricardo Domingos Barbosa Pereira,Leicester,Crystal Palace,,True,0,,,,,0,,,0.0,0,0,0,1.36,0.2,0.0,30.34,0.08,0.0,Leicester,False,Newcastle United,,
Ricardo Domingos Barbosa Pereira,Leicester,Newcastle United,,False,0,,,,,0,,,0.0,0,0,0,1.41,0.2,0.0,29.33,0.08,2.0,Leicester,False,Everton,,
Ricardo Domingos Barbosa Pereira,Leicester,Everton,2022-04-20,False,90,0.0,0.03,0.0,0.0,2,1.0,0.0,1.5,0,0,1,1.41,0.4,0.01,31.29,0.08,0.0,Leicester,True,Aston Villa,,
Ricardo Domingos Barbosa Pereira,Leicester,Aston Villa,,True,0,,,,,0,,,0.0,0,0,0,1.37,0.4,0.01,30.31,0.08,0.0,Leicester,False,Tottenham,,
Ricardo Domingos Barbosa Pereira,Leicester,Tottenham,,False,0,,,,,0,,,0.0,0,0,0,1.34,0.4,0.01,29.39,0.08,0.0,Leicester,True,Everton,,
Ricardo Domingos Barbosa Pereira,Leicester,Everton,,True,0,,,,,0,,,0.0,0,0,0,1.34,0.4,0.01,28.53,0.08,0.0,Leicester,True,Norwich,,
