name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,selected,form,xG&A_form,minutes_per_game,clean_sheet_probability,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Antonio Rüdiger,Chelsea,Crystal Palace,2021-08-14,True,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.8,0,1,0,446404,6.0,0.0,90.0,1.0,6.0,Chelsea,False,Arsenal,,
Antonio Rüdiger,Chelsea,Arsenal,2021-08-22,False,90,0.0,0.0,0.0,0.0,6,0.0,0.0,1.6,0,1,0,561100,6.0,0.0,90.0,1.0,1.0,Chelsea,False,Liverpool,,
Antonio Rüdiger,Chelsea,Liverpool,2021-08-28,False,90,0.0,0.0,0.0,0.0,1,0.0,0.0,1.8,0,0,1,572284,4.33,0.0,90.0,0.67,6.0,Chelsea,True,Aston Villa,,
Antonio Rüdiger,Chelsea,Aston Villa,2021-09-11,True,90,0.0,0.06,0.0,0.0,6,2.0,0.0,1.8,0,1,0,664111,4.75,0.02,90.0,0.75,14.0,Chelsea,False,Tottenham,,
Antonio Rüdiger,Chelsea,Tottenham,2021-09-19,False,90,1.0,0.07,0.0,0.12,14,2.0,1.0,9.9,2,1,0,713395,6.6,0.03,90.0,0.8,1.0,Chelsea,True,Manchester City,,
Antonio Rüdiger,Chelsea,Manchester City,2021-09-25,True,90,0.0,0.0,0.0,0.04,1,0.0,2.0,4.6,0,0,1,978164,5.6,0.03,90.0,0.67,2.0,Chelsea,True,Southampton,,
Antonio Rüdiger,Chelsea,Southampton,2021-10-02,True,90,0.0,0.08,0.0,0.1,2,2.0,1.0,4.4,0,0,1,1712200,4.8,0.04,90.0,0.57,0.0,Chelsea,False,Brentford,,
Antonio Rüdiger,Chelsea,Brentford,,False,0,,,,,0,,,0.0,0,0,0,1304570,4.6,0.04,78.75,0.57,9.0,Chelsea,True,Norwich,,
Antonio Rüdiger,Chelsea,Norwich,2021-10-23,True,90,0.0,0.2,0.0,0.02,9,4.0,1.0,6.7,0,1,0,1225343,5.2,0.07,80.0,0.62,6.0,Chelsea,False,Newcastle United,,
Antonio Rüdiger,Chelsea,Newcastle United,2021-10-30,False,90,0.0,0.05,0.0,0.0,6,2.0,0.0,3.9,0,1,0,1491165,3.6,0.07,81.0,0.67,2.0,Chelsea,True,Burnley,,
Antonio Rüdiger,Chelsea,Burnley,2021-11-06,True,90,0.0,0.14,0.0,0.08,2,3.0,2.0,6.4,0,0,1,1565411,3.8,0.1,81.82,0.6,14.0,Chelsea,False,Leeds United,,
